sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.006_8x_1.hist	histogram	genome-skim	8.33	99587746	0.62	5.47	0.0046	150
moss_0.0_8x_1.hist	histogram	genome-skim	8.41	98560320	0.54	6.70	0.0052	150
moss_0.02_8x_1.hist	histogram	genome-skim	8.18	101327010	0.75	3.46	0.0039	150
moss_0.004_1x_1.hist	histogram	genome-skim	0.95	109239126	0.53	5.75	0.0051	150
moss_0.0_4x_1.hist	histogram	genome-skim	4.06	102012157	0.51	6.57	0.0052	150
moss_0.008_2x_1.hist	histogram	genome-skim	1.95	106369225	0.59	4.93	0.0044	150
moss_0.004_2x_1.hist	histogram	genome-skim	1.89	109554518	0.51	5.63	0.0047	150
moss_0.001_4x_1.hist	histogram	genome-skim	4.08	101717112	0.53	6.33	0.0051	150
moss_0.01_2x_1.hist	histogram	genome-skim	1.98	104605012	0.62	4.83	0.0043	150
moss_0.0_1x_1.hist	histogram	genome-skim	0.98	106285800	0.50	6.88	0.0054	150
moss_0.002_1x_1.hist	histogram	genome-skim	0.97	107192493	0.52	6.72	0.0052	150
moss_0.008_8x_1.hist	histogram	genome-skim	8.31	99820807	0.64	5.05	0.0045	150
moss_0.002_8x_1.hist	histogram	genome-skim	8.39	98869789	0.57	6.22	0.0050	150
moss_0.002_2x_1.hist	histogram	genome-skim	1.85	112055409	0.47	6.12	0.0048	150
moss_0.006_1x_1.hist	histogram	genome-skim	1.00	103293639	0.62	5.55	0.0049	150
moss_0.001_1x_1.hist	histogram	genome-skim	0.98	105724126	0.51	6.36	0.0054	150
moss_0.0_2x_1.hist	histogram	genome-skim	1.88	110187494	0.46	6.83	0.0050	150
moss_0.004_8x_1.hist	histogram	genome-skim	8.38	99000488	0.60	5.90	0.0048	150
moss_0.006_4x_1.hist	histogram	genome-skim	4.08	101636200	0.60	5.60	0.0046	150
moss_0.006_2x_1.hist	histogram	genome-skim	1.93	107242381	0.56	5.52	0.0045	150
moss_0.008_1x_1.hist	histogram	genome-skim	0.98	105635845	0.59	5.39	0.0049	150
moss_0.02_2x_1.hist	histogram	genome-skim	2.01	103317441	0.73	3.55	0.0039	150
moss_0.02_4x_1.hist	histogram	genome-skim	4.04	102536998	0.74	3.49	0.0039	150
moss_0.01_1x_1.hist	histogram	genome-skim	0.98	105896220	0.63	4.81	0.0047	150
moss_0.01_4x_1.hist	histogram	genome-skim	4.07	101807304	0.65	4.76	0.0043	150
moss_0.004_4x_1.hist	histogram	genome-skim	4.07	101764841	0.57	5.80	0.0048	150
moss_0.002_4x_1.hist	histogram	genome-skim	4.06	102176452	0.54	6.34	0.0050	150
moss_0.008_4x_1.hist	histogram	genome-skim	4.08	101699534	0.63	5.17	0.0045	150
moss_0.01_8x_1.hist	histogram	genome-skim	8.28	100127084	0.66	4.72	0.0044	150
moss_0.001_2x_1.hist	histogram	genome-skim	1.85	111987561	0.46	6.67	0.0049	150
moss_0.001_8x_1.hist	histogram	genome-skim	8.41	98614399	0.55	6.50	0.0051	150
moss_0.02_1x_1.hist	histogram	genome-skim	1.02	102021014	0.76	3.50	0.0042	150
