sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
nematode_0.01_2x_1.hist	169244753	7771754	1452091	539490	304868	191954	197824	97193	41733	47741	55688	62926	26803	14815	8616	12467	19775	26399	18622	10137	6574	2053	4606	8956	19136	10630	2399	771	256	127	4728	9455	11845	1365	433	26	6	2	18333	5233	1743	713	377	140	22	6	1	0	0	21022	206721230
nematode_0.01_1x_1.hist	168400675	7445979	1395773	525099	293198	183399	109534	63966	96620	95116	46052	22710	18827	31085	16084	5116	5425	7241	15244	37522	32371	10115	4382	1281	74	40	8	1	0	0	5311	10622	35814	4130	1313	81	22	11	1	0	0	0	0	0	0	0	0	0	0	34547	204076410
nematode_0.008_4x_1.hist	165772302	8831512	1455229	581375	287575	182043	178753	87823	78615	89935	47247	23300	25993	42918	22208	8696	13792	18411	22442	12217	7924	2475	5445	10587	18762	10422	2352	756	251	124	15055	9191	3675	423	133	7	9806	5347	1068	58	2091	9087	4822	1807	300	99	43	13	3	16731	207122483
nematode_0.0_8x_1.hist	149391380	11455949	1879837	729468	381951	237557	199813	98170	137854	70304	59615	67364	51946	28715	23100	33426	23314	9713	6513	16031	27424	8569	4561	8867	18468	10259	2315	6174	6587	3292	18179	7106	2841	326	102	13215	4595	2505	500	26	7449	3744	1986	744	4704	4344	1946	647	214	13677	204383434
nematode_0.001_1x_1.hist	155143483	10550912	2174916	782315	436605	275953	238673	117262	55777	63808	74429	84104	71923	39758	20572	6544	3771	2597	5467	13456	25416	41609	30746	8995	528	292	65	19	5	1	0	0	52115	11176	3555	221	62	33	5	0	0	0	0	0	0	0	0	0	0	47431	206108645
nematode_0.002_4x_1.hist	154551379	10272568	1832852	691268	382868	238381	129549	88648	133903	91471	44287	41583	57813	42450	21965	7006	11112	14833	31175	16972	11008	3439	5423	10545	20145	11191	2526	2760	14261	7129	2111	626	3975	11926	9913	618	176	95	18	0	11828	7502	3981	1492	247	81	35	10	2	21786	204358968
nematode_0.006_8x_1.hist	162188765	9266301	1580759	613914	321005	199936	173921	85449	115325	58814	53677	52245	20057	31416	27349	11125	17646	23556	9369	9105	17198	11368	4925	7076	15120	10450	2358	758	6909	12477	3696	1097	1884	5652	2657	8678	3644	1986	396	21	6201	7080	3757	1408	233	2504	4136	1377	458	9463	205905004
nematode_0.006_2x_1.hist	163216825	9139457	1712525	633661	356343	223775	175574	86261	107231	54686	38198	43162	60008	33171	17164	5460	7325	9778	20586	29866	19371	6052	2621	1129	2412	7720	18373	12094	4030	2014	2664	5327	2882	331	12993	811	232	125	5176	11193	3730	1527	809	302	49	15	5	0	0	27079	206945869
nematode_0.006_4x_1.hist	162565402	9690366	1552281	621544	307428	194619	189410	97321	79164	90563	62950	31044	20300	33517	33271	10585	12079	16124	23381	12729	8255	2578	10282	19991	10785	5991	1351	434	7920	15380	4556	1352	540	61	18	15414	6695	3651	729	39	12	3	4750	11580	1929	642	286	94	214	13521	207243981
nematode_0.002_1x_1.hist	157465508	10582106	2219567	789293	432077	275958	160568	143432	201146	102583	49667	24493	14569	24055	29845	43187	42216	17589	2797	1671	3155	5165	24533	39605	2328	1292	290	92	29	13	5394	10787	40799	4705	1496	92	25	12	1	0	0	0	0	0	0	0	0	0	0	51471	207865574
