sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_4x_30.hist	histogram	genome-skim	3.98	104300379	0.51	6.18	0.0017	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.53	117328046	0.56	6.79	0.0239	150
moss_0.001_2x_17.hist	histogram	genome-skim	1.93	107310297	0.63	7.12	0.0236	150
moss_0.001_1x_17.hist	histogram	genome-skim	1.03	100314927	0.66	6.40	0.0222	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.97	104530929	0.50	6.37	0.0018	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.07	102726046	0.65	4.64	0.0014	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.64	113930794	0.63	5.06	0.0226	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.85	111845495	0.44	6.69	0.0019	150
moss_0.0_1x_17.hist	histogram	genome-skim	1.72	60349883	0.84	7.62	0.0267	150
moss_0.01_2x_17.hist	histogram	genome-skim	1.83	113580595	0.63	5.05	0.0225	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.84	112937829	0.45	6.02	0.0018	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.82	106048133	0.65	6.05	0.0291	150
moss_0.001_1x_30.hist	histogram	genome-skim	0.97	107217150	0.49	6.57	0.0028	150
moss_0.001_8x_30.hist	histogram	genome-skim	8.14	101920159	0.54	6.28	0.0017	150
moss_0.001_8x_17.hist	histogram	genome-skim	7.48	110862231	0.57	8.73	0.0310	150
moss_0.01_4x_30.hist	histogram	genome-skim	4.00	103584175	0.64	4.67	0.0014	150
moss_0.0_8x_17.hist	histogram	genome-skim	7.14	116201611	0.53	8.96	0.0312	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.96	105917794	0.61	4.80	0.0016	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.12	102091463	0.52	6.49	0.0018	150
moss_0.0_4x_17.hist	histogram	genome-skim	3.54	117143392	0.55	7.22	0.0241	150
moss_0.0_1x_30.hist	histogram	genome-skim	0.98	106118470	0.50	6.44	0.0029	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.88	117242068	0.66	5.28	0.0213	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.98	105970948	0.61	4.71	0.0023	150
moss_0.0_2x_17.hist	histogram	genome-skim	1.82	113611450	0.58	6.96	0.0237	150
