sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.76	110245421	0.53	7.27	0.0203	150
moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.06	102238197	0.51	6.50	0.0041	150
moss_0.0_1x_20.hist	histogram	genome-skim	1.04	99416209	0.57	6.81	0.0129	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.07	101873048	0.53	6.88	0.0078	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.97	105029950	0.62	4.78	0.0043	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.57	96772463	0.55	6.85	0.0080	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.07	101789894	0.51	6.71	0.0052	150
moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.08	99733894	0.66	5.26	0.0135	150
moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.94	92728871	0.72	5.13	0.0142	150
moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.30	96461127	0.54	7.45	0.0161	150
moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.00	103983888	0.58	7.13	0.0140	150
moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.06	102114746	0.64	4.82	0.0034	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.10	101058489	0.65	4.87	0.0067	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.75	65053045	0.83	10.45	0.0265	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.85	112284197	0.46	6.62	0.0049	150
moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.03	101068804	0.55	6.55	0.0047	150
moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.98	105311512	0.75	5.00	0.0172	150
moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.21	101000908	0.55	9.82	0.0298	150
moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.92	105702796	0.65	5.32	0.0187	150
moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.95	106217913	0.65	5.19	0.0183	150
moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.00	103827953	0.59	7.27	0.0198	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98480344	0.54	6.75	0.0052	150
moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	0.93	111320015	0.60	5.10	0.0040	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.07	101845690	0.65	4.94	0.0043	150
moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	1.88	110122354	0.46	6.86	0.0041	150
moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.96	108033068	0.65	4.96	0.0126	150
moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.93	107398313	0.56	6.85	0.0196	150
moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.50	87320361	0.61	7.64	0.0167	150
moss_0.01_2x_20.hist	histogram	genome-skim	2.00	103859994	0.64	5.04	0.0122	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.94	107039938	0.51	7.05	0.0136	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.99	104822124	0.66	4.79	0.0117	150
