sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.02_8x_1.hist	histogram	genome-skim	8.19	202814959	0.76	20.67	0.0039	150
club-moss_0.004_4x_1.hist	histogram	genome-skim	4.11	201927744	0.52	35.41	0.0046	150
club-moss_0.02_4x_1.hist	histogram	genome-skim	4.12	201596985	0.76	20.45	0.0038	150
club-moss_0.006_1x_1.hist	histogram	genome-skim	1.17	176761112	0.72	32.13	0.0044	150
club-moss_0.006_2x_1.hist	histogram	genome-skim	2.21	187729558	0.64	31.97	0.0043	150
club-moss_0.008_2x_1.hist	histogram	genome-skim	2.19	189883828	0.67	30.16	0.0042	150
club-moss_0.006_4x_1.hist	histogram	genome-skim	4.31	192582907	0.61	32.60	0.0045	150
club-moss_0.02_2x_1.hist	histogram	genome-skim	2.06	201676845	0.77	19.89	0.0038	150
club-moss_0.002_1x_1.hist	histogram	genome-skim	1.26	164759308	0.69	38.36	0.0045	150
club-moss_0.0_4x_1.hist	histogram	genome-skim	4.18	198781834	0.45	40.27	0.0050	150
club-moss_0.0_2x_1.hist	histogram	genome-skim	2.42	171821273	0.59	39.38	0.0046	150
club-moss_0.002_4x_1.hist	histogram	genome-skim	4.11	202065926	0.48	37.67	0.0048	150
club-moss_0.02_1x_1.hist	histogram	genome-skim	1.04	200061064	0.80	20.44	0.0040	150
club-moss_0.01_1x_1.hist	histogram	genome-skim	1.12	186102232	0.74	27.65	0.0043	150
club-moss_0.0_1x_1.hist	histogram	genome-skim	1.31	157947964	0.67	41.58	0.0046	150
club-moss_0.002_8x_1.hist	histogram	genome-skim	8.55	194211267	0.50	37.96	0.0053	150
club-moss_0.006_8x_1.hist	histogram	genome-skim	8.44	196920782	0.58	32.44	0.0048	150
club-moss_0.004_2x_1.hist	histogram	genome-skim	2.27	183085077	0.62	34.41	0.0044	150
club-moss_0.0_8x_1.hist	histogram	genome-skim	8.65	192050055	0.46	40.78	0.0058	150
club-moss_0.008_1x_1.hist	histogram	genome-skim	1.16	179429223	0.73	30.50	0.0044	150
club-moss_0.01_8x_1.hist	histogram	genome-skim	8.32	199556141	0.64	29.08	0.0044	150
club-moss_0.004_8x_1.hist	histogram	genome-skim	8.49	195763842	0.55	35.10	0.0050	150
club-moss_0.001_2x_1.hist	histogram	genome-skim	2.40	173008501	0.61	36.90	0.0046	150
club-moss_0.01_2x_1.hist	histogram	genome-skim	2.17	191095258	0.69	28.32	0.0041	150
club-moss_0.002_2x_1.hist	histogram	genome-skim	2.34	177160892	0.61	36.70	0.0045	150
club-moss_0.008_4x_1.hist	histogram	genome-skim	4.27	194466653	0.64	30.30	0.0044	150
club-moss_0.01_4x_1.hist	histogram	genome-skim	4.22	196754266	0.66	29.46	0.0042	150
club-moss_0.001_1x_1.hist	histogram	genome-skim	1.29	161467778	0.68	38.39	0.0046	150
club-moss_0.001_8x_1.hist	histogram	genome-skim	8.61	193032383	0.48	39.16	0.0056	150
club-moss_0.008_8x_1.hist	histogram	genome-skim	8.38	198302490	0.61	30.40	0.0046	150
club-moss_0.004_1x_1.hist	histogram	genome-skim	1.23	168193260	0.70	33.24	0.0046	150
club-moss_0.001_4x_1.hist	histogram	genome-skim	4.11	201905973	0.46	38.22	0.0049	150
