sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.008_8x_1.hist	histogram	genome-skim	8.30	99942654	0.64	5.29	0.0045	150
moss_0.01_8x_1.hist	histogram	genome-skim	8.27	100301536	0.66	4.74	0.0044	150
moss_0.004_1x_1.hist	histogram	genome-skim	0.98	105411765	0.54	5.92	0.0053	150
moss_0.002_4x_1.hist	histogram	genome-skim	4.08	101632923	0.54	6.36	0.0050	150
moss_0.006_1x_1.hist	histogram	genome-skim	0.95	109081860	0.55	5.49	0.0050	150
moss_0.004_4x_1.hist	histogram	genome-skim	4.07	101917329	0.57	5.72	0.0048	150
moss_0.0_2x_1.hist	histogram	genome-skim	1.89	109728297	0.46	6.55	0.0050	150
moss_0.004_8x_1.hist	histogram	genome-skim	8.35	99292007	0.59	5.86	0.0048	150
moss_0.001_4x_1.hist	histogram	genome-skim	4.07	101838184	0.53	6.44	0.0051	150
moss_0.02_4x_1.hist	histogram	genome-skim	4.05	102304609	0.74	3.34	0.0039	150
moss_0.004_2x_1.hist	histogram	genome-skim	1.89	109492190	0.52	5.84	0.0047	150
moss_0.008_1x_1.hist	histogram	genome-skim	0.96	107671046	0.59	5.43	0.0048	150
moss_0.006_4x_1.hist	histogram	genome-skim	4.08	101667687	0.60	5.53	0.0046	150
moss_0.0_4x_1.hist	histogram	genome-skim	4.07	101938874	0.51	6.61	0.0052	150
moss_0.002_2x_1.hist	histogram	genome-skim	1.83	113223961	0.47	6.43	0.0048	150
moss_0.008_2x_1.hist	histogram	genome-skim	1.95	106410615	0.59	5.02	0.0044	150
moss_0.02_1x_1.hist	histogram	genome-skim	1.02	101475398	0.76	3.54	0.0042	150
moss_0.001_2x_1.hist	histogram	genome-skim	1.87	110918321	0.47	6.44	0.0049	150
moss_0.006_2x_1.hist	histogram	genome-skim	1.93	107429542	0.56	5.62	0.0045	150
moss_0.001_1x_1.hist	histogram	genome-skim	0.96	108176416	0.51	6.45	0.0054	150
moss_0.002_8x_1.hist	histogram	genome-skim	8.38	98930897	0.57	6.26	0.0050	150
moss_0.01_4x_1.hist	histogram	genome-skim	4.08	101611873	0.65	4.77	0.0043	150
moss_0.02_8x_1.hist	histogram	genome-skim	8.19	101319464	0.75	3.43	0.0039	150
moss_0.0_1x_1.hist	histogram	genome-skim	0.95	108653069	0.49	6.79	0.0055	150
moss_0.02_2x_1.hist	histogram	genome-skim	1.99	104005043	0.73	3.37	0.0039	150
moss_0.0_8x_1.hist	histogram	genome-skim	8.42	98471239	0.54	6.73	0.0052	150
moss_0.006_8x_1.hist	histogram	genome-skim	8.33	99558679	0.62	5.49	0.0046	150
moss_0.01_2x_1.hist	histogram	genome-skim	1.97	105106295	0.62	4.70	0.0043	150
moss_0.001_8x_1.hist	histogram	genome-skim	8.41	98636076	0.55	6.54	0.0051	150
moss_0.01_1x_1.hist	histogram	genome-skim	0.92	112133239	0.60	4.88	0.0047	150
moss_0.008_4x_1.hist	histogram	genome-skim	4.07	101967337	0.62	5.22	0.0045	150
moss_0.002_1x_1.hist	histogram	genome-skim	0.98	105630404	0.52	6.38	0.0053	150
