sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_8x_1.hist	histogram	genome-skim	8.39	98828422	0.55	6.43	0.0051	150
moss_0.0_4x_1.hist	histogram	genome-skim	4.06	102062699	0.51	6.66	0.0052	150
moss_0.02_2x_1.hist	histogram	genome-skim	2.01	102964950	0.73	3.62	0.0039	150
moss_0.02_1x_1.hist	histogram	genome-skim	1.01	102284545	0.76	3.88	0.0042	150
moss_0.006_4x_1.hist	histogram	genome-skim	4.08	101737628	0.60	5.58	0.0046	150
moss_0.002_8x_1.hist	histogram	genome-skim	8.38	98916942	0.57	6.21	0.0050	150
moss_0.002_4x_1.hist	histogram	genome-skim	4.08	101667592	0.54	6.27	0.0050	150
moss_0.01_2x_1.hist	histogram	genome-skim	1.96	105792164	0.62	4.94	0.0042	150
moss_0.02_8x_1.hist	histogram	genome-skim	8.18	101379910	0.75	3.63	0.0039	150
moss_0.0_8x_1.hist	histogram	genome-skim	8.42	98551841	0.54	6.72	0.0052	150
moss_0.004_4x_1.hist	histogram	genome-skim	4.09	101310562	0.58	5.96	0.0048	150
moss_0.001_2x_1.hist	histogram	genome-skim	1.88	110253543	0.47	6.17	0.0050	150
moss_0.004_1x_1.hist	histogram	genome-skim	0.97	106604544	0.54	6.08	0.0052	150
moss_0.006_1x_1.hist	histogram	genome-skim	0.93	111138234	0.54	5.55	0.0049	150
moss_0.004_2x_1.hist	histogram	genome-skim	1.89	109474674	0.52	6.01	0.0047	150
moss_0.002_1x_1.hist	histogram	genome-skim	1.01	103005071	0.57	6.72	0.0053	150
moss_0.01_4x_1.hist	histogram	genome-skim	4.08	101615641	0.65	4.96	0.0043	150
moss_0.01_8x_1.hist	histogram	genome-skim	8.28	100120515	0.66	4.93	0.0044	150
moss_0.001_4x_1.hist	histogram	genome-skim	4.08	101740548	0.53	6.31	0.0051	150
moss_0.004_8x_1.hist	histogram	genome-skim	8.35	99328699	0.59	5.92	0.0048	150
moss_0.01_1x_1.hist	histogram	genome-skim	0.90	114955720	0.59	4.78	0.0046	150
moss_0.0_1x_1.hist	histogram	genome-skim	1.03	101008396	0.55	6.64	0.0055	150
moss_0.008_8x_1.hist	histogram	genome-skim	8.30	99976614	0.64	5.17	0.0045	150
moss_0.006_2x_1.hist	histogram	genome-skim	1.93	107245329	0.55	5.40	0.0046	150
moss_0.002_2x_1.hist	histogram	genome-skim	1.84	112763445	0.47	6.22	0.0049	150
moss_0.008_2x_1.hist	histogram	genome-skim	1.94	106910865	0.58	5.27	0.0044	150
moss_0.0_2x_1.hist	histogram	genome-skim	1.89	109561643	0.46	6.63	0.0051	150
moss_0.001_1x_1.hist	histogram	genome-skim	1.00	103963136	0.55	6.51	0.0054	150
moss_0.008_1x_1.hist	histogram	genome-skim	0.95	109616079	0.58	5.51	0.0049	150
moss_0.008_4x_1.hist	histogram	genome-skim	4.07	101925526	0.62	5.22	0.0045	150
moss_0.02_4x_1.hist	histogram	genome-skim	4.04	102544656	0.74	3.65	0.0039	150
moss_0.006_8x_1.hist	histogram	genome-skim	8.33	99583061	0.62	5.33	0.0046	150
