skmer_1-full-cov_lib	unclassified-seq_SRR25051166	coverage	8.702985973912444
skmer_1-full-cov_lib	unclassified-seq_SRR25051166	genome_length	822111188
skmer_1-full-cov_lib	unclassified-seq_SRR25051166	error_rate	0.00538544241201766
skmer_1-full-cov_lib	unclassified-seq_SRR25051166	read_length	148
skmer_1-full-cov_lib	unclassified-seq_SRR25051167	coverage	7.091035892339951
skmer_1-full-cov_lib	unclassified-seq_SRR25051167	genome_length	770044353
skmer_1-full-cov_lib	unclassified-seq_SRR25051167	error_rate	0.005759070203330885
skmer_1-full-cov_lib	unclassified-seq_SRR25051167	read_length	149
skmer_1-full-cov_lib	unclassified-seq_SRR25051168	coverage	3.390303627610116
skmer_1-full-cov_lib	unclassified-seq_SRR25051168	genome_length	833676524
skmer_1-full-cov_lib	unclassified-seq_SRR25051168	error_rate	0.004757289839259604
skmer_1-full-cov_lib	unclassified-seq_SRR25051168	read_length	146
skmer_1-full-cov_lib	unclassified-seq_SRR25051169	coverage	5.45688542311806
skmer_1-full-cov_lib	unclassified-seq_SRR25051169	genome_length	822837645
skmer_1-full-cov_lib	unclassified-seq_SRR25051169	error_rate	0.004565818541519717
skmer_1-full-cov_lib	unclassified-seq_SRR25051169	read_length	148
skmer_1-full-cov_lib	unclassified-seq_SRR25051170	coverage	3.2861385299615855
skmer_1-full-cov_lib	unclassified-seq_SRR25051170	genome_length	809731348
skmer_1-full-cov_lib	unclassified-seq_SRR25051170	error_rate	0.004603009187241214
skmer_1-full-cov_lib	unclassified-seq_SRR25051170	read_length	147
skmer_1-full-cov_lib	unclassified-seq_SRR25051171	coverage	2.2935471574037285
skmer_1-full-cov_lib	unclassified-seq_SRR25051171	genome_length	654306539
skmer_1-full-cov_lib	unclassified-seq_SRR25051171	error_rate	0.005790074232114306
skmer_1-full-cov_lib	unclassified-seq_SRR25051171	read_length	148
skmer_1-full-cov_lib	unclassified-seq_SRR25051172	coverage	3.1054494099298857
skmer_1-full-cov_lib	unclassified-seq_SRR25051172	genome_length	785854656
skmer_1-full-cov_lib	unclassified-seq_SRR25051172	error_rate	0.004365075142823693
skmer_1-full-cov_lib	unclassified-seq_SRR25051172	read_length	146
skmer_1-full-cov_lib	unclassified-seq_SRR25051173	coverage	5.6506247812072745
skmer_1-full-cov_lib	unclassified-seq_SRR25051173	genome_length	864500187
skmer_1-full-cov_lib	unclassified-seq_SRR25051173	error_rate	0.0048585138947073725
skmer_1-full-cov_lib	unclassified-seq_SRR25051173	read_length	147
skmer_1-full-cov_lib	unclassified-seq_SRR25051174	coverage	5.325344040016319
skmer_1-full-cov_lib	unclassified-seq_SRR25051174	genome_length	802576369
skmer_1-full-cov_lib	unclassified-seq_SRR25051174	error_rate	0.004619776935500863
skmer_1-full-cov_lib	unclassified-seq_SRR25051174	read_length	148
skmer_1-full-cov_lib	unclassified-seq_SRR25051175	coverage	3.833502662922917
skmer_1-full-cov_lib	unclassified-seq_SRR25051175	genome_length	837419261
skmer_1-full-cov_lib	unclassified-seq_SRR25051175	error_rate	0.004781982545775332
skmer_1-full-cov_lib	unclassified-seq_SRR25051175	read_length	148
skmer_1-full-cov_lib	unclassified-seq_SRR25051176	coverage	8.573698340026615
skmer_1-full-cov_lib	unclassified-seq_SRR25051176	genome_length	812048073
skmer_1-full-cov_lib	unclassified-seq_SRR25051176	error_rate	0.004208545084993798
skmer_1-full-cov_lib	unclassified-seq_SRR25051176	read_length	148
skmer_1-full-cov_lib	unclassified-seq_SRR25051177	coverage	5.260268322815706
skmer_1-full-cov_lib	unclassified-seq_SRR25051177	genome_length	1756340847
skmer_1-full-cov_lib	unclassified-seq_SRR25051177	error_rate	0.022412100072460084
skmer_1-full-cov_lib	unclassified-seq_SRR25051177	read_length	143
skmer_1-full-cov_lib	unclassified-seq_SRR25051178	coverage	13.924058692420347
skmer_1-full-cov_lib	unclassified-seq_SRR25051178	genome_length	729291119
skmer_1-full-cov_lib	unclassified-seq_SRR25051178	error_rate	0.004372024411351649
skmer_1-full-cov_lib	unclassified-seq_SRR25051178	read_length	149
skmer_1-full-cov_lib	unclassified-seq_SRR25051179	coverage	3.4832583597770546
