sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.12	185643574	0.74	27.34	0.0036	150
club-moss_0.001_4x_20.hist	histogram	genome-skim	4.23	196557424	0.49	41.80	0.0141	150
club-moss_0.001_1x_20.hist	histogram	genome-skim	1.19	173772566	0.66	38.26	0.0110	150
club-moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.30	180242440	0.74	30.10	0.0128	150
club-moss_0.01_4x_23.hist	histogram	genome-skim	4.30	193040345	0.67	27.66	0.0066	150
club-moss_0.0_1x_25.hist	histogram	genome-skim	1.30	160115111	0.66	38.34	0.0046	150
club-moss_0.01_2x_23.hist	histogram	genome-skim	2.20	188527120	0.71	28.63	0.0062	150
club-moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.99	184727232	0.69	29.72	0.0142	150
club-moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.63	157948504	0.65	42.05	0.0138	150
club-moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.16	191869638	0.69	28.32	0.0033	150
club-moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.15	200291564	0.67	29.59	0.0184	150
club-moss_0.001_8x_23.hist	histogram	genome-skim	8.73	190285943	0.49	40.40	0.0083	150
club-moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.10	197792555	0.50	40.80	0.0184	150
club-moss_0.001_8x_20.hist	histogram	genome-skim	9.25	179583300	0.52	43.01	0.0155	150
club-moss_0.001_4x_25.hist	histogram	genome-skim	4.13	201248147	0.46	38.97	0.0049	150
club-moss_0.001_2x_25.hist	histogram	genome-skim	2.38	174190135	0.60	36.79	0.0046	150
club-moss_0.0_8x_20.hist	histogram	genome-skim	9.47	175504563	0.52	43.97	0.0159	150
club-moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.35	176591840	0.59	37.15	0.0037	150
club-moss_0.01_1x_25.hist	histogram	genome-skim	1.12	184844933	0.74	27.42	0.0044	150
club-moss_0.01_1x_23.hist	histogram	genome-skim	1.12	185738236	0.75	27.76	0.0061	150
club-moss_0.0_4x_23.hist	histogram	genome-skim	4.29	193564844	0.47	41.59	0.0080	150
club-moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	9.20	180585507	0.69	38.99	0.0269	150
club-moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.73	121019871	0.76	66.40	0.0337	150
club-moss_0.001_2x_20.hist	histogram	genome-skim	2.41	172078952	0.62	39.19	0.0123	150
club-moss_0.0_1x_20.hist	histogram	genome-skim	1.25	166138463	0.67	38.44	0.0110	150
club-moss_0.0_4x_20.hist	histogram	genome-skim	4.36	190623772	0.49	42.22	0.0143	150
club-moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.60	180384922	0.53	42.28	0.0154	150
club-moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.60	180709818	0.50	43.70	0.0157	150
club-moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.25	201376772	0.64	28.13	0.0034	150
club-moss_0.01_8x_25.hist	histogram	genome-skim	8.32	199658995	0.64	28.25	0.0044	150
club-moss_0.01_4x_25.hist	histogram	genome-skim	4.22	196874772	0.66	27.90	0.0042	150
club-moss_0.0_2x_23.hist	histogram	genome-skim	2.49	166635569	0.61	40.11	0.0069	150
