sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
oyster_0.008_1x_1.hist	histogram	genome-skim	0.98	100406245	0.75	114.20	0.0042	150
oyster_0.006_4x_1.hist	histogram	genome-skim	4.07	96464819	0.72	121.18	0.0040	150
oyster_0.004_2x_1.hist	histogram	genome-skim	2.02	97261913	0.69	130.15	0.0041	150
oyster_0.01_4x_1.hist	histogram	genome-skim	4.06	96711311	0.76	107.26	0.0039	150
oyster_0.01_1x_1.hist	histogram	genome-skim	1.02	96297156	0.78	109.46	0.0041	150
oyster_0.004_4x_1.hist	histogram	genome-skim	4.08	96420632	0.70	129.55	0.0041	150
oyster_0.001_4x_1.hist	histogram	genome-skim	4.08	96427796	0.66	141.61	0.0043	150
oyster_0.002_4x_1.hist	histogram	genome-skim	4.08	96239686	0.68	137.25	0.0043	150
oyster_0.0_8x_1.hist	histogram	genome-skim	8.31	94600351	0.67	148.42	0.0045	150
oyster_0.002_2x_1.hist	histogram	genome-skim	2.01	97587484	0.66	135.84	0.0042	150
oyster_0.02_1x_1.hist	histogram	genome-skim	1.00	98513069	0.84	82.40	0.0038	150
oyster_0.002_8x_1.hist	histogram	genome-skim	8.29	94756836	0.69	137.96	0.0043	150
oyster_0.0_1x_1.hist	histogram	genome-skim	0.93	105947023	0.57	150.86	0.0048	150
oyster_0.006_8x_1.hist	histogram	genome-skim	8.22	95627811	0.73	120.89	0.0041	150
oyster_0.0_2x_1.hist	histogram	genome-skim	1.99	98517383	0.63	148.01	0.0043	150
oyster_0.02_4x_1.hist	histogram	genome-skim	4.04	97380678	0.83	78.61	0.0036	150
oyster_0.008_2x_1.hist	histogram	genome-skim	2.02	97205517	0.74	113.96	0.0040	150
oyster_0.004_1x_1.hist	histogram	genome-skim	1.01	97694877	0.72	131.15	0.0045	150
oyster_0.008_4x_1.hist	histogram	genome-skim	4.06	96844267	0.74	113.88	0.0039	150
oyster_0.001_1x_1.hist	histogram	genome-skim	0.95	102982627	0.64	143.42	0.0046	150
oyster_0.02_2x_1.hist	histogram	genome-skim	2.00	98124694	0.82	79.77	0.0036	150
oyster_0.0_4x_1.hist	histogram	genome-skim	4.10	95924936	0.65	148.19	0.0044	150
oyster_0.004_8x_1.hist	histogram	genome-skim	8.25	95316383	0.71	129.94	0.0042	150
oyster_0.008_8x_1.hist	histogram	genome-skim	8.20	95885685	0.75	114.18	0.0040	150
oyster_0.006_2x_1.hist	histogram	genome-skim	2.03	96981708	0.72	122.46	0.0040	150
oyster_0.001_2x_1.hist	histogram	genome-skim	2.01	97600647	0.65	141.87	0.0043	150
oyster_0.001_8x_1.hist	histogram	genome-skim	8.30	94715756	0.68	141.19	0.0044	150
oyster_0.01_8x_1.hist	histogram	genome-skim	8.19	96020786	0.77	107.75	0.0039	150
oyster_0.002_1x_1.hist	histogram	genome-skim	1.06	92412461	0.72	136.13	0.0047	150
oyster_0.01_2x_1.hist	histogram	genome-skim	2.01	97709044	0.75	108.03	0.0039	150
oyster_0.006_1x_1.hist	histogram	genome-skim	1.03	95212429	0.75	125.46	0.0044	150
oyster_0.02_8x_1.hist	histogram	genome-skim	8.12	96828718	0.84	77.75	0.0036	150
