sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_1x_20.hist	histogram	genome-skim	0.93	111871304	0.57	7.14	0.0128	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.10	101169030	0.65	4.87	0.0067	150
moss_0.0_1x_23.hist	histogram	genome-skim	1.02	101380234	0.53	6.81	0.0077	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.69	65349669	0.85	10.12	0.0261	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.41	98575968	0.54	6.76	0.0052	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.55	97032838	0.57	6.52	0.0078	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.97	106502299	0.63	4.73	0.0066	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.94	106841039	0.51	6.58	0.0134	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.09	101290460	0.53	6.45	0.0051	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.86	111679347	0.45	6.65	0.0050	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.06	102113804	0.51	6.60	0.0052	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.78	109746950	0.47	7.24	0.0143	150
moss_0.01_2x_23.hist	histogram	genome-skim	2.00	103864218	0.63	5.01	0.0066	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.87	119662807	0.57	4.55	0.0116	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.40	98706071	0.55	6.41	0.0051	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.28	100199212	0.66	4.84	0.0044	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.72	65209442	0.82	10.50	0.0265	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.62	96169299	0.69	4.98	0.0129	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.82	108510826	0.49	6.85	0.0141	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.05	102288301	0.51	6.94	0.0080	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.58	96619255	0.55	7.05	0.0079	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.99	105201977	0.56	6.64	0.0128	150
moss_0.0_1x_25.hist	histogram	genome-skim	1.00	103179132	0.54	7.02	0.0055	150
moss_0.01_2x_20.hist	histogram	genome-skim	2.00	103794049	0.64	4.86	0.0123	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.91	108726230	0.48	7.04	0.0074	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101236936	0.67	5.17	0.0127	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.94	106771123	0.48	6.47	0.0075	150
moss_0.001_1x_25.hist	histogram	genome-skim	0.94	109800502	0.50	6.48	0.0054	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.96	107855442	0.61	5.33	0.0047	150
moss_0.001_1x_23.hist	histogram	genome-skim	0.99	104449651	0.58	6.75	0.0074	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.97	105435345	0.51	6.93	0.0135	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.97	105218210	0.62	5.06	0.0043	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.05	102330509	0.52	6.58	0.0078	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.08	101710072	0.65	4.73	0.0043	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.41	98625010	0.67	4.78	0.0068	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.84	112488257	0.46	6.24	0.0050	150
moss_0.01_2x_17.hist	histogram	genome-skim	1.81	114265638	0.63	4.97	0.0224	150
moss_0.001_4x_30.hist	histogram	genome-skim	4.00	103642558	0.52	6.09	0.0017	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.96	105537929	0.62	4.71	0.0015	150
moss_0.001_8x_30.hist	histogram	genome-skim	8.13	102046364	0.54	6.22	0.0017	150
moss_0.01_4x_30.hist	histogram	genome-skim	4.01	103521339	0.64	4.61	0.0014	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.55	116723163	0.57	7.04	0.0239	150
