sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96505141	0.90	7.52	0.0172	150
rotifer_0.0_1x_20.hist	histogram	genome-skim	0.99	101584444	0.88	8.16	0.0105	150
rotifer_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.04	96811028	0.89	7.38	0.0032	150
rotifer_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.06	97460335	0.88	7.41	0.0115	150
rotifer_0.001_1x_23.hist	histogram	genome-skim	1.02	98854089	0.88	7.58	0.0056	150
rotifer_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	97974125	0.92	7.80	0.0167	150
rotifer_0.01_8x_20.hist	histogram	genome-skim	8.14	98653645	0.92	5.32	0.0106	150
rotifer_0.0_2x_25.hist	histogram	genome-skim	2.02	99374657	0.86	8.02	0.0036	150
rotifer_0.001_2x_23.hist	histogram	genome-skim	2.03	99158504	0.87	7.52	0.0056	150
rotifer_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.02	98584470	0.91	9.92	0.0112	150
rotifer_0.001_8x_23.hist	histogram	genome-skim	8.13	98806409	0.87	7.59	0.0056	150
rotifer_0.001_2x_25.hist	histogram	genome-skim	2.00	100382912	0.86	7.45	0.0035	150
rotifer_0.01_1x_20.hist	histogram	genome-skim	1.01	99788136	0.95	5.34	0.0104	150
rotifer_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.32	96575173	0.89	8.14	0.0118	150
rotifer_0.01_4x_25.hist	histogram	genome-skim	4.03	99795497	0.91	5.72	0.0034	150
rotifer_0.0_8x_20.hist	histogram	genome-skim	8.23	97656897	0.88	8.22	0.0110	150
rotifer_0.0_4x_23.hist	histogram	genome-skim	4.04	99489933	0.86	8.11	0.0056	150
rotifer_0.0_2x_20.hist	histogram	genome-skim	2.01	99834603	0.87	8.31	0.0108	150
rotifer_0.0_4x_25.hist	histogram	genome-skim	4.04	99538700	0.86	8.54	0.0036	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99858482	0.90	5.34	0.0027	150
rotifer_0.001_4x_25.hist	histogram	genome-skim	4.03	99573566	0.86	7.24	0.0036	150
rotifer_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96507510	0.89	8.08	0.0172	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.01	99614756	0.88	8.35	0.0031	150
rotifer_0.0_8x_23.hist	histogram	genome-skim	8.14	98680708	0.87	7.61	0.0056	150
rotifer_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.04	98624787	0.92	6.19	0.0111	150
rotifer_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.03	99056607	0.88	7.79	0.0167	150
