sample	unclassified-seq_SRR25051178	unclassified-seq_SRR25051187	unclassified-seq_SRR25051221	unclassified-seq_SRR25051245	unclassified-seq_SRR25051251	unclassified-seq_SRR25051259	unclassified-seq_SRR25051260	unclassified-seq_SRR25051261	unclassified-seq_SRR25051266	unclassified-seq_SRR25051272	unclassified-seq_SRR25051281	unclassified-seq_SRR25051282	unclassified-seq_SRR25051287	unclassified-seq_SRR25051288	unclassified-seq_SRR25051298	unclassified-seq_SRR25051301	unclassified-seq_SRR25051304	unclassified-seq_SRR25051313	unclassified-seq_SRR25051320	unclassified-seq_SRR25051336	unclassified-seq_SRR25051357	unclassified-seq_SRR25051358	unclassified-seq_SRR25051362	unclassified-seq_SRR25051366	unclassified-seq_SRR25051375	unclassified-seq_SRR25051376	unclassified-seq_SRR25051378	unclassified-seq_SRR25051384	unclassified-seq_SRR25051385	unclassified-seq_SRR25051386	unclassified-seq_SRR25051387	unclassified-seq_SRR25051388	unclassified-seq_SRR25051407	unclassified-seq_SRR25051408	unclassified-seq_SRR25051409	unclassified-seq_SRR25051413	unclassified-seq_SRR25051423	unclassified-seq_SRR25051428	unclassified-seq_SRR25051430	unclassified-seq_SRR25051443	unclassified-seq_SRR25051447	unclassified-seq_SRR25051506	unclassified-seq_SRR25051507	unclassified-seq_SRR25051517	unclassified-seq_SRR25051520	unclassified-seq_SRR25051522	unclassified-seq_SRR25051523	unclassified-seq_SRR25051524	unclassified-seq_SRR25051526	unclassified-seq_SRR25051527	unclassified-seq_SRR25051528	unclassified-seq_SRR25051531	unclassified-seq_SRR25051536	unclassified-seq_SRR25051538	unclassified-seq_SRR25051543	unclassified-seq_SRR25051544	unclassified-seq_SRR25051545	unclassified-seq_SRR25051546	unclassified-seq_SRR25051548	unclassified-seq_SRR25051559	unclassified-seq_SRR25051571	unclassified-seq_SRR25051576	unclassified-seq_SRR25051577	unclassified-seq_SRR25051586	unclassified-seq_SRR25051587	unclassified-seq_SRR25051588	unclassified-seq_SRR25051589	unclassified-seq_SRR25051590	unclassified-seq_SRR25051597	unclassified-seq_SRR25051598	unclassified-seq_SRR25051612	unclassified-seq_SRR25051619	unclassified-seq_SRR25051636	unclassified-seq_SRR25051641	unclassified-seq_SRR25051648	unclassified-seq_SRR25051668	unclassified-seq_SRR25051674	unclassified-seq_SRR25051676	unclassified-seq_SRR25051680	unclassified-seq_SRR25051686	unclassified-seq_SRR25051690	unclassified-seq_SRR25051691	unclassified-seq_SRR25051701	unclassified-seq_SRR25051705	unclassified-seq_SRR25051709	unclassified-seq_SRR25051715	unclassified-seq_SRR25051716	unclassified-seq_SRR25051717	unclassified-seq_SRR25051721	unclassified-seq_SRR25051723	unclassified-seq_SRR25051742	unclassified-seq_SRR25051756	unclassified-seq_SRR25051767	unclassified-seq_SRR25051771	unclassified-seq_SRR25051772	unclassified-seq_SRR25051781	unclassified-seq_SRR25051782	unclassified-seq_SRR25051788	unclassified-seq_SRR25051789	unclassified-seq_SRR25051793	unclassified-seq_SRR25051794	unclassified-seq_SRR25051800	unclassified-seq_SRR25051803	unclassified-seq_SRR25051805	unclassified-seq_SRR25051806	unclassified-seq_SRR25051811	unclassified-seq_SRR25051831	unclassified-seq_SRR25051833
unclassified-seq_SRR25051178	0.0	0.0019156072672182746	0.008423483341879473	0.002441592959125798	0.0021667915306282093	0.003471414834013898	0.002073594233089741	0.0023518220180146093	0.002431766185130157	0.00263655413622346	0.0022489425254804876	0.002187425017401735	0.0023297452033944955	0.002324703724171167	0.0020069866624724906	0.002341711867995584	0.002471396890204724	0.002925271036256091	0.0020876150876615227	0.002433398331761104	0.0029715125553048997	0.008529541261811739	0.002700069641605152	0.002281468938979868	0.0020924428783461076	0.002829931416843567	0.0026470735133275187	0.0030448238671663443	0.0022466091898784945	0.0031203959811468354	0.0026052038564724042	0.0021493803271035628	0.002088349786640784	0.0020948095234802422	0.00359866024677697	0.002232887224639593	0.0019462557239628062	0.0025363961376329656	0.0024562952740587694	0.0018037318317647186	0.0018944675285707659	0.002125931663950402	0.002382120424092506	0.0021368596276042967	0.0023586001655792454	0.0023374440735784473	0.002377871037898326	0.0024971384166183313	0.0021944085406314247	0.002377407185684187	0.002963076786245827	0.002446297737504051	0.0031024624110196192	0.002589759898918998	0.002072457424948747	0.0018592581231043747	0.002366157219691171	0.00309460874573988	0.002047344809141003	0.002649421734607532	0.0022204044632070435	0.0023968357348303814	0.0025672092410162686	0.002121947456885102	0.0020811929197371115	0.002841405346651325	0.0031702089417460317	0.0029413742226626276	0.0019255126457529705	0.002344619391163549	0.0026285774027417046	0.002998685274819256	0.00198592665273207	0.0019372410925792439	0.002295789665362678	0.0019750417273215882	0.0034041176453562002	0.002073858653695711	0.001999426563206743	0.0024235031019166557	0.0032553423777276513	0.0025417312686729144	0.0023487551906846604	0.0017716143075278152	0.0022581676412413583	0.0021154689718193087	0.0018144176711245915	0.0022561645797827094	0.002312974210110848	0.002046540787660669	0.004647478721640261	0.002985352861958349	0.0020508421645316025	0.0018173131733830758	0.002298883100576783	0.0021340080704159536	0.0018589532605826616	0.0022905506186818555	0.0023806319382809133	0.003360104750313249	0.0026616410836184093	0.0036383006488856333	0.002030665087647342	0.0022433682164056615	0.0031439679721765867	0.0034529494967930675	0.0019215445571670235	0.0020386831150621563
unclassified-seq_SRR25051187	0.0018133827140764088	0.0	0.008335557847067018	0.0025150902558909657	0.0020860564278291534	0.00333055193009166	0.0019576362584839218	0.0022632399233667175	0.0023962291846221385	0.0023224318572482978	0.00210448270353044	0.0021458286970341763	0.002299551846645919	0.002102077607470619	0.00210315252943445	0.0022834572712943915	0.0021714887492274597	0.0028607484259855136	0.00221295528465299	0.0023969679422667276	0.0028626483936941803	0.008108197010268622	0.002932063631143652	0.002226063541242649	0.001924791252956369	0.002897026276505974	0.0025914912211128767	0.0030259310574458904	0.00230053882988021	0.0031956802016891122	0.0025905516350150826	0.002342837064465054	0.0019514875962577162	0.0022479252616568477	0.0035225291394219357	0.0022476628951112977	0.0021258461708593313	0.0024530315145646084	0.002487899075671089	0.0019537181296019643	0.0020518750796227427	0.002023560264288594	0.002411925291342782	0.0020849128397911914	0.002482881446225933	0.0022795648200939727	0.0022978453476500786	0.002355867585016448	0.0022129430910892965	0.0024776747399431025	0.0030487761206197898	0.0023027721580848736	0.0029884118803336548	0.002564633999888359	0.0020600327383582103	0.0019857999109515194	0.002134309459033733	0.0029806619840193685	0.002338036332925674	0.0024401304971887233	0.00241338078631053	0.0022378095786768836	0.002695129300966268	0.0022705309177380897	0.0022044781756857517	0.0027941977658903112	0.0029964070595940914	0.0028976054045732834	0.0019208566963477601	0.0024515976316519155	0.002459754667995389	0.0028502677008846833	0.0018925423366153366	0.002066478896611613	0.0022742515896576852	0.0017887935989190401	0.003219787278096268	0.0020705834445448575	0.002152251055850441	0.0021634909116577897	0.0027022818655155333	0.002351338153298846	0.0021608072484296764	0.0018164430506865683	0.002412174127889826	0.002039967943716648	0.001830443305028712	0.0023140803537535504	0.0023395206877300824	0.0019354419782177923	0.004430845640570047	0.00298358441061658	0.0021064578559777153	0.001962116691267483	0.002337979045037363	0.0021377893605745266	0.0020529382301307103	0.00233551665550564	0.0022971345667916676	0.0031420474533580614	0.002579672367060538	0.003664271581641012	0.0019793158896080315	0.002376126674533951	0.0030146308217615238	0.003147089584027598	0.002069362162382134	0.0018595650856089957
unclassified-seq_SRR25051221	0.011234041776027444	0.010942743362464117	0.0	0.011429509608675037	0.011151954733086498	0.010228601396508446	0.011087254655880624	0.011187483120494654	0.01100421296091747	0.011016943814393028	0.011151105091047369	0.010979175178995569	0.011122263064834794	0.011104394216841505	0.010980622878051743	0.010918970676709073	0.01117716834862503	0.011074576374810605	0.011164896024408092	0.010978032290676487	0.011325772066925591	0.016264024604817743	0.010719241831480208	0.010996167264107628	0.011209966123800753	0.011058506093120198	0.011157253668569187	0.010854378369745978	0.011052102760691138	0.011224463739344579	0.01097298705964597	0.01076838988797318	0.011035977776860358	0.011047083659883062	0.009818908224890432	0.011019534311890941	0.011116885358710433	0.011270356753362762	0.010996719264338083	0.011220116765409896	0.011068062670057673	0.011307449219891139	0.01055901234518858	0.011001655935866191	0.011018393745048104	0.011142976526395464	0.011113009186491737	0.011211542551515193	0.010867326728442869	0.01107010310883825	0.011034352249480281	0.01089905487485663	0.01069629817094216	0.01083341954327717	0.011266845354426316	0.010850879170271539	0.011081595573609496	0.010682374508026922	0.010865335013953006	0.010772433644608677	0.0107859285249736	0.011121033512680189	0.011021955056304539	0.011004653037596481	0.010746085084690599	0.007663534669667721	0.009741581029499237	0.008289919818367674	0.011066982896613732	0.010997076632562905	0.010753389524273656	0.01093712574448735	0.010754474325432509	0.01079888612375397	0.011434959774148037	0.011166495546051123	0.012372764670866237	0.010941844757057272	0.01105807928778813	0.011083769878652743	0.01119078080781108	0.010954446722353605	0.010878290514386452	0.010815096385563548	0.011051563361318672	0.010865798779029892	0.010835951841193535	0.011029041400244917	0.011334456165475357	0.01101612241101339	0.012700126304071161	0.0107448695779126	0.011005801026517402	0.01103127151422796	0.011390839207006866	0.011068619239009253	0.010651390121715086	0.010726103814873857	0.011398276654317944	0.010519681638988608	0.010924091264388976	0.011162821510492409	0.01082005788501424	0.010860902209607963	0.010062952167502724	0.010827837003478023	0.010954792973824092	0.010818114410333582
unclassified-seq_SRR25051245	0.003056118944133844	0.0031500741659391974	0.009571501174114842	0.0	0.003076062890664589	0.003613313657933364	0.0033626267726880633	0.0031932496990821047	0.0033839042052661076	0.003320142679591652	0.0033197007837123763	0.0031357063669947747	0.0033193803489041155	0.0032843963125964958	0.003130133381917908	0.0032945921467325413	0.003245357101341962	0.0036902379136708415	0.003448042123639928	0.0031309558421084823	0.003896762620701078	0.00911372416469878	0.0038258700386132674	0.003247166851857762	0.002997850672689911	0.003692430908478368	0.0034682123242986305	0.00361020335713341	0.003324712015585235	0.004047059642476133	0.003550422482013526	0.003153614605358251	0.003090752175914725	0.0031991627068972024	0.0037645858668447275	0.0031844548981171997	0.003006139704796286	0.00334354904723994	0.003307934520566003	0.00311910473121409	0.003268919643146338	0.003101401575312604	0.003250718046282553	0.0032673797568869845	0.003114361482224063	0.003241745585182218	0.0034957251995438427	0.003249876713450811	0.003166499544871758	0.0034589099278039374	0.0036762128371754547	0.003231248549238855	0.0037891369662738273	0.0033657445704484137	0.003153672494604003	0.002907088241984103	0.0030213829658800187	0.0036761951751699555	0.003139146760028582	0.0034100838031492584	0.0032616539337086315	0.0033378321549959004	0.0031863115691758517	0.00333899035738552	0.0031596842940015057	0.002812048004687235	0.003486673281100745	0.0029969764359162863	0.0031577840702908602	0.003410383092289319	0.0034526106258685758	0.0037197802658531084	0.002953911759440327	0.0030702414969039317	0.003225171011540763	0.002904958451763507	0.004363326087787968	0.0032498574098780097	0.0031134892877902175	0.0033719757762393126	0.0037218781894274955	0.003348129662798932	0.003260486259335888	0.003130760016010797	0.0030097836861480544	0.003137829159283798	0.0028785625713606006	0.003376851859005055	0.0034267930484454838	0.0032467276755957864	0.005343460090761073	0.0036773585024086016	0.0031748795770385994	0.0030104412365494072	0.003232624836676908	0.0032272394895847866	0.002991170924899657	0.0032352451814564253	0.0032068007180645324	0.0036499551259513187	0.003590271702228818	0.0041241858179595	0.002924224734601265	0.0031463920094310324	0.0035687241721577725	0.0038810121872979186	0.0030858246899237874	0.003081389278454642
unclassified-seq_SRR25051251	0.002028653893924617	0.0020281856349123467	0.00865267609614316	0.0024181537478530704	0.0	0.0031382451779302474	0.002318709961869511	0.0023580951943071643	0.0022028174369020776	0.0021686606398131202	0.0020890189120879	0.002233771895574944	0.002407820319215849	0.0022956148815134357	0.0021480052415325792	0.0023219326696173217	0.002255042463497582	0.0027768240838601157	0.002334594852883469	0.002118492167741796	0.003044185428313391	0.008043335802539384	0.0028529347569302794	0.0020922690270726756	0.0021202813458433105	0.0026902229177523784	0.0026491954738752338	0.002642867739208245	0.0021754090985706205	0.0030357250472810224	0.002709867974659949	0.0024396681086117553	0.00209477356313258	0.0023768829104526237	0.003285646532293527	0.0021468276263689103	0.0021537230750304404	0.002415510418288895	0.0023863048789493743	0.002151915394873576	0.0021047724703330026	0.002239072287234158	0.002386603936414557	0.002273043810182386	0.0024142123916874145	0.0022836685685741955	0.002347600946203346	0.002378935261844375	0.00215369967143235	0.002392656326935334	0.0030472225943031736	0.0024964799552947415	0.0030729921252129876	0.00246791183765955	0.0022291854060489556	0.002091487647998285	0.0024494652032604715	0.0028273231476941604	0.002372935491761915	0.0026467788362387725	0.0022267281323421905	0.002263358377300915	0.0028645043277530915	0.002372349492719089	0.002110063175387414	0.002508366833692368	0.0030003368161554507	0.002761396596925592	0.0020452024570932516	0.0027243006858388113	0.0023397824705401154	0.002742576264155824	0.001990680247926937	0.0022233495940719226	0.0021510551934250874	0.0019910103533615432	0.003276050252946521	0.002215853574580368	0.002261619337011018	0.002342756150895449	0.002975004149099605	0.002462556940605221	0.0023645012222949144	0.001997876862965687	0.0023396199730792593	0.0021697523711145888	0.002027886101279516	0.002330644328454374	0.002553227834118726	0.002329908046796565	0.004310309687796434	0.0029533068761289434	0.002191027649889128	0.0022498791193157107	0.002279024009534459	0.0023328859399828145	0.0021203883485577347	0.002078174914091443	0.002429546503476844	0.002767937590118283	0.0025837862153087893	0.0035729257840530436	0.001856402228900875	0.002604170367926845	0.0026898417404631783	0.0031982576174092907	0.002214606075948205	0.001870657812983273
unclassified-seq_SRR25051259	0.003195028487332591	0.0031371685499719756	0.009137975680376534	0.0032344613124951588	0.0030935938234979633	0.0	0.003205583310529084	0.003250817158909722	0.00334447219110735	0.0032300417611687776	0.0029856924204658764	0.003162532779228219	0.0032214538130909136	0.003158664893584401	0.0033568685131262774	0.0034487620865074286	0.003197131178002666	0.0037338949365620993	0.003192236326645097	0.003136413282037132	0.0038865558929071175	0.00872558055951248	0.003665423537150497	0.0031429012757703467	0.0030627420219917646	0.0037934808447055565	0.0036507332542149618	0.0037668591453366438	0.003588766493452503	0.004064312664347115	0.0034438174419406586	0.003337748219781896	0.0030862538745426975	0.003236556142387206	0.003747437211156857	0.0032106518742218916	0.00321482776792685	0.0034620736350259268	0.003369631003973089	0.0032705229760886163	0.003232543677407952	0.003186333250189899	0.0033613063333818934	0.003366394686728746	0.003052508289772142	0.003527613563817155	0.0034905526377957672	0.003552204906010426	0.0032241539040011157	0.003299744839826698	0.0037008511188342005	0.0033987160905666752	0.003771680774683599	0.0034434930473272013	0.003370439381138197	0.003128726831672957	0.0032683111112890998	0.003775152960050435	0.003325305693564059	0.003473799070955543	0.0032833305675300023	0.003318881762530451	0.003527406838312301	0.0033211000634529825	0.0030301996385603343	0.0028517899945711147	0.0034858819657772344	0.0032287284209124674	0.0030659566051069245	0.0033871773332118855	0.0033354712918297704	0.003433507204342718	0.002993238645031347	0.0030877516355600474	0.0032953443194165687	0.0030165146981661873	0.0045113022578498994	0.003087646201771724	0.0032884674261181917	0.003077409708090086	0.003722765090699595	0.0032643514027350306	0.0032018814974896586	0.003194581061853906	0.003387001043765355	0.003182142481746768	0.0030460675612962785	0.003272213108245464	0.0034183814811273605	0.003219601216552385	0.004859977674170437	0.003653956141327586	0.0030812369971796446	0.0032252060367012445	0.0033258116368661815	0.0032638589404154227	0.0031305687804344304	0.0030495159081850845	0.0031003620526305806	0.0036313565281387602	0.0034853569269844603	0.004082703093923989	0.0030913625604314736	0.0031912430719188427	0.0035296476115857863	0.0038144015332410492	0.0031563182980581563	0.0031379000269866984
unclassified-seq_SRR25051260	0.001802809794113854	0.001778838602723377	0.008264365509722652	0.002524477639051134	0.0021882769728451246	0.003190839306927349	0.0	0.0022505281494079213	0.0023961314581580633	0.0023105402195237614	0.0019710888230920535	0.0023308904345375483	0.002160595482466236	0.0020928802692899056	0.0021445737314435983	0.0020730473830080157	0.002089457500685454	0.0028248430432389754	0.0023228972309800623	0.002172405555195782	0.0029906886621452688	0.007968644352042352	0.0028076396511392803	0.002145790404128017	0.001968077978591188	0.002747104885824457	0.0027164463202963233	0.0029107000214255367	0.002463899075389459	0.0032871734634529865	0.0026286701837775306	0.002359500335559509	0.002194527831735443	0.002302640985273811	0.003563930323222877	0.0020082482399062527	0.001966405391629839	0.002591392413463136	0.00237626102658684	0.0021891806584060764	0.0022139615398762487	0.0021197763689635705	0.0022695206448686738	0.002261412141855056	0.0021135760265543193	0.0023545402270723536	0.0023431892441585847	0.0023914296953347286	0.00231340548228928	0.0023261802798511364	0.0029267723754934356	0.0023791293952162957	0.00299144144573574	0.0023494821916097844	0.0021865082180213976	0.001915156204083533	0.002302236658235287	0.003001053206415646	0.002305237108453328	0.002442392038320999	0.002203780703750399	0.0022536130702943986	0.0026752890672265017	0.0022850456826721114	0.0020783500705747666	0.0027010196975945696	0.003218242642044801	0.002858246124821433	0.002146393704553897	0.002517531085351359	0.0025165926068239576	0.002734706059362853	0.0016379905058185409	0.002114448242539412	0.0022604335921810057	0.0018932312140059252	0.003177803874954862	0.002310960198367785	0.001966703308722349	0.0022034717933022787	0.0030522593225429215	0.002265559713599285	0.002442971051727111	0.002045863582368566	0.002196637317082466	0.0019784526458210003	0.0020075967135901483	0.0022994749081596062	0.00223958792309693	0.0022276601424856897	0.004375114217801646	0.0029512611669437394	0.002100861344068765	0.002229190449411948	0.0020332949680231544	0.002068537932720742	0.002122820978989997	0.0023170630258327503	0.002348609904988103	0.002962183557977911	0.0026248001861480645	0.003694414480583641	0.0019461536302957316	0.0023973764073194526	0.0030721071172517826	0.003302410782877915	0.0017603993136698316	0.002265439179075433
unclassified-seq_SRR25051261	0.0020999524767152298	0.002090631084488067	0.008513372896068171	0.0023893993142782705	0.002234747266167721	0.003196723135640761	0.0022622895604643796	0.0	0.0024509074380446327	0.0021791273319756773	0.002029162331277868	0.002200551415404748	0.0021883179505358522	0.0021677623313500565	0.0023430988613054146	0.002340928044618387	0.002418990637051033	0.003017699609488821	0.0021986640449354897	0.0020466028683329214	0.0028236537670335714	0.007962519747470092	0.0028161844029276125	0.0020511641576073576	0.002239197370528099	0.0028173256990896723	0.0028148786155990924	0.003034722883545297	0.002504086493819041	0.003305647402623722	0.002739107950622199	0.002250507002216178	0.0023237700998705014	0.0022280860692926808	0.0030509710386798367	0.0022054342712456267	0.0020948788038819724	0.0022898416541436407	0.0022446796570792706	0.0020911815946604065	0.0023222826415718696	0.0019091085793391438	0.002249053231891081	0.0023745612888877742	0.002232457209525388	0.002385627183781863	0.002427728130934013	0.0025495911044984376	0.0022292067915564103	0.0027530160128164676	0.0030356444413495377	0.0023438335231357934	0.0029314783751850167	0.00257452763248233	0.0023494256502182196	0.002153215912250847	0.002178676073574822	0.0029816202982771785	0.002211130387926105	0.0026319226238988116	0.002344735633278467	0.0023424306454872135	0.002540257463677837	0.002222434770644377	0.002003013841763345	0.0024872572151142572	0.002874596427306795	0.0026890225871567947	0.0020257903874994422	0.0024779956128618765	0.0025505587007213443	0.002742079974639999	0.002130184621575628	0.002298243758089974	0.002516945816808174	0.002314528002472608	0.0035579077573100436	0.0022982709430317857	0.002334277409759103	0.0023806643240862992	0.003002292345268789	0.0024193346758997394	0.0023521422298613923	0.0021893251154008865	0.0021807564376966795	0.002161309283724242	0.0020044596191236426	0.0022409935730611846	0.0025093469124815937	0.002111789093514686	0.004092390829963597	0.002928848762229519	0.0020768336005616383	0.0021946796929088745	0.002184790387329934	0.002077209857551209	0.0020566680274138865	0.0020907622353222586	0.0020879695919940773	0.002835514462029059	0.002599410764699207	0.003263717896812121	0.001998978696431526	0.0022997601844719122	0.002878321744848909	0.0031417521212016458	0.0019764708549640042	0.0023461405735399252
unclassified-seq_SRR25051266	0.002354477015597836	0.0023850810652017024	0.00874544489200384	0.0028142847142661243	0.0022515251979400583	0.0033704822342797225	0.0025809844582220993	0.002628613979722753	0.0	0.0025318323932305258	0.0022149879516430468	0.0021853462021957054	0.0025992192490349457	0.0024707178349452448	0.002458484272875624	0.002406047230267737	0.002611639679218728	0.003125974371157221	0.0024765528759795184	0.0027271948039030484	0.0031162058062942674	0.008186314944415811	0.0030683339692069555	0.0024986382160446232	0.0020331853020811815	0.002927496292469082	0.002763293475821611	0.003016691353260476	0.002738335453906757	0.003373269454561218	0.0029197569296121064	0.002602838620238546	0.0024087986167805604	0.0025146406080906415	0.003335976926172325	0.0025003015761374827	0.002456152694101999	0.0027444442325736777	0.0026631803022673177	0.002277876036920455	0.002361818384359868	0.002414590646396113	0.00248780751140311	0.0023843126611432265	0.0024462930294867615	0.0025610709024877828	0.0024829741342763676	0.00258739398010648	0.0025414587840998266	0.0025883899111067885	0.0031186109895068492	0.0025820283326700518	0.0030246341997348593	0.002740054513219796	0.0026272782234835887	0.0024671006665342977	0.0024120674121758945	0.002953892950160654	0.0024735046783792495	0.0026048965194432365	0.0024508987181429856	0.002609393907433536	0.002989840153713437	0.002690871129588778	0.0024399545528032023	0.0025960909491572117	0.0030047872673423346	0.002906509693934701	0.0023662906229536913	0.00268764785933952	0.002673730696025153	0.0029428601613130483	0.0021175028958448586	0.0023914242744347692	0.0024155708574088632	0.0022025761241740347	0.0037166391041119494	0.0026239493326473498	0.0023053606119985063	0.002463836213311268	0.0031868103032670187	0.0026276904558529854	0.002476605666685155	0.0023675006776301393	0.002633998802212592	0.0024637642147938726	0.002369586280778685	0.0025371870046375744	0.0027031873242015572	0.002477418185976119	0.004319188020667531	0.00299746845494956	0.002349526061850504	0.0023480851615166097	0.0024743124788581495	0.0025262131462102	0.002276807505990268	0.0023392819599007304	0.0025297830473070913	0.003092677169654169	0.0027100436871432933	0.003496398071891824	0.0023109610756964208	0.002539821920992558	0.002935412817828925	0.0035307108396392495	0.002272657294689152	0.002266090158016773
unclassified-seq_SRR25051272	0.002571446079596813	0.002309402226684769	0.009026601987909895	0.002822858167827384	0.002231462228892101	0.003231691684523504	0.0025045226060292415	0.0023742733858246813	0.0025557066573002126	0.0	0.0022092909763589473	0.002153633469638265	0.002440764391566636	0.0024270116529964544	0.0024169090267982525	0.0023850173224776545	0.0026309069418962937	0.0030644734442429114	0.0028129222476015662	0.0024872327550248346	0.0030730471589889416	0.007835112272164609	0.002991828726873875	0.002230794710088201	0.0022690615053353783	0.002771829212776881	0.002664281736135682	0.002946900190615359	0.002376484066539316	0.0031064526241843934	0.002620032546721122	0.002599421545501068	0.0023516006572480716	0.002544463506793692	0.003249268623714838	0.002355810233009599	0.002504544334543713	0.0025548767038514474	0.00272540899521114	0.0023025808189730524	0.002605090464066954	0.002362920393651064	0.002484882231779995	0.0026605794143360196	0.0023126420143935473	0.002569473574602535	0.002761640619542028	0.0027833405611095547	0.00255927965187285	0.0026041293825900045	0.0031391138750872234	0.0025607774695544762	0.00291551951131042	0.0026220537685939798	0.0026316190881340413	0.002428554118856411	0.002553948921096274	0.0030649063722380785	0.002580594319762638	0.002633684705039252	0.0024553999308320937	0.002550737637274897	0.0028564536945637972	0.0026876590797990985	0.002596852367246842	0.0024254252396194212	0.0030132273313422	0.0026854805719438543	0.0023912236916467265	0.0029198914446721437	0.0025444920522545143	0.0026712085317774125	0.0021772710656845643	0.002308756471105665	0.0023033153911282854	0.002388246273601813	0.0035247601006213884	0.0023804978887806663	0.002395393019380112	0.0023012633733796436	0.0028162466944339666	0.0025055904483249395	0.002594496217570139	0.002334660124230068	0.0026463410877112675	0.0025353289425241437	0.0022377862727734053	0.0025038901074315324	0.0027562297289376596	0.0025280039036429803	0.004115464605734386	0.003093908625437788	0.0024962002642911108	0.0023870820687970605	0.002353077335885092	0.0026538320378037775	0.0023522339646174437	0.0024184617167155456	0.0026770266440305796	0.0029651540980482173	0.002730234798759197	0.0033131036916349446	0.002364911781752483	0.0026595951446385857	0.0029465031581397093	0.0031779445026273835	0.0024432862062664248	0.0023204071404374234
