sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.001_2x_17.hist	histogram	genome-skim	1.98	101510969	0.89	8.22	0.0208	150
rotifer_0.001_8x_17.hist	histogram	genome-skim	9.23	87083501	1.00	8.98	0.0247	150
rotifer_0.0_4x_30.hist	histogram	genome-skim	4.01	100259913	0.85	7.23	0.0012	150
rotifer_0.01_4x_17.hist	histogram	genome-skim	3.96	101438332	0.93	6.04	0.0204	150
rotifer_0.001_4x_17.hist	histogram	genome-skim	3.97	101183087	0.89	7.99	0.0207	150
rotifer_0.01_2x_30.hist	histogram	genome-skim	2.00	100479956	0.90	5.97	0.0011	150
rotifer_0.01_8x_17.hist	histogram	genome-skim	9.00	89299403	1.00	6.96	0.0238	150
rotifer_0.001_1x_17.hist	histogram	genome-skim	0.51	195747254	0.51	7.50	0.0190	150
rotifer_0.01_8x_30.hist	histogram	genome-skim	8.01	100268738	0.90	5.82	0.0011	150
rotifer_0.0_2x_17.hist	histogram	genome-skim	1.98	101564981	0.88	8.59	0.0209	150
rotifer_0.0_8x_17.hist	histogram	genome-skim	9.28	86593125	0.99	9.19	0.0248	150
rotifer_0.01_1x_17.hist	histogram	genome-skim	0.92	108897003	0.92	5.31	0.0200	150
rotifer_0.0_1x_30.hist	histogram	genome-skim	0.99	101607768	0.86	7.73	0.0017	150
rotifer_0.001_1x_30.hist	histogram	genome-skim	1.01	99022635	0.88	8.23	0.0016	150
rotifer_0.001_2x_30.hist	histogram	genome-skim	2.01	100136996	0.86	7.27	0.0012	150
rotifer_0.01_1x_30.hist	histogram	genome-skim	1.02	98777599	0.92	5.56	0.0016	150
rotifer_0.0_2x_30.hist	histogram	genome-skim	2.01	99688658	0.85	7.21	0.0013	150
rotifer_0.0_8x_30.hist	histogram	genome-skim	8.02	100149964	0.85	7.50	0.0012	150
rotifer_0.0_1x_17.hist	histogram	genome-skim	1.01	99350296	0.93	8.03	0.0211	150
rotifer_0.01_2x_17.hist	histogram	genome-skim	1.96	102459247	0.92	5.67	0.0204	150
rotifer_0.0_4x_17.hist	histogram	genome-skim	3.97	101109816	0.89	8.32	0.0208	150
rotifer_0.01_4x_30.hist	histogram	genome-skim	4.00	100391340	0.90	5.76	0.0011	150
rotifer_0.001_8x_30.hist	histogram	genome-skim	8.02	100154144	0.86	7.47	0.0012	150
rotifer_0.001_4x_30.hist	histogram	genome-skim	4.01	100117347	0.86	7.89	0.0012	150
