sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
nematode_0.02_2x_1.hist	histogram	genome-skim	2.02	207789740	0.88	14.16	0.0035	150
nematode_0.004_1x_1.hist	histogram	genome-skim	1.01	208877716	0.79	23.62	0.0040	150
nematode_0.006_2x_1.hist	histogram	genome-skim	2.04	206488534	0.79	21.96	0.0038	150
nematode_0.002_1x_1.hist	histogram	genome-skim	1.02	206288213	0.78	25.00	0.0040	150
nematode_0.004_2x_1.hist	histogram	genome-skim	2.04	205810042	0.77	23.21	0.0038	150
nematode_0.01_8x_1.hist	histogram	genome-skim	8.14	206608191	0.82	19.26	0.0037	150
nematode_0.006_8x_1.hist	histogram	genome-skim	8.17	205816071	0.79	22.30	0.0038	150
nematode_0.01_4x_1.hist	histogram	genome-skim	4.05	207738073	0.82	19.64	0.0037	150
nematode_0.001_8x_1.hist	histogram	genome-skim	8.22	204610478	0.74	26.17	0.0040	150
nematode_0.008_8x_1.hist	histogram	genome-skim	8.15	206273076	0.80	20.52	0.0037	150
nematode_0.002_2x_1.hist	histogram	genome-skim	2.06	204086068	0.76	25.12	0.0039	150
nematode_0.006_1x_1.hist	histogram	genome-skim	1.04	201946653	0.82	22.04	0.0039	150
nematode_0.0_8x_1.hist	histogram	genome-skim	8.23	204307275	0.73	26.89	0.0041	150
nematode_0.006_4x_1.hist	histogram	genome-skim	4.06	207314104	0.78	22.41	0.0038	150
nematode_0.02_1x_1.hist	histogram	genome-skim	1.01	209195350	0.89	13.68	0.0036	150
nematode_0.0_1x_1.hist	histogram	genome-skim	1.03	204169254	0.76	28.38	0.0041	150
nematode_0.008_2x_1.hist	histogram	genome-skim	2.04	206253872	0.81	20.55	0.0037	150
nematode_0.002_4x_1.hist	histogram	genome-skim	4.11	204379307	0.76	25.51	0.0039	150
nematode_0.0_4x_1.hist	histogram	genome-skim	4.14	203046528	0.74	26.70	0.0040	150
nematode_0.001_1x_1.hist	histogram	genome-skim	1.02	205172590	0.77	25.82	0.0041	150
nematode_0.01_2x_1.hist	histogram	genome-skim	2.03	206817792	0.82	19.26	0.0037	150
nematode_0.02_4x_1.hist	histogram	genome-skim	4.04	208155184	0.88	14.09	0.0035	150
nematode_0.0_2x_1.hist	histogram	genome-skim	2.07	203385703	0.74	26.83	0.0040	150
nematode_0.008_4x_1.hist	histogram	genome-skim	4.05	207472526	0.80	20.75	0.0037	150
nematode_0.008_1x_1.hist	histogram	genome-skim	1.04	201962588	0.84	20.47	0.0040	150
nematode_0.004_4x_1.hist	histogram	genome-skim	4.08	206073970	0.77	23.81	0.0038	150
nematode_0.001_2x_1.hist	histogram	genome-skim	2.06	203771327	0.75	25.79	0.0040	150
nematode_0.02_8x_1.hist	histogram	genome-skim	8.09	207885146	0.88	14.14	0.0035	150
nematode_0.002_8x_1.hist	histogram	genome-skim	8.21	204796311	0.75	25.06	0.0040	150
nematode_0.01_1x_1.hist	histogram	genome-skim	1.03	203953362	0.85	19.63	0.0038	150
nematode_0.001_4x_1.hist	histogram	genome-skim	4.13	203646089	0.75	26.14	0.0040	150
nematode_0.004_8x_1.hist	histogram	genome-skim	8.19	205428356	0.77	23.12	0.0039	150
