sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96540048	0.89	7.65	0.0171	150
rotifer_0.01_8x_20.hist	histogram	genome-skim	8.14	98690887	0.92	5.92	0.0106	150
rotifer_0.01_4x_23.hist	histogram	genome-skim	4.03	99712773	0.91	5.68	0.0054	150
rotifer_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.01	99858869	0.94	8.30	0.0167	150
rotifer_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.30	96782761	0.89	7.53	0.0117	150
rotifer_0.01_8x_23.hist	histogram	genome-skim	8.09	99247449	0.91	5.37	0.0054	150
rotifer_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.04	99508597	0.89	8.44	0.0168	150
rotifer_0.001_1x_23.hist	histogram	genome-skim	1.03	97617653	0.90	7.63	0.0057	150
rotifer_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.99	101124771	0.96	5.69	0.0163	150
rotifer_0.01_2x_23.hist	histogram	genome-skim	2.02	99182884	0.91	5.71	0.0054	150
rotifer_0.0_8x_23.hist	histogram	genome-skim	8.14	98690271	0.87	8.19	0.0056	150
rotifer_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.09	99366091	0.87	7.59	0.0028	150
rotifer_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.07	98630822	0.92	5.67	0.0112	150
rotifer_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.00	100459672	0.88	7.48	0.0166	150
rotifer_0.01_1x_20.hist	histogram	genome-skim	1.04	96882144	0.95	6.05	0.0107	150
rotifer_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.99	100718470	0.92	5.49	0.0163	150
rotifer_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.04	98250591	0.87	7.45	0.0115	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99995550	0.90	5.97	0.0027	150
rotifer_0.001_4x_20.hist	histogram	genome-skim	4.05	99188784	0.88	7.61	0.0109	150
rotifer_0.01_2x_25.hist	histogram	genome-skim	2.01	99956847	0.91	5.73	0.0034	150
rotifer_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	98008633	0.88	7.51	0.0115	150
rotifer_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.31	96714962	0.88	7.91	0.0118	150
rotifer_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.03	97792009	0.93	5.93	0.0030	150
rotifer_0.01_1x_25.hist	histogram	genome-skim	1.00	100079879	0.93	5.60	0.0036	150
rotifer_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.03	99137275	0.92	5.67	0.0112	150
rotifer_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.00	100418168	0.93	5.61	0.0109	150
rotifer_0.001_4x_25.hist	histogram	genome-skim	4.04	99479720	0.87	7.54	0.0036	150
rotifer_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97681590	0.88	7.37	0.0116	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.04	96961102	0.88	7.91	0.0032	150
rotifer_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.00	100859410	0.90	7.63	0.0113	150
rotifer_0.001_8x_20.hist	histogram	genome-skim	8.23	97642761	0.88	7.69	0.0110	150
rotifer_0.001_4x_23.hist	histogram	genome-skim	4.04	99545588	0.87	7.73	0.0056	150
rotifer_0.001_8x_23.hist	histogram	genome-skim	8.14	98712944	0.87	7.70	0.0056	150
rotifer_0.001_1x_20.hist	histogram	genome-skim	0.97	103256682	0.87	6.69	0.0103	150
rotifer_0.0_4x_25.hist	histogram	genome-skim	4.03	99630984	0.86	8.13	0.0036	150
rotifer_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97655717	0.88	8.05	0.0116	150
rotifer_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.02	98116265	0.90	8.44	0.0112	150
rotifer_0.0_2x_20.hist	histogram	genome-skim	2.01	100096402	0.86	7.83	0.0108	150
rotifer_0.0_4x_23.hist	histogram	genome-skim	4.04	99376181	0.86	7.54	0.0056	150
rotifer_0.001_2x_20.hist	histogram	genome-skim	2.01	99837892	0.87	7.04	0.0108	150
rotifer_0.001_2x_25.hist	histogram	genome-skim	2.02	99261006	0.87	7.14	0.0036	150
rotifer_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.99	100767384	0.91	5.64	0.0163	150
rotifer_0.0_8x_20.hist	histogram	genome-skim	8.23	97666187	0.87	8.06	0.0110	150
rotifer_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96507510	0.89	8.08	0.0172	150
rotifer_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.00	100529995	0.87	6.30	0.0031	150
rotifer_0.0_2x_25.hist	histogram	genome-skim	2.02	99395351	0.86	8.09	0.0036	150
rotifer_0.01_4x_25.hist	histogram	genome-skim	4.02	99983042	0.91	5.49	0.0034	150
rotifer_0.01_8x_25.hist	histogram	genome-skim	8.06	99662715	0.91	5.51	0.0034	150
rotifer_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.01	99820746	0.91	5.72	0.0027	150
rotifer_0.01_1x_23.hist	histogram	genome-skim	1.03	97658249	0.93	6.25	0.0056	150
rotifer_0.001_8x_25.hist	histogram	genome-skim	8.10	99215405	0.87	7.37	0.0036	150
rotifer_0.01_4x_20.hist	histogram	genome-skim	4.03	99665510	0.92	6.52	0.0106	150
rotifer_0.0_8x_25.hist	histogram	genome-skim	8.11	99043805	0.86	7.56	0.0036	150
rotifer_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99929389	0.86	7.54	0.0028	150
rotifer_0.0_2x_23.hist	histogram	genome-skim	2.02	99291044	0.86	7.94	0.0056	150
