sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96507510	0.89	8.08	0.0172	150
rotifer_0.001_1x_25.hist	histogram	genome-skim	0.98	102588976	0.87	7.73	0.0037	150
rotifer_0.01_1x_25.hist	histogram	genome-skim	1.01	98970757	0.93	5.52	0.0037	150
rotifer_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.08	99470548	0.86	8.17	0.0028	150
rotifer_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.02	98501865	0.92	6.47	0.0030	150
rotifer_0.0_4x_25.hist	histogram	genome-skim	4.04	99562530	0.86	8.01	0.0036	150
rotifer_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.29	96889407	0.89	8.28	0.0117	150
rotifer_0.001_4x_25.hist	histogram	genome-skim	4.03	99642331	0.87	7.47	0.0035	150
rotifer_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.99	101834440	0.94	5.98	0.0161	150
rotifer_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.30	96730741	0.88	7.82	0.0117	150
rotifer_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.02	99814233	0.89	7.57	0.0167	150
rotifer_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.00	100378980	0.92	6.08	0.0163	150
rotifer_0.01_1x_20.hist	histogram	genome-skim	0.97	103119294	0.93	6.86	0.0103	150
rotifer_0.01_4x_20.hist	histogram	genome-skim	4.02	99792451	0.92	6.47	0.0105	150
rotifer_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.02	99521137	0.91	6.32	0.0027	150
rotifer_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.02	98251633	0.91	7.89	0.0113	150
rotifer_0.01_4x_23.hist	histogram	genome-skim	4.03	99568961	0.91	6.02	0.0054	150
rotifer_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.03	99056607	0.88	7.79	0.0167	150
rotifer_0.0_2x_25.hist	histogram	genome-skim	2.02	99633037	0.86	7.09	0.0036	150
rotifer_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99840370	0.86	7.55	0.0028	150
rotifer_0.001_4x_23.hist	histogram	genome-skim	4.04	99452235	0.87	7.83	0.0056	150
rotifer_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.01	99693989	0.86	6.91	0.0028	150
rotifer_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.04	96896404	0.89	8.24	0.0033	150
rotifer_0.001_2x_20.hist	histogram	genome-skim	2.01	99940018	0.87	7.90	0.0108	150
rotifer_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97684225	0.88	7.44	0.0116	150
rotifer_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.01	100001360	0.86	7.76	0.0028	150
rotifer_0.0_2x_20.hist	histogram	genome-skim	2.01	99977494	0.87	8.24	0.0108	150
rotifer_0.0_8x_20.hist	histogram	genome-skim	8.24	97551576	0.88	7.99	0.0110	150
rotifer_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	97788879	0.92	5.90	0.0112	150
rotifer_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.04	99508597	0.89	8.44	0.0168	150
rotifer_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.00	100562280	0.92	6.04	0.0163	150
rotifer_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.01	100011958	0.88	7.66	0.0167	150
rotifer_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.20	97950729	0.93	5.83	0.0166	150
rotifer_0.001_1x_23.hist	histogram	genome-skim	1.04	96801549	0.90	7.55	0.0058	150
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96574711	0.89	7.73	0.0171	150
rotifer_0.01_4x_25.hist	histogram	genome-skim	4.02	99931336	0.91	5.87	0.0034	150
rotifer_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.20	98023911	0.92	6.10	0.0113	150
rotifer_0.0_1x_20.hist	histogram	genome-skim	0.99	101207746	0.90	7.55	0.0107	150
rotifer_0.01_2x_20.hist	histogram	genome-skim	2.00	100284712	0.92	6.81	0.0104	150
rotifer_0.0_2x_23.hist	histogram	genome-skim	2.02	99195458	0.86	8.02	0.0056	150
rotifer_0.0_1x_25.hist	histogram	genome-skim	1.01	99896273	0.88	7.87	0.0038	150
rotifer_0.01_2x_25.hist	histogram	genome-skim	2.01	99927475	0.91	5.99	0.0034	150
rotifer_0.0_8x_23.hist	histogram	genome-skim	8.13	98819806	0.87	7.83	0.0056	150
rotifer_0.01_8x_20.hist	histogram	genome-skim	8.14	98649816	0.92	6.10	0.0106	150
rotifer_0.0_4x_20.hist	histogram	genome-skim	4.05	99169041	0.88	7.72	0.0109	150
rotifer_0.0_4x_23.hist	histogram	genome-skim	4.05	99172128	0.86	7.74	0.0056	150
