sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.35	176954610	0.56	38.13	0.0038	150
club-moss_0.001_4x_25.hist	histogram	genome-skim	4.13	201016355	0.46	38.81	0.0049	150
club-moss_0.01_1x_23.hist	histogram	genome-skim	1.12	185908138	0.75	29.19	0.0061	150
club-moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.26	183895612	0.73	29.96	0.0128	150
club-moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.50	195341923	0.45	39.96	0.0045	150
club-moss_0.01_8x_23.hist	histogram	genome-skim	8.48	195856833	0.65	29.30	0.0068	150
club-moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.45	196583122	0.47	38.55	0.0043	150
club-moss_0.0_2x_20.hist	histogram	genome-skim	2.56	162137830	0.64	40.61	0.0124	150
club-moss_0.01_4x_23.hist	histogram	genome-skim	4.31	192846255	0.67	28.29	0.0066	150
club-moss_0.01_8x_20.hist	histogram	genome-skim	8.73	190307006	0.68	30.82	0.0130	150
club-moss_0.0_8x_23.hist	histogram	genome-skim	8.90	186635062	0.48	41.86	0.0086	150
club-moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.34	177249592	0.59	37.72	0.0037	150
club-moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.24	201498396	0.63	28.33	0.0034	150
club-moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.17	191140447	0.69	28.97	0.0033	150
club-moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.15	200331975	0.44	38.29	0.0041	150
club-moss_0.001_1x_23.hist	histogram	genome-skim	1.28	161803221	0.69	37.34	0.0063	150
club-moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.10	197491752	0.50	41.18	0.0184	150
club-moss_0.0_1x_25.hist	histogram	genome-skim	1.27	163629327	0.65	38.63	0.0046	150
club-moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.39	189168811	0.69	30.40	0.0135	150
club-moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.29	161042370	0.67	39.48	0.0039	150
club-moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.66	156301822	0.65	43.58	0.0138	150
club-moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.15	126291995	0.75	62.69	0.0327	150
club-moss_0.01_8x_25.hist	histogram	genome-skim	8.31	199839296	0.64	28.56	0.0044	150
club-moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.10	202457869	0.46	37.89	0.0039	150
club-moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.13	183103262	0.79	29.21	0.0116	150
club-moss_0.001_8x_25.hist	histogram	genome-skim	8.60	193194582	0.48	39.11	0.0055	150
club-moss_0.01_1x_25.hist	histogram	genome-skim	1.12	185473575	0.74	27.95	0.0043	150
club-moss_0.001_1x_20.hist	histogram	genome-skim	1.18	176431504	0.66	37.98	0.0110	150
club-moss_0.001_2x_23.hist	histogram	genome-skim	2.44	170524034	0.62	37.97	0.0068	150
club-moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.16	192564290	0.72	29.78	0.0177	150
club-moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.08	200053906	0.52	39.78	0.0183	150
club-moss_0.0_1x_20.hist	histogram	genome-skim	1.20	173499810	0.65	39.09	0.0110	150
club-moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.25	166710697	0.68	37.00	0.0121	150
club-moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.12	184921737	0.74	28.52	0.0037	150
club-moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.98	211796672	0.72	29.12	0.0161	150
club-moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.99	184741407	0.69	31.48	0.0142	150
club-moss_0.01_4x_25.hist	histogram	genome-skim	4.22	196731910	0.66	28.48	0.0043	150
club-moss_0.001_4x_23.hist	histogram	genome-skim	4.20	197933461	0.47	39.78	0.0078	150
club-moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.33	192019801	0.52	43.70	0.0204	150
club-moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.94	221668941	0.48	39.11	0.0162	150
club-moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.27	194689854	0.53	42.42	0.0201	150
club-moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.18	198573747	0.65	28.18	0.0033	150
club-moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.30	159542743	0.66	41.78	0.0039	150
club-moss_0.0_2x_23.hist	histogram	genome-skim	2.50	165936856	0.62	40.21	0.0069	150
club-moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.96	217071884	0.56	35.56	0.0162	150
club-moss_0.0_2x_25.hist	histogram	genome-skim	2.41	172094806	0.59	39.00	0.0046	150
club-moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.58	181176239	0.53	42.97	0.0154	150
club-moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.75	170399663	0.55	44.31	0.0171	150
club-moss_0.0_4x_25.hist	histogram	genome-skim	4.17	199235554	0.45	39.64	0.0050	150
club-moss_0.01_2x_25.hist	histogram	genome-skim	2.18	190693853	0.70	28.98	0.0041	150
club-moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.67	121551259	0.75	66.81	0.0336	150
club-moss_0.01_2x_20.hist	histogram	genome-skim	2.16	191963820	0.71	29.56	0.0116	150
club-moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.23	196252851	0.70	30.36	0.0184	150
club-moss_0.0_8x_25.hist	histogram	genome-skim	8.65	191981026	0.46	40.47	0.0058	150
club-moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	9.21	180377376	0.69	39.78	0.0269	150
club-moss_0.01_4x_20.hist	histogram	genome-skim	4.27	194526855	0.69	29.90	0.0124	150
club-moss_0.0_1x_23.hist	histogram	genome-skim	1.33	156629568	0.68	39.64	0.0064	150
club-moss_0.001_8x_23.hist	histogram	genome-skim	8.74	189977548	0.49	40.58	0.0084	150
club-moss_0.01_1x_20.hist	histogram	genome-skim	1.10	188826150	0.77	28.48	0.0107	150
club-moss_0.001_4x_20.hist	histogram	genome-skim	4.23	196586687	0.49	41.00	0.0140	150
club-moss_0.001_2x_25.hist	histogram	genome-skim	2.38	174755745	0.60	39.43	0.0046	150
club-moss_0.0_8x_20.hist	histogram	genome-skim	9.46	175633671	0.52	46.38	0.0159	150
club-moss_0.0_4x_23.hist	histogram	genome-skim	4.28	194056796	0.47	41.54	0.0080	150
club-moss_0.0_4x_20.hist	histogram	genome-skim	4.36	190406810	0.49	42.86	0.0143	150
club-moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.54	163580505	0.64	40.67	0.0137	150
club-moss_0.001_2x_20.hist	histogram	genome-skim	2.43	170927482	0.62	39.15	0.0123	150
club-moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.22	169982123	0.66	39.22	0.0120	150
club-moss_0.001_1x_25.hist	histogram	genome-skim	1.29	160888374	0.68	38.65	0.0046	150
club-moss_0.001_8x_20.hist	histogram	genome-skim	9.24	179709223	0.52	42.87	0.0155	150
club-moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.60	180753555	0.50	44.60	0.0157	150
club-moss_0.01_2x_23.hist	histogram	genome-skim	2.21	188154282	0.71	27.91	0.0063	150
club-moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.93	167295896	0.54	45.99	0.0176	150
