sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_2x_17.hist	histogram	genome-skim	1.85	111970940	0.59	7.02	0.0237	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.97	106733451	0.61	5.10	0.0024	150
moss_0.0_1x_30.hist	histogram	genome-skim	1.00	103463973	0.52	6.55	0.0029	150
moss_0.01_4x_30.hist	histogram	genome-skim	4.00	103672996	0.64	4.67	0.0014	150
moss_0.001_1x_17.hist	histogram	genome-skim	0.70	147071359	0.53	6.46	0.0222	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.83	113088015	0.45	6.25	0.0018	150
moss_0.001_8x_17.hist	histogram	genome-skim	7.46	111178439	0.57	8.74	0.0310	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.54	117016487	0.56	6.91	0.0239	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.78	132535550	0.62	4.79	0.0211	150
moss_0.001_8x_30.hist	histogram	genome-skim	8.11	102198834	0.53	6.32	0.0017	150
moss_0.001_4x_30.hist	histogram	genome-skim	3.98	104333146	0.52	6.14	0.0017	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.62	114499812	0.63	5.07	0.0226	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.96	105699005	0.62	4.90	0.0015	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.08	102690528	0.65	4.61	0.0014	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.84	105780039	0.65	6.08	0.0291	150
moss_0.0_1x_17.hist	histogram	genome-skim	1.01	102896034	0.66	6.60	0.0222	150
moss_0.0_4x_17.hist	histogram	genome-skim	3.53	117337014	0.55	7.05	0.0241	150
moss_0.001_1x_30.hist	histogram	genome-skim	0.96	107959812	0.48	6.20	0.0029	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.95	105009137	0.49	6.32	0.0018	150
moss_0.0_8x_17.hist	histogram	genome-skim	7.40	112121659	0.56	9.10	0.0312	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.83	113618554	0.44	6.36	0.0019	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.13	102001078	0.52	6.43	0.0018	150
moss_0.0_2x_17.hist	histogram	genome-skim	1.89	109699126	0.59	7.30	0.0238	150
moss_0.01_2x_17.hist	histogram	genome-skim	1.94	107118111	0.67	4.86	0.0225	150
