sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_1x_23.hist	histogram	genome-skim	0.98	105763549	0.54	7.22	0.0076	150
moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	1.84	112683221	0.45	6.39	0.0040	150
moss_0.0_1x_20.hist	histogram	genome-skim	0.97	106535673	0.56	7.05	0.0128	150
moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.43	87910241	0.62	7.40	0.0163	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.88	110106220	0.46	6.95	0.0050	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.95	109559495	0.63	4.88	0.0117	150
moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.29	96557083	0.53	7.66	0.0161	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.05	102485258	0.52	6.48	0.0078	150
moss_0.001_1x_23.hist	histogram	genome-skim	1.01	103084193	0.53	6.51	0.0075	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.41	98575854	0.54	6.67	0.0052	150
moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.78	109608989	0.52	7.23	0.0205	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.63	96157455	0.69	5.07	0.0129	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.34	95645199	0.56	7.25	0.0158	150
moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.72	111413496	0.52	7.29	0.0202	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.41	98609162	0.56	6.46	0.0051	150
moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	1.99	104314889	0.62	4.80	0.0035	150
moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.88	106878732	0.64	5.29	0.0187	150
moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.00	103425035	0.56	7.49	0.0142	150
moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.03	102044619	0.52	6.92	0.0151	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101156877	0.67	4.94	0.0127	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.96	105587027	0.62	4.93	0.0043	150
moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.06	102258372	0.64	4.66	0.0034	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.62	65717163	0.82	10.62	0.0265	150
moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.97	107260842	0.65	4.80	0.0127	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.68	65392415	0.85	10.31	0.0261	150
moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.03	101026406	0.54	6.66	0.0046	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.77	110018437	0.47	7.09	0.0143	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.98	104494388	0.63	4.93	0.0065	150
moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.98	104928808	0.59	7.31	0.0197	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.91	106142717	0.52	6.73	0.0141	150
moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.77	134486180	0.55	7.04	0.0185	150
moss_0.01_1x_23.hist	histogram	genome-skim	1.00	103759794	0.64	4.89	0.0067	150
moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.34	99387153	0.53	6.67	0.0042	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.94	109733371	0.60	4.95	0.0047	150
moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.93	92925523	0.71	5.08	0.0142	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.96	105543811	0.52	6.89	0.0135	150
moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	0.99	104771985	0.50	6.57	0.0046	150
