sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_1x_20.hist	histogram	genome-skim	0.99	104318679	0.60	7.27	0.0129	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.10	101109394	0.65	5.02	0.0067	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.98	104543415	0.54	6.94	0.0135	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.91	108426533	0.48	6.54	0.0075	150
moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	0.98	105398099	0.51	6.58	0.0046	150
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.98	105548138	0.62	6.48	0.0184	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.98	106297282	0.63	4.81	0.0046	150
moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.28	96890684	0.68	5.32	0.0139	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.04	102519060	0.50	6.68	0.0053	150
moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	1.96	105783211	0.62	4.61	0.0034	150
moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102413183	0.64	4.92	0.0034	150
moss_0.001_1x_25.hist	histogram	genome-skim	1.04	100116827	0.56	6.65	0.0055	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.90	108968937	0.48	6.41	0.0074	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.41	98657520	0.67	4.82	0.0067	150
moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.05	98477838	0.56	7.41	0.0143	150
moss_0.0_1x_25.hist	histogram	genome-skim	1.01	102634733	0.54	7.05	0.0055	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.58	96685228	0.55	6.94	0.0079	150
moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.40	88215832	0.62	7.07	0.0163	150
moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.22	100890558	0.55	9.64	0.0298	150
moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.36	99218288	0.53	6.65	0.0042	150
moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.94	110373761	0.63	5.22	0.0127	150
moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.95	106566703	0.65	5.25	0.0184	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.85	64528489	0.84	10.86	0.0265	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.05	102351951	0.51	6.79	0.0080	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.07	101915111	0.53	6.68	0.0078	150
moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.27	100315694	0.56	9.24	0.0295	150
moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.74	110934254	0.52	7.06	0.0202	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.34	95546864	0.56	7.44	0.0158	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.89	109773805	0.46	6.52	0.0050	150
moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.03	102797616	0.52	6.25	0.0040	150
moss_0.001_1x_23.hist	histogram	genome-skim	0.98	105358553	0.56	6.71	0.0075	150
moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.07	100364867	0.51	7.57	0.0153	150
moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.33	99607148	0.55	6.55	0.0041	150
moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.54	97090474	0.65	6.60	0.0268	150
moss_0.01_2x_20.hist	histogram	genome-skim	1.99	104129535	0.64	4.82	0.0122	150
moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.31	96309016	0.53	7.37	0.0162	150
moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.81	108832649	0.53	7.48	0.0205	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.99	104201626	0.63	4.85	0.0066	150
moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.97	105434054	0.58	6.95	0.0196	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.68	112646946	0.45	7.28	0.0144	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.62	96175656	0.69	5.28	0.0129	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.94	106954147	0.52	6.75	0.0134	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.41	98608599	0.56	6.43	0.0051	150
moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	102790327	0.57	6.69	0.0139	150
moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	1.85	112291762	0.45	6.36	0.0040	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.08	101570695	0.53	6.63	0.0051	150
moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102389178	0.51	6.71	0.0041	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.93	110875330	0.59	7.01	0.0127	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.91	113919201	0.60	4.84	0.0117	150
moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	0.96	107833439	0.62	5.16	0.0040	150
moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	101211174	0.52	6.97	0.0151	150
moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.46	87619930	0.61	7.58	0.0167	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98537721	0.54	6.73	0.0052	150
moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.89	106734460	0.64	5.13	0.0187	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.91	106123153	0.52	6.84	0.0141	150
moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.00	103929142	0.50	6.70	0.0047	150
moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.92	92979875	0.71	5.10	0.0142	150
moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.08	99437515	0.66	5.26	0.0135	150
moss_0.0_1x_23.hist	histogram	genome-skim	0.97	107096520	0.54	6.71	0.0076	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.96	107891103	0.62	5.06	0.0066	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.06	102104680	0.64	4.97	0.0044	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.87	110953098	0.47	6.50	0.0050	150
moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.98	104611918	0.58	7.09	0.0198	150
