sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.99	210452016	0.49	38.07	0.0163	150
club-moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.23	196437150	0.52	42.51	0.0201	150
club-moss_0.001_1x_25.hist	histogram	genome-skim	1.28	162185039	0.68	36.97	0.0045	150
club-moss_0.01_4x_23.hist	histogram	genome-skim	4.32	192413471	0.67	29.60	0.0066	150
club-moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.35	176869128	0.59	37.39	0.0037	150
club-moss_0.0_4x_23.hist	histogram	genome-skim	4.28	193886392	0.47	41.61	0.0080	150
club-moss_0.01_1x_20.hist	histogram	genome-skim	1.12	186004708	0.78	29.71	0.0108	150
club-moss_0.0_2x_20.hist	histogram	genome-skim	2.56	162137830	0.64	40.61	0.0124	150
club-moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.07	200723223	0.52	41.13	0.0183	150
club-moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.12	186078910	0.74	29.20	0.0036	150
club-moss_0.0_4x_20.hist	histogram	genome-skim	4.36	190406810	0.49	42.86	0.0143	150
club-moss_0.0_8x_25.hist	histogram	genome-skim	8.65	192085184	0.46	40.73	0.0058	150
club-moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.16	191939479	0.69	29.06	0.0033	150
club-moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.92	226831674	0.49	36.66	0.0162	150
club-moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.56	162392163	0.64	39.21	0.0137	150
club-moss_0.01_8x_23.hist	histogram	genome-skim	8.48	195806328	0.65	29.62	0.0068	150
club-moss_0.001_4x_23.hist	histogram	genome-skim	4.21	197209045	0.47	40.53	0.0078	150
club-moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.98	184912314	0.69	31.69	0.0142	150
club-moss_0.0_4x_25.hist	histogram	genome-skim	4.17	199280797	0.45	40.52	0.0050	150
club-moss_0.01_4x_25.hist	histogram	genome-skim	4.11	201875906	0.64	28.67	0.0043	150
club-moss_0.0_1x_23.hist	histogram	genome-skim	1.25	165525369	0.64	40.25	0.0064	150
club-moss_0.01_2x_25.hist	histogram	genome-skim	2.17	191466942	0.69	28.68	0.0041	150
club-moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	11.31	146844769	0.88	40.43	0.0269	150
club-moss_0.0_1x_20.hist	histogram	genome-skim	1.20	173499810	0.65	39.09	0.0110	150
club-moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.25	195294667	0.50	43.01	0.0204	150
club-moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.32	157668304	0.66	39.87	0.0039	150
club-moss_0.0_1x_25.hist	histogram	genome-skim	1.32	157770948	0.67	39.14	0.0046	150
club-moss_0.01_8x_20.hist	histogram	genome-skim	8.72	190437315	0.67	30.62	0.0130	150
club-moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.13	195295605	0.51	41.64	0.0184	150
club-moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.40	188808711	0.69	30.82	0.0135	150
club-moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.26	201142463	0.64	28.75	0.0034	150
club-moss_0.0_8x_20.hist	histogram	genome-skim	9.46	175633671	0.52	46.38	0.0159	150
club-moss_0.001_1x_23.hist	histogram	genome-skim	1.30	159739783	0.69	38.58	0.0064	150
club-moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.45	196579507	0.47	39.10	0.0043	150
club-moss_0.001_8x_20.hist	histogram	genome-skim	9.25	179616845	0.52	44.07	0.0155	150
club-moss_0.01_1x_25.hist	histogram	genome-skim	1.12	185612358	0.74	29.12	0.0043	150
club-moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.19	198111332	0.65	28.83	0.0033	150
club-moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.25	195622327	0.70	31.48	0.0184	150
club-moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.37	175373063	0.57	39.59	0.0038	150
club-moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.14	200453088	0.44	39.56	0.0041	150
club-moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.48	195914663	0.45	40.03	0.0045	150
club-moss_0.001_2x_25.hist	histogram	genome-skim	2.39	173621488	0.60	37.40	0.0046	150
club-moss_0.001_2x_20.hist	histogram	genome-skim	2.40	173079150	0.61	38.76	0.0123	150
club-moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.66	178437473	0.51	44.06	0.0157	150
club-moss_0.0_8x_23.hist	histogram	genome-skim	8.90	186596950	0.48	41.45	0.0086	150
club-moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.25	184645139	0.73	30.25	0.0128	150
club-moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.93	167357043	0.54	47.05	0.0176	150
club-moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.12	201860570	0.46	38.04	0.0039	150
club-moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.65	156965831	0.65	42.35	0.0138	150
club-moss_0.001_1x_20.hist	histogram	genome-skim	1.18	176288804	0.66	36.59	0.0110	150
club-moss_0.01_8x_25.hist	histogram	genome-skim	8.33	199406568	0.64	29.08	0.0044	150
club-moss_0.01_2x_23.hist	histogram	genome-skim	2.20	188641062	0.71	28.87	0.0062	150
club-moss_0.01_2x_20.hist	histogram	genome-skim	2.17	191659959	0.71	29.96	0.0117	150
club-moss_0.0_2x_23.hist	histogram	genome-skim	2.50	166346143	0.62	39.55	0.0069	150
club-moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.74	170577026	0.55	44.71	0.0171	150
