sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.01_2x_17.hist	histogram	genome-skim	1.85	112324421	0.64	5.36	0.0225	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.84	112447747	0.46	6.09	0.0018	150
moss_0.01_4x_30.hist	histogram	genome-skim	4.00	103731970	0.63	4.86	0.0014	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.95	105029664	0.49	6.34	0.0018	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.59	115407003	0.57	7.03	0.0239	150
moss_0.0_4x_17.hist	histogram	genome-skim	3.54	117152856	0.56	7.19	0.0241	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.80	128843904	0.59	4.81	0.0212	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.97	106639391	0.61	4.72	0.0024	150
moss_0.001_1x_17.hist	histogram	genome-skim	0.93	111418440	0.63	6.19	0.0221	150
moss_0.0_8x_17.hist	histogram	genome-skim	7.38	112363196	0.56	9.14	0.0312	150
moss_0.001_1x_30.hist	histogram	genome-skim	0.98	106240596	0.51	6.44	0.0029	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.79	106486069	0.64	6.34	0.0292	150
moss_0.0_2x_17.hist	histogram	genome-skim	1.89	109922852	0.58	7.66	0.0238	150
moss_0.0_1x_17.hist	histogram	genome-skim	0.72	143849441	0.53	7.04	0.0223	150
moss_0.001_4x_30.hist	histogram	genome-skim	3.96	104679747	0.51	6.10	0.0017	150
moss_0.001_2x_17.hist	histogram	genome-skim	1.81	114366518	0.59	6.80	0.0236	150
moss_0.001_8x_17.hist	histogram	genome-skim	7.42	111707803	0.56	8.51	0.0311	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.09	102505684	0.65	4.86	0.0014	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.95	106563247	0.61	4.85	0.0015	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.83	113339526	0.44	6.74	0.0019	150
moss_0.0_1x_30.hist	histogram	genome-skim	0.93	111831270	0.47	6.83	0.0028	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.65	113708523	0.63	5.31	0.0226	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.12	102171091	0.52	6.36	0.0018	150
moss_0.001_8x_30.hist	histogram	genome-skim	8.11	102296528	0.53	6.37	0.0017	150
