sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
nematode_0.004_8x_1.hist	histogram	genome-skim	8.19	205499836	0.77	23.61	0.0039	150
nematode_0.01_2x_1.hist	histogram	genome-skim	2.04	206621764	0.82	19.11	0.0037	150
nematode_0.008_2x_1.hist	histogram	genome-skim	2.03	206743355	0.80	20.25	0.0037	150
nematode_0.02_4x_1.hist	histogram	genome-skim	4.05	207837147	0.88	13.87	0.0035	150
nematode_0.004_4x_1.hist	histogram	genome-skim	4.08	206179822	0.77	23.88	0.0039	150
nematode_0.006_2x_1.hist	histogram	genome-skim	2.03	206811097	0.79	21.61	0.0038	150
nematode_0.0_1x_1.hist	histogram	genome-skim	1.05	199372274	0.78	26.84	0.0042	150
nematode_0.02_8x_1.hist	histogram	genome-skim	8.09	207826810	0.88	14.18	0.0035	150
nematode_0.0_8x_1.hist	histogram	genome-skim	8.22	204547926	0.73	27.07	0.0041	150
nematode_0.01_1x_1.hist	histogram	genome-skim	1.01	207506564	0.84	19.59	0.0038	150
nematode_0.002_4x_1.hist	histogram	genome-skim	4.12	204169480	0.76	25.31	0.0039	150
nematode_0.01_8x_1.hist	histogram	genome-skim	8.14	206601099	0.82	19.28	0.0037	150
nematode_0.0_4x_1.hist	histogram	genome-skim	4.14	203061112	0.74	26.84	0.0040	150
nematode_0.004_2x_1.hist	histogram	genome-skim	2.05	205569798	0.77	23.16	0.0038	150
nematode_0.01_4x_1.hist	histogram	genome-skim	4.06	207163671	0.82	19.24	0.0037	150
nematode_0.001_2x_1.hist	histogram	genome-skim	2.06	203892420	0.75	25.79	0.0039	150
nematode_0.002_8x_1.hist	histogram	genome-skim	8.20	205022240	0.75	25.24	0.0040	150
nematode_0.008_4x_1.hist	histogram	genome-skim	4.05	207575204	0.80	21.02	0.0037	150
nematode_0.0_2x_1.hist	histogram	genome-skim	2.07	203210445	0.74	27.88	0.0040	150
nematode_0.002_2x_1.hist	histogram	genome-skim	2.05	204761786	0.76	24.79	0.0039	150
nematode_0.006_8x_1.hist	histogram	genome-skim	8.18	205754881	0.79	22.22	0.0038	150
nematode_0.001_1x_1.hist	histogram	genome-skim	1.03	204083303	0.77	26.19	0.0041	150
nematode_0.001_4x_1.hist	histogram	genome-skim	4.12	204047104	0.75	26.53	0.0040	150
nematode_0.006_4x_1.hist	histogram	genome-skim	4.09	205787629	0.79	22.26	0.0038	150
nematode_0.02_2x_1.hist	histogram	genome-skim	2.02	207852452	0.88	14.50	0.0035	150
nematode_0.008_1x_1.hist	histogram	genome-skim	1.03	204173407	0.83	20.77	0.0038	150
nematode_0.006_1x_1.hist	histogram	genome-skim	1.03	204851150	0.82	22.66	0.0039	150
nematode_0.008_8x_1.hist	histogram	genome-skim	8.15	206332286	0.80	20.62	0.0038	150
nematode_0.004_1x_1.hist	histogram	genome-skim	1.00	209693967	0.79	23.43	0.0039	150
nematode_0.001_8x_1.hist	histogram	genome-skim	8.22	204721615	0.74	26.02	0.0040	150
nematode_0.02_1x_1.hist	histogram	genome-skim	1.03	203391761	0.90	14.23	0.0037	150
nematode_0.002_1x_1.hist	histogram	genome-skim	1.02	206384686	0.78	25.38	0.0040	150
