sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.004_1x_1.hist	histogram	genome-skim	1.03	97644574	0.90	6.88	0.0039	150
rotifer_0.008_2x_1.hist	histogram	genome-skim	2.01	99793220	0.90	6.53	0.0035	150
rotifer_0.006_1x_1.hist	histogram	genome-skim	0.99	100967615	0.91	6.39	0.0036	150
rotifer_0.001_1x_1.hist	histogram	genome-skim	1.03	97886357	0.89	7.59	0.0039	150
rotifer_0.01_2x_1.hist	histogram	genome-skim	2.01	100054218	0.91	5.48	0.0034	150
rotifer_0.004_2x_1.hist	histogram	genome-skim	2.02	99494755	0.88	7.19	0.0035	150
rotifer_0.006_4x_1.hist	histogram	genome-skim	4.02	100033280	0.89	6.31	0.0035	150
rotifer_0.002_2x_1.hist	histogram	genome-skim	2.03	98916096	0.87	7.04	0.0036	150
rotifer_0.004_8x_1.hist	histogram	genome-skim	8.08	99393847	0.88	6.72	0.0035	150
rotifer_0.0_1x_1.hist	histogram	genome-skim	1.04	96841984	0.88	7.45	0.0039	150
rotifer_0.0_2x_1.hist	histogram	genome-skim	2.02	99509985	0.86	8.10	0.0036	150
rotifer_0.002_1x_1.hist	histogram	genome-skim	1.02	98744294	0.89	6.82	0.0037	150
rotifer_0.0_8x_1.hist	histogram	genome-skim	8.10	99225393	0.86	7.59	0.0036	150
rotifer_0.001_8x_1.hist	histogram	genome-skim	8.09	99235399	0.87	7.87	0.0036	150
rotifer_0.01_1x_1.hist	histogram	genome-skim	1.03	97510589	0.93	5.11	0.0038	150
rotifer_0.002_4x_1.hist	histogram	genome-skim	4.03	99632274	0.87	7.23	0.0035	150
rotifer_0.002_8x_1.hist	histogram	genome-skim	8.09	99320592	0.87	7.28	0.0036	150
rotifer_0.01_4x_1.hist	histogram	genome-skim	4.02	99962147	0.91	5.75	0.0034	150
rotifer_0.008_1x_1.hist	histogram	genome-skim	1.03	97712627	0.92	5.59	0.0037	150
rotifer_0.001_2x_1.hist	histogram	genome-skim	2.00	100524373	0.86	7.58	0.0035	150
rotifer_0.02_4x_1.hist	histogram	genome-skim	4.02	100043910	0.93	4.11	0.0033	150
rotifer_0.0_4x_1.hist	histogram	genome-skim	4.03	99658375	0.86	7.88	0.0036	150
rotifer_0.02_2x_1.hist	histogram	genome-skim	2.01	99898498	0.94	3.98	0.0033	150
rotifer_0.008_8x_1.hist	histogram	genome-skim	8.07	99497254	0.90	5.92	0.0035	150
rotifer_0.02_1x_1.hist	histogram	genome-skim	1.02	98564990	0.96	4.44	0.0035	150
rotifer_0.001_4x_1.hist	histogram	genome-skim	4.03	99744826	0.86	7.75	0.0036	150
rotifer_0.006_2x_1.hist	histogram	genome-skim	2.02	99636769	0.89	6.73	0.0035	150
rotifer_0.006_8x_1.hist	histogram	genome-skim	8.07	99548816	0.89	6.31	0.0035	150
rotifer_0.02_8x_1.hist	histogram	genome-skim	8.04	99928151	0.94	4.03	0.0033	150
rotifer_0.004_4x_1.hist	histogram	genome-skim	4.02	99903911	0.88	7.04	0.0035	150
rotifer_0.008_4x_1.hist	histogram	genome-skim	4.02	99903034	0.90	6.37	0.0035	150
rotifer_0.01_8x_1.hist	histogram	genome-skim	8.06	99718096	0.91	5.87	0.0034	150
