sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.006_2x_1.hist	histogram	genome-skim	2.02	99613122	0.89	6.34	0.0035	150
rotifer_0.01_2x_1.hist	histogram	genome-skim	2.01	99725828	0.91	5.68	0.0034	150
rotifer_0.02_2x_1.hist	histogram	genome-skim	2.01	99967586	0.94	4.36	0.0033	150
rotifer_0.02_8x_1.hist	histogram	genome-skim	8.04	99937684	0.94	4.55	0.0033	150
rotifer_0.01_1x_1.hist	histogram	genome-skim	1.01	99478596	0.92	5.55	0.0037	150
rotifer_0.002_4x_1.hist	histogram	genome-skim	4.02	99898030	0.87	7.05	0.0035	150
rotifer_0.002_2x_1.hist	histogram	genome-skim	2.02	99543426	0.87	6.88	0.0036	150
rotifer_0.008_1x_1.hist	histogram	genome-skim	1.00	100744211	0.91	4.33	0.0036	150
rotifer_0.01_8x_1.hist	histogram	genome-skim	8.06	99708431	0.91	5.87	0.0034	150
rotifer_0.001_8x_1.hist	histogram	genome-skim	8.09	99296357	0.87	7.75	0.0036	150
rotifer_0.02_1x_1.hist	histogram	genome-skim	1.00	100109929	0.95	3.79	0.0034	150
rotifer_0.006_8x_1.hist	histogram	genome-skim	8.08	99452900	0.89	6.45	0.0035	150
rotifer_0.002_8x_1.hist	histogram	genome-skim	8.09	99352491	0.87	7.53	0.0036	150
rotifer_0.001_2x_1.hist	histogram	genome-skim	2.02	99313282	0.86	7.62	0.0036	150
rotifer_0.0_8x_1.hist	histogram	genome-skim	8.11	99111113	0.86	7.68	0.0036	150
rotifer_0.0_1x_1.hist	histogram	genome-skim	1.04	96428063	0.89	7.72	0.0039	150
rotifer_0.001_4x_1.hist	histogram	genome-skim	4.03	99578380	0.86	7.43	0.0036	150
rotifer_0.008_8x_1.hist	histogram	genome-skim	8.07	99534996	0.90	5.02	0.0035	150
rotifer_0.006_1x_1.hist	histogram	genome-skim	1.03	97506158	0.92	7.44	0.0038	150
rotifer_0.006_4x_1.hist	histogram	genome-skim	4.02	99823421	0.89	6.29	0.0035	150
rotifer_0.001_1x_1.hist	histogram	genome-skim	1.01	98987959	0.89	8.20	0.0038	150
rotifer_0.008_4x_1.hist	histogram	genome-skim	4.03	99784269	0.90	6.12	0.0035	150
rotifer_0.0_4x_1.hist	histogram	genome-skim	4.03	99644708	0.86	7.77	0.0036	150
rotifer_0.008_2x_1.hist	histogram	genome-skim	2.03	99188428	0.90	5.80	0.0035	150
rotifer_0.004_1x_1.hist	histogram	genome-skim	1.02	98195965	0.90	8.89	0.0038	150
rotifer_0.02_4x_1.hist	histogram	genome-skim	4.02	99965298	0.94	4.73	0.0033	150
rotifer_0.004_8x_1.hist	histogram	genome-skim	8.08	99443379	0.88	6.98	0.0035	150
rotifer_0.0_2x_1.hist	histogram	genome-skim	2.02	99512962	0.86	8.10	0.0036	150
rotifer_0.004_2x_1.hist	histogram	genome-skim	2.01	99794377	0.88	6.85	0.0035	150
rotifer_0.01_4x_1.hist	histogram	genome-skim	4.02	99985613	0.91	5.68	0.0034	150
rotifer_0.002_1x_1.hist	histogram	genome-skim	1.00	100029353	0.89	7.31	0.0037	150
rotifer_0.004_4x_1.hist	histogram	genome-skim	4.03	99653265	0.88	6.94	0.0035	150
