sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.2_8x_1.hist	103970671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103970671
moss_0.1_1x_1.hist	103043786	890738	100667	35365	18873	12022	3364	3004	4537	3915	1894	933	357	196	133	191	302	403	227	122	78	23	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105226114
moss_0.05_4x_1.hist	93806231	2088282	407457	159396	75621	47702	50601	28093	11540	13200	15397	11233	4311	4651	5770	6334	3650	1786	3759	4291	2782	868	1735	3374	2477	1375	309	98	3869	1997	590	174	427	1281	4376	272	77	41	7	0	2703	2039	1081	404	66	21	8	1	0	3907	103200340
moss_0.15_4x_1.hist	103430870	648975	54747	18216	7253	4191	18	15	5	3	2	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104209562
moss_0.2_1x_1.hist	104282220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104476647
moss_0.05_1x_1.hist	95496209	2630329	580190	202137	105591	67415	33605	30018	41157	20989	10161	5010	2488	4107	5095	7372	11450	4769	757	411	265	352	1675	3256	6958	5370	1211	389	128	63	17	4	0	0	0	4073	4395	2396	478	25	7	2	0	0	0	0	0	0	0	7777	105494534
moss_0.15_1x_1.hist	104608417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104801186
moss_0.2_2x_1.hist	103875799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103875799
moss_0.05_8x_1.hist	93663326	1985959	411581	155673	78564	48656	35332	26764	22150	11295	9637	10889	7910	4371	5423	5466	3150	3368	5092	2771	1796	967	4596	1344	743	2378	2062	663	233	3265	1683	499	198	21	4054	813	232	1510	301	15	1488	1575	835	312	51	16	813	1554	517	309	102839970
moss_0.1_4x_1.hist	102506007	689837	81227	33960	17603	10474	3699	3303	4463	2275	1100	621	862	973	502	158	90	59	124	138	88	26	10	2	1	5	11	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103898462
