sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.2_8x_1.hist	103544291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103544291
moss_0.2_2x_1.hist	104230453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104230453
moss_0.05_2x_1.hist	93818972	2225020	441410	162699	89960	55954	44305	21766	10693	12232	14268	15706	6029	3331	2816	4075	6463	8627	1474	801	1513	2477	4355	1273	209	670	1594	4252	2956	1477	436	128	50	4	0	2347	3408	1857	370	19	5	1	2251	843	139	45	19	5	0	4491	103467139
moss_0.1_1x_1.hist	103488826	862215	83585	33113	18550	11624	7025	6274	2745	1399	676	367	510	841	1043	502	288	119	17	8	4	0	1	1	2	7	16	43	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105569810
moss_0.15_4x_1.hist	103708468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103708468
moss_0.1_8x_1.hist	102505944	689837	87779	35675	16820	10549	6121	3108	3556	1812	1261	1424	736	406	327	324	186	76	159	85	54	16	5	5	10	31	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103853013
moss_0.1_4x_1.hist	102366182	719162	80226	33388	17399	10397	4142	3699	4261	2172	1050	530	737	890	459	145	82	33	28	68	127	64	27	6	3	10	24	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103881796
moss_0.2_1x_1.hist	103487374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103685296
moss_0.1_2x_1.hist	102126180	798434	78094	31082	17489	10986	6163	5504	3116	1588	768	661	919	1086	561	177	101	41	7	17	32	51	133	38	17	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103951427
moss_0.15_1x_1.hist	104000301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104195771
moss_0.15_8x_1.hist	103726976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103726976
moss_0.2_4x_1.hist	103438033	673980	56857	18908	7478	4252	9	3	3	3	2	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104238748
moss_0.05_1x_1.hist	94279785	1914465	420466	153783	84881	52741	44244	21737	8557	9789	11417	12901	16543	9144	4730	1504	866	359	555	1367	2581	4224	12681	3709	217	119	26	7	1	0	0	0	114	341	11934	744	213	115	22	0	0	0	0	0	0	0	0	0	0	8038	102487869
moss_0.05_8x_1.hist	93649070	2042162	412884	157591	78291	48972	32635	29152	19591	12043	14047	10374	3982	6539	8113	2580	3852	5142	3136	1706	2350	3847	2429	710	884	2828	2827	909	302	150	3227	2129	850	97	29	2359	1434	781	155	7	1999	916	485	181	1346	740	330	109	35	2144	102961111
moss_0.05_4x_1.hist	93673736	2042700	409240	157340	77146	48393	49212	24177	13736	15713	15062	7427	9526	5265	2723	3902	6188	7166	1139	619	1117	1828	7010	2050	119	233	553	1475	4359	2178	644	190	75	7	630	3572	2108	1148	228	11	2	0	1087	2409	400	132	58	18	5	3266	102978888
moss_0.15_2x_1.hist	103494583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103494583
moss_0.0_1x_1.hist	50880987	9554421	1747619	747784	415228	258916	262641	129038	86841	99345	115882	130946	86645	47896	24784	7884	9401	12549	26419	65032	90669	28333	12276	3591	419	1340	3188	8501	11087	5542	1641	3281	70611	8144	2590	160	45	23	3	0	0	0	0	0	0	0	0	0	0	54912	103940680
moss_0.0_8x_1.hist	53030767	6771484	1553672	623352	320202	201979	225712	185924	129862	99924	107402	52967	44767	65488	33887	33510	53152	24531	16319	40170	33677	10523	11425	22215	23007	12780	2885	6223	19733	9865	2922	867	16593	1913	607	11536	6568	3581	715	38	8084	6156	3267	1224	5909	1968	881	292	96	13838	98579708
moss_0.0_4x_1.hist	51992251	8118381	1684838	709737	376476	230054	201212	179739	209871	107033	51822	58558	81412	71146	36815	20873	33108	44198	44123	24021	15580	7022	33355	39569	2326	3012	7168	19115	18695	9346	2768	821	1191	3574	32522	2031	583	317	62	2	2602	13875	7364	2760	459	152	67	21	6	21835	102010301
moss_0.0_2x_1.hist	50628482	11015265	1945568	830984	459082	285414	252696	124152	98093	112217	130898	146117	56097	31009	20073	29046	46072	61504	43048	23436	15200	4749	22558	43862	24375	13541	3056	983	2796	39155	17904	5318	2126	244	76	3	0	34679	11203	621	206	83	43	15	1	0	0	0	0	41174	110487482
