sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_1x_20.hist	histogram	genome-skim	0.99	104318679	0.60	7.27	0.0129	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.10	101109394	0.65	5.02	0.0067	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.98	104543415	0.54	6.94	0.0135	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.91	108426533	0.48	6.54	0.0075	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.98	106297282	0.63	4.81	0.0046	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.04	102519060	0.50	6.68	0.0053	150
moss_0.001_1x_25.hist	histogram	genome-skim	1.04	100116827	0.56	6.65	0.0055	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.90	108968937	0.48	6.41	0.0074	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.41	98657520	0.67	4.82	0.0067	150
moss_0.0_1x_25.hist	histogram	genome-skim	1.01	102634733	0.54	7.05	0.0055	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.58	96685228	0.55	6.94	0.0079	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.85	64528489	0.84	10.86	0.0265	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.05	102351951	0.51	6.79	0.0080	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.07	101915111	0.53	6.68	0.0078	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.89	109773805	0.46	6.52	0.0050	150
moss_0.001_1x_23.hist	histogram	genome-skim	0.98	105358553	0.56	6.71	0.0075	150
moss_0.01_2x_20.hist	histogram	genome-skim	1.99	104129535	0.64	4.82	0.0122	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.99	104201626	0.63	4.85	0.0066	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.68	112646946	0.45	7.28	0.0144	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.62	96175656	0.69	5.28	0.0129	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.94	106954147	0.52	6.75	0.0134	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.41	98608599	0.56	6.43	0.0051	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.08	101570695	0.53	6.63	0.0051	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.93	110875330	0.59	7.01	0.0127	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.91	113919201	0.60	4.84	0.0117	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98537721	0.54	6.73	0.0052	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.91	106123153	0.52	6.84	0.0141	150
moss_0.0_1x_23.hist	histogram	genome-skim	0.97	107096520	0.54	6.71	0.0076	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.96	107891103	0.62	5.06	0.0066	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.06	102104680	0.64	4.97	0.0044	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.87	110953098	0.47	6.50	0.0050	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.11	100907065	0.67	4.99	0.0127	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.56	96880773	0.57	6.65	0.0078	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.99	104288946	0.63	5.03	0.0043	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.27	100276471	0.66	4.79	0.0044	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.60	65826856	0.84	10.25	0.0260	150
moss_0.001_8x_30.hist	histogram	genome-skim	8.12	102132558	0.53	6.20	0.0017	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.98	104168004	0.50	6.46	0.0018	150
moss_0.0_1x_30.hist	histogram	genome-skim	0.98	105607370	0.48	6.85	0.0029	150
moss_0.01_2x_17.hist	histogram	genome-skim	1.91	108423784	0.66	5.33	0.0225	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.82	126544005	0.66	5.10	0.0212	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.54	117084431	0.56	6.92	0.0239	150
moss_0.01_4x_30.hist	histogram	genome-skim	3.98	104126255	0.63	4.74	0.0014	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.98	106255804	0.62	4.93	0.0023	150
moss_0.0_2x_17.hist	histogram	genome-skim	1.82	113709481	0.58	7.24	0.0237	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.62	114523632	0.62	4.99	0.0226	150
moss_0.0_8x_17.hist	histogram	genome-skim	7.14	116240212	0.53	9.10	0.0312	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.81	114498052	0.43	6.70	0.0018	150
moss_0.001_8x_17.hist	histogram	genome-skim	7.45	111284482	0.57	8.71	0.0310	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.09	102530996	0.65	4.91	0.0014	150
moss_0.001_2x_17.hist	histogram	genome-skim	1.87	110998240	0.60	6.73	0.0236	150
moss_0.001_4x_30.hist	histogram	genome-skim	3.96	104620326	0.51	6.12	0.0017	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.81	106216839	0.65	6.31	0.0291	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.81	114747900	0.44	6.24	0.0018	150
moss_0.001_1x_17.hist	histogram	genome-skim	0.71	146466009	0.55	6.77	0.0221	150
moss_0.0_4x_17.hist	histogram	genome-skim	3.56	116579887	0.56	7.05	0.0241	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.10	102372661	0.52	6.34	0.0018	150
moss_0.0_1x_17.hist	histogram	genome-skim	0.99	104499264	0.65	7.34	0.0222	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.96	105918024	0.62	4.72	0.0015	150
moss_0.001_1x_30.hist	histogram	genome-skim	0.99	104767080	0.49	6.20	0.0029	150
moss_0.06_4x_23.hist	histogram	genome-skim	4.01	103360401	0.94	0.99	0.0052	150
moss_0.06_8x_20.hist	histogram	genome-skim	8.08	102664314	0.94	1.03	0.0103	150
moss_0.06_2x_30.hist	histogram	genome-skim	2.00	103435277	0.94	1.10	0.0011	150
moss_0.06_4x_25.hist	histogram	genome-skim	4.02	103257975	0.94	1.00	0.0033	150
moss_0.06_4x_30.hist	histogram	genome-skim	4.00	103552966	0.93	0.96	0.0011	150
moss_0.06_2x_23.hist	histogram	genome-skim	2.01	103323266	0.94	1.00	0.0052	150
moss_0.06_2x_20.hist	histogram	genome-skim	2.00	103727897	0.95	1.05	0.0102	150
moss_0.06_8x_30.hist	histogram	genome-skim	8.01	103560716	0.93	1.02	0.0011	150
