sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.002_1x_1.hist	histogram	genome-skim	1.26	164753607	0.68	36.85	0.0046	150
club-moss_0.0_2x_1.hist	histogram	genome-skim	2.41	172118186	0.59	39.35	0.0046	150
club-moss_0.006_1x_1.hist	histogram	genome-skim	1.19	174922613	0.72	33.09	0.0045	150
club-moss_0.004_1x_1.hist	histogram	genome-skim	1.21	170945364	0.70	34.56	0.0045	150
club-moss_0.004_8x_1.hist	histogram	genome-skim	8.46	196271605	0.54	34.98	0.0050	150
club-moss_0.006_2x_1.hist	histogram	genome-skim	2.21	188230466	0.64	32.84	0.0043	150
club-moss_0.004_2x_1.hist	histogram	genome-skim	2.26	184017049	0.62	34.52	0.0044	150
club-moss_0.01_4x_1.hist	histogram	genome-skim	4.21	197296048	0.66	28.35	0.0042	150
club-moss_0.006_4x_1.hist	histogram	genome-skim	4.30	193358356	0.60	33.01	0.0045	150
club-moss_0.0_4x_1.hist	histogram	genome-skim	4.17	199119509	0.45	38.24	0.0051	150
club-moss_0.02_2x_1.hist	histogram	genome-skim	2.05	202244415	0.77	20.28	0.0038	150
club-moss_0.01_8x_1.hist	histogram	genome-skim	8.33	199558372	0.64	28.57	0.0044	150
club-moss_0.0_1x_1.hist	histogram	genome-skim	1.30	159882669	0.66	39.86	0.0046	150
club-moss_0.002_4x_1.hist	histogram	genome-skim	4.13	201216040	0.48	37.25	0.0048	150
club-moss_0.02_4x_1.hist	histogram	genome-skim	4.12	201802409	0.76	20.47	0.0038	150
club-moss_0.001_1x_1.hist	histogram	genome-skim	1.29	161245542	0.68	36.88	0.0045	150
club-moss_0.004_4x_1.hist	histogram	genome-skim	4.13	201281565	0.53	34.14	0.0046	150
club-moss_0.01_2x_1.hist	histogram	genome-skim	2.17	191109929	0.70	27.31	0.0041	150
club-moss_0.008_2x_1.hist	histogram	genome-skim	2.19	189727691	0.67	30.15	0.0042	150
club-moss_0.002_8x_1.hist	histogram	genome-skim	8.56	194078504	0.51	38.00	0.0053	150
club-moss_0.006_8x_1.hist	histogram	genome-skim	8.43	197041422	0.58	32.83	0.0048	150
club-moss_0.02_1x_1.hist	histogram	genome-skim	1.05	198440477	0.80	20.82	0.0040	150
club-moss_0.001_4x_1.hist	histogram	genome-skim	4.12	201743455	0.46	38.80	0.0049	150
club-moss_0.008_1x_1.hist	histogram	genome-skim	1.15	180383036	0.73	31.66	0.0044	150
club-moss_0.001_2x_1.hist	histogram	genome-skim	2.38	174378740	0.60	38.07	0.0046	150
club-moss_0.0_8x_1.hist	histogram	genome-skim	8.65	192028354	0.46	40.70	0.0058	150
club-moss_0.008_8x_1.hist	histogram	genome-skim	8.37	198403920	0.61	30.52	0.0046	150
club-moss_0.001_8x_1.hist	histogram	genome-skim	8.60	193094278	0.48	39.61	0.0055	150
club-moss_0.008_4x_1.hist	histogram	genome-skim	4.26	195014997	0.63	29.86	0.0044	150
club-moss_0.01_1x_1.hist	histogram	genome-skim	1.11	186433764	0.74	28.02	0.0043	150
club-moss_0.002_2x_1.hist	histogram	genome-skim	2.33	178336161	0.61	37.11	0.0045	150
club-moss_0.02_8x_1.hist	histogram	genome-skim	8.19	202904110	0.75	20.27	0.0039	150
