sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
oyster_0.008_1x_1.hist	histogram	genome-skim	1.00	98698725	0.76	115.05	0.0042	150
oyster_0.0_4x_1.hist	histogram	genome-skim	4.08	96387163	0.65	146.26	0.0044	150
oyster_0.02_2x_1.hist	histogram	genome-skim	2.01	97853462	0.83	77.42	0.0036	150
oyster_0.008_2x_1.hist	histogram	genome-skim	2.02	97283175	0.73	113.87	0.0039	150
oyster_0.02_4x_1.hist	histogram	genome-skim	4.04	97356488	0.83	77.27	0.0036	150
oyster_0.01_2x_1.hist	histogram	genome-skim	2.00	98343574	0.75	107.82	0.0039	150
oyster_0.004_1x_1.hist	histogram	genome-skim	1.01	97730031	0.71	133.61	0.0045	150
oyster_0.02_8x_1.hist	histogram	genome-skim	8.11	96921055	0.84	76.10	0.0036	150
oyster_0.002_4x_1.hist	histogram	genome-skim	4.08	96347234	0.68	137.79	0.0043	150
oyster_0.0_8x_1.hist	histogram	genome-skim	8.31	94632050	0.67	147.10	0.0045	150
oyster_0.002_2x_1.hist	histogram	genome-skim	2.02	97200502	0.67	138.61	0.0042	150
oyster_0.01_4x_1.hist	histogram	genome-skim	4.05	97020001	0.75	106.58	0.0039	150
oyster_0.0_2x_1.hist	histogram	genome-skim	1.98	99378164	0.62	144.62	0.0043	150
oyster_0.006_2x_1.hist	histogram	genome-skim	2.02	97046678	0.71	121.20	0.0040	150
oyster_0.006_1x_1.hist	histogram	genome-skim	1.02	96773899	0.74	121.35	0.0043	150
oyster_0.006_4x_1.hist	histogram	genome-skim	4.07	96568800	0.72	120.52	0.0040	150
oyster_0.001_1x_1.hist	histogram	genome-skim	0.88	111410018	0.54	141.89	0.0047	150
oyster_0.004_4x_1.hist	histogram	genome-skim	4.08	96361322	0.70	128.95	0.0041	150
oyster_0.001_4x_1.hist	histogram	genome-skim	4.08	96418420	0.66	142.15	0.0043	150
oyster_0.02_1x_1.hist	histogram	genome-skim	1.02	96051512	0.85	77.69	0.0039	150
oyster_0.0_1x_1.hist	histogram	genome-skim	1.00	98574851	0.65	143.16	0.0047	150
oyster_0.008_4x_1.hist	histogram	genome-skim	4.06	96843140	0.74	113.60	0.0040	150
oyster_0.008_8x_1.hist	histogram	genome-skim	8.19	95907358	0.75	113.37	0.0040	150
oyster_0.01_1x_1.hist	histogram	genome-skim	1.02	96204260	0.78	110.01	0.0042	150
oyster_0.001_2x_1.hist	histogram	genome-skim	1.99	98762119	0.64	142.63	0.0042	150
oyster_0.001_8x_1.hist	histogram	genome-skim	8.30	94741477	0.68	141.51	0.0044	150
oyster_0.002_8x_1.hist	histogram	genome-skim	8.29	94792670	0.69	138.26	0.0043	150
oyster_0.002_1x_1.hist	histogram	genome-skim	1.03	95541215	0.69	138.60	0.0047	150
oyster_0.004_8x_1.hist	histogram	genome-skim	8.25	95312447	0.71	129.28	0.0042	150
oyster_0.006_8x_1.hist	histogram	genome-skim	8.24	95407042	0.73	120.08	0.0041	150
oyster_0.004_2x_1.hist	histogram	genome-skim	2.02	97315534	0.69	128.48	0.0041	150
oyster_0.01_8x_1.hist	histogram	genome-skim	8.16	96299579	0.76	106.62	0.0039	150
