sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_1x_23.hist	histogram	genome-skim	0.98	105763549	0.54	7.22	0.0076	150
moss_0.0_1x_20.hist	histogram	genome-skim	0.97	106535673	0.56	7.05	0.0128	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.88	110106220	0.46	6.95	0.0050	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.95	109559495	0.63	4.88	0.0117	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.05	102485258	0.52	6.48	0.0078	150
moss_0.001_1x_23.hist	histogram	genome-skim	1.01	103084193	0.53	6.51	0.0075	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.41	98575854	0.54	6.67	0.0052	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.63	96157455	0.69	5.07	0.0129	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.41	98609162	0.56	6.46	0.0051	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101156877	0.67	4.94	0.0127	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.96	105587027	0.62	4.93	0.0043	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.62	65717163	0.82	10.62	0.0265	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.68	65392415	0.85	10.31	0.0261	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.77	110018437	0.47	7.09	0.0143	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.98	104494388	0.63	4.93	0.0065	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.91	106142717	0.52	6.73	0.0141	150
moss_0.01_1x_23.hist	histogram	genome-skim	1.00	103759794	0.64	4.89	0.0067	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.94	109733371	0.60	4.95	0.0047	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.96	105543811	0.52	6.89	0.0135	150
moss_0.0_1x_25.hist	histogram	genome-skim	0.99	104223964	0.51	6.74	0.0055	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98740315	0.67	4.78	0.0068	150
moss_0.01_2x_20.hist	histogram	genome-skim	1.99	104278653	0.64	5.08	0.0122	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.84	112404251	0.45	6.42	0.0050	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.04	102517536	0.51	6.95	0.0080	150
moss_0.001_1x_25.hist	histogram	genome-skim	1.00	104106614	0.51	6.32	0.0054	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.08	101592286	0.53	6.45	0.0051	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.89	109635840	0.48	6.50	0.0074	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.07	101793355	0.51	6.54	0.0052	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.58	96645867	0.55	6.81	0.0079	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.10	101110939	0.66	4.78	0.0067	150
