sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.01_4x_17.hist	histogram	genome-skim	3.96	101489103	0.93	5.26	0.0204	150
rotifer_0.01_2x_30.hist	histogram	genome-skim	2.00	100233944	0.90	5.59	0.0011	150
rotifer_0.01_4x_30.hist	histogram	genome-skim	4.01	100176497	0.90	5.79	0.0011	150
rotifer_0.001_1x_17.hist	histogram	genome-skim	0.98	102413571	0.95	8.48	0.0212	150
rotifer_0.0_4x_30.hist	histogram	genome-skim	4.00	100306297	0.85	7.61	0.0012	150
rotifer_0.001_8x_17.hist	histogram	genome-skim	9.21	87226584	0.99	9.11	0.0246	150
rotifer_0.0_4x_17.hist	histogram	genome-skim	3.97	101199959	0.89	8.94	0.0208	150
rotifer_0.001_2x_17.hist	histogram	genome-skim	1.98	101275924	0.89	8.05	0.0209	150
rotifer_0.0_1x_17.hist	histogram	genome-skim	0.99	101422206	0.94	9.44	0.0213	150
rotifer_0.001_4x_17.hist	histogram	genome-skim	3.96	101333390	0.89	7.65	0.0208	150
rotifer_0.0_2x_17.hist	histogram	genome-skim	1.97	101853443	0.88	8.88	0.0209	150
rotifer_0.001_8x_30.hist	histogram	genome-skim	8.03	100048113	0.86	7.75	0.0012	150
rotifer_0.001_2x_30.hist	histogram	genome-skim	2.00	100363207	0.86	7.70	0.0012	150
rotifer_0.0_8x_17.hist	histogram	genome-skim	9.26	86795005	0.99	8.61	0.0248	150
rotifer_0.01_1x_17.hist	histogram	genome-skim	0.96	104787018	0.95	5.81	0.0206	150
rotifer_0.01_1x_30.hist	histogram	genome-skim	1.04	96607836	0.93	5.17	0.0017	150
rotifer_0.01_8x_17.hist	histogram	genome-skim	8.99	89334960	1.00	6.17	0.0238	150
rotifer_0.01_8x_30.hist	histogram	genome-skim	8.02	100130400	0.90	5.34	0.0011	150
rotifer_0.0_1x_30.hist	histogram	genome-skim	1.00	99954651	0.86	7.64	0.0017	150
rotifer_0.001_1x_30.hist	histogram	genome-skim	0.98	102724627	0.86	7.47	0.0016	150
rotifer_0.01_2x_17.hist	histogram	genome-skim	1.98	101251614	0.93	5.91	0.0205	150
rotifer_0.0_2x_30.hist	histogram	genome-skim	2.01	100042847	0.85	7.29	0.0013	150
rotifer_0.0_8x_30.hist	histogram	genome-skim	8.03	100073179	0.85	7.95	0.0012	150
rotifer_0.001_4x_30.hist	histogram	genome-skim	4.01	100141710	0.86	7.77	0.0012	150
