sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
leech_0.01_1x_1.hist	histogram	genome-skim	0.99	153514953	0.96	187.08	0.0032	150
leech_0.004_2x_1.hist	histogram	genome-skim	2.00	152315477	0.94	226.95	0.0033	150
leech_0.008_2x_1.hist	histogram	genome-skim	2.01	151499195	0.95	199.94	0.0033	150
leech_0.002_1x_1.hist	histogram	genome-skim	0.98	155389069	0.95	236.18	0.0032	150
leech_0.02_4x_1.hist	histogram	genome-skim	4.00	152450452	0.96	137.73	0.0033	150
leech_0.001_8x_1.hist	histogram	genome-skim	8.06	151299054	0.93	247.69	0.0033	150
leech_0.01_4x_1.hist	histogram	genome-skim	4.01	152072446	0.95	189.69	0.0033	150
leech_0.01_8x_1.hist	histogram	genome-skim	8.04	151742058	0.95	188.01	0.0033	150
leech_0.008_4x_1.hist	histogram	genome-skim	4.02	151762652	0.95	199.63	0.0033	150
leech_0.02_1x_1.hist	histogram	genome-skim	0.99	154319379	0.97	136.07	0.0032	150
leech_0.0_4x_1.hist	histogram	genome-skim	4.03	151459899	0.93	256.22	0.0033	150
leech_0.002_4x_1.hist	histogram	genome-skim	4.03	151350456	0.94	240.19	0.0033	150
leech_0.002_2x_1.hist	histogram	genome-skim	2.01	151763150	0.94	237.83	0.0032	150
leech_0.01_2x_1.hist	histogram	genome-skim	2.00	152509346	0.95	185.43	0.0033	150
leech_0.008_8x_1.hist	histogram	genome-skim	8.05	151635153	0.95	200.29	0.0033	150
leech_0.02_2x_1.hist	histogram	genome-skim	1.99	153145731	0.96	138.67	0.0032	150
leech_0.004_8x_1.hist	histogram	genome-skim	8.06	151356909	0.94	224.95	0.0033	150
leech_0.006_8x_1.hist	histogram	genome-skim	8.05	151495200	0.94	211.93	0.0033	150
leech_0.006_2x_1.hist	histogram	genome-skim	2.00	152197453	0.95	212.45	0.0033	150
leech_0.006_4x_1.hist	histogram	genome-skim	4.02	151921877	0.94	211.29	0.0033	150
leech_0.0_1x_1.hist	histogram	genome-skim	0.99	154486122	0.94	258.66	0.0033	150
leech_0.006_1x_1.hist	histogram	genome-skim	0.99	153987517	0.95	213.87	0.0032	150
leech_0.001_2x_1.hist	histogram	genome-skim	2.01	151565869	0.94	246.89	0.0033	150
leech_0.002_8x_1.hist	histogram	genome-skim	8.07	151252056	0.94	240.91	0.0033	150
leech_0.0_8x_1.hist	histogram	genome-skim	8.07	151165611	0.93	254.53	0.0033	150
leech_0.001_1x_1.hist	histogram	genome-skim	1.01	151790402	0.95	245.29	0.0033	150
leech_0.008_1x_1.hist	histogram	genome-skim	0.99	153542317	0.96	197.01	0.0032	150
leech_0.0_2x_1.hist	histogram	genome-skim	2.01	151384405	0.94	254.55	0.0033	150
leech_0.001_4x_1.hist	histogram	genome-skim	4.03	151373805	0.94	246.81	0.0033	150
leech_0.02_8x_1.hist	histogram	genome-skim	8.03	152065838	0.96	138.12	0.0032	150
leech_0.004_4x_1.hist	histogram	genome-skim	4.02	151639676	0.94	224.31	0.0033	150
leech_0.004_1x_1.hist	histogram	genome-skim	1.00	153135505	0.95	225.34	0.0033	150
