sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_8x_30.hist	histogram	genome-skim	8.12	102132558	0.53	6.20	0.0017	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.98	104168004	0.50	6.46	0.0018	150
moss_0.0_1x_30.hist	histogram	genome-skim	0.98	105607370	0.48	6.85	0.0029	150
moss_0.01_2x_17.hist	histogram	genome-skim	1.91	108423784	0.66	5.33	0.0225	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.82	126544005	0.66	5.10	0.0212	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.54	117084431	0.56	6.92	0.0239	150
moss_0.01_4x_30.hist	histogram	genome-skim	3.98	104126255	0.63	4.74	0.0014	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.98	106255804	0.62	4.93	0.0023	150
moss_0.0_2x_17.hist	histogram	genome-skim	1.82	113709481	0.58	7.24	0.0237	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.62	114523632	0.62	4.99	0.0226	150
moss_0.0_8x_17.hist	histogram	genome-skim	7.14	116240212	0.53	9.10	0.0312	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.81	114498052	0.43	6.70	0.0018	150
moss_0.001_8x_17.hist	histogram	genome-skim	7.45	111284482	0.57	8.71	0.0310	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.09	102530996	0.65	4.91	0.0014	150
moss_0.001_2x_17.hist	histogram	genome-skim	1.87	110998240	0.60	6.73	0.0236	150
moss_0.001_4x_30.hist	histogram	genome-skim	3.96	104620326	0.51	6.12	0.0017	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.81	106216839	0.65	6.31	0.0291	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.81	114747900	0.44	6.24	0.0018	150
moss_0.001_1x_17.hist	histogram	genome-skim	0.71	146466009	0.55	6.77	0.0221	150
moss_0.0_4x_17.hist	histogram	genome-skim	3.56	116579887	0.56	7.05	0.0241	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.10	102372661	0.52	6.34	0.0018	150
moss_0.0_1x_17.hist	histogram	genome-skim	0.99	104499264	0.65	7.34	0.0222	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.96	105918024	0.62	4.72	0.0015	150
moss_0.001_1x_30.hist	histogram	genome-skim	0.99	104767080	0.49	6.20	0.0029	150
