sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.008_4x_1.hist	histogram	genome-skim	4.06	102036029	0.62	5.06	0.0045	150
moss_0.02_4x_1.hist	histogram	genome-skim	4.05	102411625	0.74	3.57	0.0039	150
moss_0.006_4x_1.hist	histogram	genome-skim	4.08	101603510	0.60	5.30	0.0046	150
moss_0.002_4x_1.hist	histogram	genome-skim	4.08	101600807	0.54	6.10	0.0050	150
moss_0.004_1x_1.hist	histogram	genome-skim	1.00	103615540	0.60	6.00	0.0051	150
moss_0.0_4x_1.hist	histogram	genome-skim	4.06	102027220	0.51	6.73	0.0052	150
moss_0.002_2x_1.hist	histogram	genome-skim	1.84	112459384	0.47	6.17	0.0048	150
moss_0.01_4x_1.hist	histogram	genome-skim	4.07	101860223	0.65	4.86	0.0043	150
moss_0.008_2x_1.hist	histogram	genome-skim	1.96	105793379	0.59	5.01	0.0044	150
moss_0.01_1x_1.hist	histogram	genome-skim	0.99	104842608	0.63	5.02	0.0047	150
moss_0.0_2x_1.hist	histogram	genome-skim	1.88	109995948	0.46	6.53	0.0050	150
moss_0.0_1x_1.hist	histogram	genome-skim	1.06	98185310	0.56	6.67	0.0055	150
moss_0.006_1x_1.hist	histogram	genome-skim	0.95	108919809	0.55	5.30	0.0050	150
moss_0.001_2x_1.hist	histogram	genome-skim	1.86	111693971	0.46	6.61	0.0050	150
moss_0.006_2x_1.hist	histogram	genome-skim	1.94	107048790	0.56	5.55	0.0045	150
moss_0.01_8x_1.hist	histogram	genome-skim	8.27	100241144	0.66	4.74	0.0044	150
moss_0.008_1x_1.hist	histogram	genome-skim	0.97	107213318	0.59	4.99	0.0048	150
moss_0.02_1x_1.hist	histogram	genome-skim	1.00	103437563	0.76	3.51	0.0042	150
moss_0.002_8x_1.hist	histogram	genome-skim	8.39	98815829	0.57	6.33	0.0050	150
moss_0.01_2x_1.hist	histogram	genome-skim	1.99	104326622	0.63	4.73	0.0043	150
moss_0.02_8x_1.hist	histogram	genome-skim	8.18	101406257	0.75	3.67	0.0039	150
moss_0.008_8x_1.hist	histogram	genome-skim	8.30	99860299	0.64	4.99	0.0045	150
moss_0.004_8x_1.hist	histogram	genome-skim	8.36	99186632	0.60	5.69	0.0048	150
moss_0.002_1x_1.hist	histogram	genome-skim	0.97	106951499	0.52	6.24	0.0053	150
moss_0.001_1x_1.hist	histogram	genome-skim	0.96	108493890	0.51	6.63	0.0054	150
moss_0.001_8x_1.hist	histogram	genome-skim	8.42	98506688	0.55	6.38	0.0051	150
moss_0.02_2x_1.hist	histogram	genome-skim	2.00	103636875	0.73	3.71	0.0039	150
moss_0.006_8x_1.hist	histogram	genome-skim	8.33	99616239	0.62	5.47	0.0046	150
moss_0.0_8x_1.hist	histogram	genome-skim	8.43	98395809	0.54	6.85	0.0052	150
moss_0.004_2x_1.hist	histogram	genome-skim	1.89	109805723	0.51	5.83	0.0047	150
moss_0.004_4x_1.hist	histogram	genome-skim	4.07	101828052	0.57	5.86	0.0048	150
moss_0.001_4x_1.hist	histogram	genome-skim	4.08	101664718	0.53	6.34	0.0051	150
