sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.01_2x_17.hist	histogram	genome-skim	1.81	114265638	0.63	4.97	0.0224	150
moss_0.001_4x_30.hist	histogram	genome-skim	4.00	103642558	0.52	6.09	0.0017	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.96	105537929	0.62	4.71	0.0015	150
moss_0.001_8x_30.hist	histogram	genome-skim	8.13	102046364	0.54	6.22	0.0017	150
moss_0.01_4x_30.hist	histogram	genome-skim	4.01	103521339	0.64	4.61	0.0014	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.55	116723163	0.57	7.04	0.0239	150
moss_0.001_1x_30.hist	histogram	genome-skim	0.96	108344139	0.49	6.35	0.0028	150
moss_0.001_2x_17.hist	histogram	genome-skim	1.90	109285914	0.59	6.74	0.0236	150
moss_0.0_1x_30.hist	histogram	genome-skim	0.98	106325274	0.48	6.73	0.0029	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.80	115467692	0.44	6.10	0.0018	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.83	113277225	0.44	6.33	0.0019	150
moss_0.0_2x_17.hist	histogram	genome-skim	1.90	109245150	0.59	7.36	0.0238	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.95	109220643	0.71	5.07	0.0212	150
moss_0.001_1x_17.hist	histogram	genome-skim	1.03	100880900	0.71	6.77	0.0222	150
moss_0.0_8x_17.hist	histogram	genome-skim	7.40	112081932	0.56	8.96	0.0312	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.95	104895954	0.50	6.43	0.0018	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.66	113428947	0.63	5.08	0.0226	150
moss_0.0_1x_17.hist	histogram	genome-skim	0.74	139300997	0.57	7.15	0.0223	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.99	105195568	0.62	4.97	0.0024	150
moss_0.001_8x_17.hist	histogram	genome-skim	7.39	112278117	0.56	8.70	0.0310	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.15	101781807	0.52	6.41	0.0018	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.85	105659600	0.66	6.16	0.0291	150
moss_0.0_4x_17.hist	histogram	genome-skim	3.57	116279356	0.56	7.24	0.0241	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.07	102769854	0.65	4.62	0.0014	150
