sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.0_8x_25.hist	histogram	genome-skim	8.09	99252259	0.86	7.73	0.0036	150
rotifer_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.03	99595526	0.86	7.96	0.0028	150
rotifer_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.03	99056607	0.88	7.79	0.0167	150
rotifer_0.001_4x_25.hist	histogram	genome-skim	4.04	99525503	0.87	7.76	0.0036	150
rotifer_0.0_2x_25.hist	histogram	genome-skim	2.01	99999493	0.86	8.04	0.0036	150
rotifer_0.01_8x_20.hist	histogram	genome-skim	8.15	98534032	0.92	5.77	0.0106	150
rotifer_0.01_2x_25.hist	histogram	genome-skim	2.01	100101661	0.91	6.61	0.0034	150
rotifer_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.01	99483408	0.87	8.79	0.0031	150
rotifer_0.0_8x_23.hist	histogram	genome-skim	8.14	98689895	0.87	7.76	0.0056	150
rotifer_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.03	99972831	0.90	5.94	0.0027	150
rotifer_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.02	98255250	0.91	8.44	0.0113	150
rotifer_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.01	100089493	0.89	7.48	0.0167	150
rotifer_0.01_8x_25.hist	histogram	genome-skim	8.06	99686833	0.91	5.48	0.0034	150
rotifer_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.19	98102267	0.92	5.64	0.0113	150
rotifer_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.04	99536039	0.87	7.82	0.0028	150
rotifer_0.01_4x_25.hist	histogram	genome-skim	4.01	100057913	0.90	5.70	0.0034	150
rotifer_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.00	100383459	0.93	5.85	0.0163	150
rotifer_0.001_2x_20.hist	histogram	genome-skim	2.03	98969702	0.88	7.50	0.0108	150
rotifer_0.0_4x_20.hist	histogram	genome-skim	4.06	98883994	0.88	7.38	0.0109	150
rotifer_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.09	99361837	0.86	7.96	0.0028	150
rotifer_0.0_2x_20.hist	histogram	genome-skim	2.02	99294279	0.87	7.63	0.0108	150
rotifer_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.29	96927273	0.89	7.74	0.0117	150
rotifer_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.97	103995079	0.95	6.03	0.0161	150
rotifer_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.04	99508597	0.89	8.44	0.0168	150
rotifer_0.0_8x_20.hist	histogram	genome-skim	8.23	97661052	0.88	7.59	0.0110	150
rotifer_0.01_2x_23.hist	histogram	genome-skim	2.00	100202847	0.91	5.69	0.0053	150
rotifer_0.01_1x_20.hist	histogram	genome-skim	1.01	99273059	0.93	5.49	0.0104	150
rotifer_0.001_8x_20.hist	histogram	genome-skim	8.22	97693847	0.88	8.04	0.0110	150
rotifer_0.001_4x_20.hist	histogram	genome-skim	4.04	99346724	0.88	8.27	0.0109	150
rotifer_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	98197803	0.87	8.44	0.0115	150
rotifer_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	97994143	0.88	7.83	0.0115	150
rotifer_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.21	97888689	0.93	5.65	0.0166	150
rotifer_0.001_1x_25.hist	histogram	genome-skim	1.01	99522426	0.88	7.16	0.0038	150
rotifer_0.0_1x_20.hist	histogram	genome-skim	1.03	97828774	0.91	8.73	0.0108	150
rotifer_0.001_2x_25.hist	histogram	genome-skim	2.00	100269258	0.86	7.52	0.0035	150
rotifer_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.30	96760436	0.88	7.69	0.0118	150
rotifer_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.01	99775688	0.91	5.48	0.0027	150
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96559160	0.89	7.45	0.0171	150
rotifer_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.02	99637474	0.86	8.00	0.0029	150
rotifer_0.01_1x_25.hist	histogram	genome-skim	1.01	99230200	0.93	4.76	0.0036	150
rotifer_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.02	99535698	0.89	7.30	0.0166	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.01	99119892	0.88	7.48	0.0032	150
rotifer_0.01_4x_23.hist	histogram	genome-skim	4.03	99689389	0.91	5.69	0.0054	150
rotifer_0.001_1x_20.hist	histogram	genome-skim	0.98	102484621	0.90	6.67	0.0106	150
rotifer_0.0_2x_23.hist	histogram	genome-skim	2.01	99829713	0.86	7.55	0.0056	150
rotifer_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.97	103713380	0.89	8.31	0.0161	150
rotifer_0.001_8x_23.hist	histogram	genome-skim	8.14	98694685	0.87	7.27	0.0056	150
rotifer_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.01	99985148	0.92	5.28	0.0163	150
rotifer_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	97974125	0.92	7.80	0.0167	150
