sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.38	174732034	0.57	40.56	0.0038	150
club-moss_0.001_2x_23.hist	histogram	genome-skim	2.44	170327853	0.62	38.24	0.0068	150
club-moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.24	185571473	0.73	29.44	0.0128	150
club-moss_0.0_8x_25.hist	histogram	genome-skim	8.65	191959223	0.46	41.06	0.0058	150
club-moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.19	198201957	0.66	27.39	0.0033	150
club-moss_0.0_1x_20.hist	histogram	genome-skim	1.22	170443677	0.66	39.54	0.0110	150
club-moss_0.0_2x_23.hist	histogram	genome-skim	2.49	166675757	0.61	39.44	0.0069	150
club-moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.51	195297813	0.45	40.12	0.0045	150
club-moss_0.0_1x_23.hist	histogram	genome-skim	1.26	165476144	0.64	39.09	0.0064	150
club-moss_0.001_8x_25.hist	histogram	genome-skim	8.57	193902464	0.48	39.60	0.0055	150
club-moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	9.20	180601384	0.70	39.16	0.0269	150
club-moss_0.01_2x_25.hist	histogram	genome-skim	2.17	191186332	0.70	28.96	0.0041	150
club-moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.14	200525927	0.44	38.60	0.0041	150
club-moss_0.0_2x_20.hist	histogram	genome-skim	2.57	161454885	0.64	41.60	0.0124	150
club-moss_0.001_2x_25.hist	histogram	genome-skim	2.39	174072725	0.60	38.27	0.0046	150
club-moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.12	185638538	0.74	28.22	0.0037	150
club-moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.28	161969995	0.67	39.47	0.0039	150
club-moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.25	195428283	0.52	41.35	0.0201	150
club-moss_0.001_4x_20.hist	histogram	genome-skim	4.21	197269430	0.48	41.80	0.0141	150
club-moss_0.001_8x_20.hist	histogram	genome-skim	9.25	179633931	0.52	44.03	0.0155	150
club-moss_0.001_2x_20.hist	histogram	genome-skim	2.43	171238971	0.62	39.43	0.0123	150
club-moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.11	201998556	0.46	38.81	0.0040	150
club-moss_0.01_1x_25.hist	histogram	genome-skim	1.12	185291466	0.74	28.90	0.0043	150
club-moss_0.0_4x_25.hist	histogram	genome-skim	4.16	199442257	0.45	39.42	0.0050	150
club-moss_0.0_4x_23.hist	histogram	genome-skim	4.29	193620318	0.47	41.78	0.0080	150
club-moss_0.01_1x_20.hist	histogram	genome-skim	1.00	208357942	0.70	27.23	0.0107	150
club-moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.17	191432649	0.70	29.21	0.0033	150
club-moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.97	213471726	0.49	36.98	0.0162	150
club-moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.35	176502193	0.59	37.89	0.0037	150
club-moss_0.01_4x_23.hist	histogram	genome-skim	4.16	199638963	0.64	28.94	0.0066	150
club-moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.44	196733059	0.47	38.52	0.0043	150
club-moss_0.0_8x_20.hist	histogram	genome-skim	9.46	175648894	0.52	45.11	0.0159	150
club-moss_0.01_2x_20.hist	histogram	genome-skim	2.24	185198047	0.73	29.23	0.0117	150
club-moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.83	250278594	0.57	28.21	0.0161	150
club-moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	205485081	0.48	39.93	0.0121	150
club-moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.12	196093582	0.51	39.29	0.0183	150
club-moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.74	170587195	0.55	44.94	0.0171	150
club-moss_0.0_1x_25.hist	histogram	genome-skim	1.31	158597791	0.67	38.85	0.0046	150
club-moss_0.01_1x_23.hist	histogram	genome-skim	1.12	185077511	0.75	27.98	0.0061	150
club-moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.27	163046105	0.64	41.16	0.0039	150
club-moss_0.0_8x_23.hist	histogram	genome-skim	8.87	187311701	0.48	42.04	0.0086	150
club-moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.65	178731483	0.54	41.68	0.0154	150
club-moss_0.01_8x_25.hist	histogram	genome-skim	8.31	199960257	0.64	28.29	0.0044	150
club-moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.61	180322904	0.51	44.52	0.0157	150
club-moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.26	201175421	0.64	27.76	0.0034	150
club-moss_0.0_2x_25.hist	histogram	genome-skim	2.41	172520965	0.58	39.39	0.0046	150
club-moss_0.001_1x_20.hist	histogram	genome-skim	1.17	177197538	0.66	37.50	0.0110	150
club-moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.40	188959363	0.69	30.62	0.0135	150
club-moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	204519360	0.52	36.29	0.0162	150
club-moss_0.01_8x_20.hist	histogram	genome-skim	8.74	190170211	0.68	30.09	0.0130	150
club-moss_0.001_1x_25.hist	histogram	genome-skim	1.28	161714916	0.68	38.44	0.0046	150
club-moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.07	200203019	0.52	39.00	0.0183	150
club-moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.16	126206381	0.75	62.90	0.0327	150
club-moss_0.0_4x_20.hist	histogram	genome-skim	4.36	190306920	0.49	43.47	0.0143	150
club-moss_0.01_4x_20.hist	histogram	genome-skim	4.27	194311701	0.69	30.02	0.0124	150
club-moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.14	182498135	0.79	28.70	0.0117	150
club-moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.12	196318933	0.70	28.99	0.0176	150
club-moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.98	184917285	0.69	30.81	0.0142	150
club-moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.25	195495393	0.50	42.92	0.0203	150
club-moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.90	167732044	0.54	46.14	0.0176	150
club-moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.33	155666747	0.74	38.31	0.0121	150
club-moss_0.001_1x_23.hist	histogram	genome-skim	1.29	160493908	0.69	38.34	0.0064	150
club-moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.66	156179813	0.65	41.05	0.0138	150
club-moss_0.01_8x_23.hist	histogram	genome-skim	8.48	195797551	0.66	28.72	0.0068	150
club-moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.16	199464102	0.68	29.31	0.0184	150
club-moss_0.001_4x_25.hist	histogram	genome-skim	4.13	201209910	0.46	39.52	0.0049	150
club-moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.64	121797531	0.75	65.83	0.0336	150
club-moss_0.001_8x_23.hist	histogram	genome-skim	8.74	190050087	0.49	40.10	0.0083	150
club-moss_0.001_4x_23.hist	histogram	genome-skim	4.21	197297423	0.47	39.88	0.0078	150
