sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
oyster_0.001_8x_1.hist	histogram	genome-skim	8.30	94665913	0.68	141.33	0.0044	150
oyster_0.001_2x_1.hist	histogram	genome-skim	2.01	97952534	0.65	141.55	0.0042	150
oyster_0.004_2x_1.hist	histogram	genome-skim	2.02	97264530	0.69	129.06	0.0041	150
oyster_0.0_1x_1.hist	histogram	genome-skim	0.88	111771841	0.53	148.97	0.0048	150
oyster_0.008_8x_1.hist	histogram	genome-skim	8.20	95854395	0.75	112.92	0.0040	150
oyster_0.02_4x_1.hist	histogram	genome-skim	4.04	97276539	0.83	76.19	0.0036	150
oyster_0.006_8x_1.hist	histogram	genome-skim	8.21	95695768	0.73	121.63	0.0041	150
oyster_0.004_4x_1.hist	histogram	genome-skim	4.09	96173315	0.70	129.68	0.0042	150
oyster_0.008_1x_1.hist	histogram	genome-skim	1.02	96212667	0.76	113.42	0.0043	150
oyster_0.002_2x_1.hist	histogram	genome-skim	2.00	98063283	0.66	139.14	0.0042	150
oyster_0.0_4x_1.hist	histogram	genome-skim	4.08	96239084	0.65	147.39	0.0044	150
oyster_0.01_8x_1.hist	histogram	genome-skim	8.18	96076959	0.77	106.88	0.0039	150
oyster_0.01_2x_1.hist	histogram	genome-skim	2.01	97942706	0.75	105.99	0.0039	150
oyster_0.008_4x_1.hist	histogram	genome-skim	4.07	96645021	0.74	112.67	0.0040	150
oyster_0.02_1x_1.hist	histogram	genome-skim	1.02	96601342	0.85	75.96	0.0039	150
oyster_0.01_1x_1.hist	histogram	genome-skim	1.00	98236729	0.77	105.23	0.0042	150
oyster_0.004_8x_1.hist	histogram	genome-skim	8.25	95228307	0.71	130.32	0.0042	150
oyster_0.006_4x_1.hist	histogram	genome-skim	4.07	96596096	0.72	121.17	0.0040	150
oyster_0.006_1x_1.hist	histogram	genome-skim	1.03	95359794	0.75	117.49	0.0044	150
oyster_0.0_8x_1.hist	histogram	genome-skim	8.32	94513570	0.67	147.09	0.0045	150
oyster_0.008_2x_1.hist	histogram	genome-skim	2.01	97568396	0.73	113.40	0.0039	150
oyster_0.0_2x_1.hist	histogram	genome-skim	1.99	98805724	0.63	146.74	0.0043	150
oyster_0.02_8x_1.hist	histogram	genome-skim	8.11	96862537	0.84	75.90	0.0036	150
oyster_0.001_1x_1.hist	histogram	genome-skim	0.86	113716694	0.53	143.15	0.0046	150
oyster_0.004_1x_1.hist	histogram	genome-skim	1.02	96339937	0.73	129.36	0.0044	150
oyster_0.001_4x_1.hist	histogram	genome-skim	4.09	96049495	0.67	140.52	0.0043	150
oyster_0.002_8x_1.hist	histogram	genome-skim	8.25	95236089	0.69	137.31	0.0043	150
oyster_0.01_4x_1.hist	histogram	genome-skim	4.06	96869884	0.76	106.62	0.0039	150
oyster_0.002_1x_1.hist	histogram	genome-skim	1.03	95660849	0.70	141.75	0.0046	150
oyster_0.006_2x_1.hist	histogram	genome-skim	2.03	96929241	0.72	119.16	0.0040	150
oyster_0.02_2x_1.hist	histogram	genome-skim	2.01	97872671	0.83	77.65	0.0036	150
oyster_0.002_4x_1.hist	histogram	genome-skim	4.08	96308757	0.68	137.58	0.0043	150
