sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.004_8x_1.hist	histogram	genome-skim	8.36	99215375	0.59	6.01	0.0048	150
moss_0.001_8x_1.hist	histogram	genome-skim	8.40	98693880	0.55	6.54	0.0051	150
moss_0.0_1x_1.hist	histogram	genome-skim	1.01	102740202	0.50	7.02	0.0055	150
moss_0.004_4x_1.hist	histogram	genome-skim	4.08	101757368	0.57	6.05	0.0048	150
moss_0.0_4x_1.hist	histogram	genome-skim	4.07	101965479	0.51	6.52	0.0052	150
moss_0.01_1x_1.hist	histogram	genome-skim	0.98	105820763	0.62	4.93	0.0047	150
moss_0.0_2x_1.hist	histogram	genome-skim	1.88	110317204	0.45	7.09	0.0050	150
moss_0.01_4x_1.hist	histogram	genome-skim	4.08	101668884	0.65	4.72	0.0043	150
moss_0.008_4x_1.hist	histogram	genome-skim	4.08	101684752	0.62	5.02	0.0045	150
moss_0.002_8x_1.hist	histogram	genome-skim	8.39	98895693	0.57	6.13	0.0050	150
moss_0.0_8x_1.hist	histogram	genome-skim	8.42	98475671	0.54	6.82	0.0052	150
moss_0.006_4x_1.hist	histogram	genome-skim	4.07	101782552	0.60	5.44	0.0046	150
moss_0.004_2x_1.hist	histogram	genome-skim	1.90	108991141	0.52	5.87	0.0047	150
moss_0.002_2x_1.hist	histogram	genome-skim	1.83	113155266	0.47	6.35	0.0048	150
moss_0.006_2x_1.hist	histogram	genome-skim	1.94	107009753	0.56	5.44	0.0045	150
moss_0.002_1x_1.hist	histogram	genome-skim	0.97	106899561	0.51	6.42	0.0053	150
moss_0.01_8x_1.hist	histogram	genome-skim	8.27	100226102	0.66	4.76	0.0044	150
moss_0.02_8x_1.hist	histogram	genome-skim	8.18	101361295	0.75	3.39	0.0039	150
moss_0.008_2x_1.hist	histogram	genome-skim	1.94	106797898	0.58	5.06	0.0044	150
moss_0.008_1x_1.hist	histogram	genome-skim	0.97	106378838	0.64	5.38	0.0048	150
moss_0.001_1x_1.hist	histogram	genome-skim	0.96	107623260	0.50	6.34	0.0053	150
moss_0.001_4x_1.hist	histogram	genome-skim	4.07	101850503	0.53	6.47	0.0051	150
moss_0.006_1x_1.hist	histogram	genome-skim	0.96	107959656	0.55	5.55	0.0051	150
moss_0.008_8x_1.hist	histogram	genome-skim	8.31	99832610	0.64	5.11	0.0045	150
moss_0.02_2x_1.hist	histogram	genome-skim	2.00	103594099	0.73	3.45	0.0039	150
moss_0.02_1x_1.hist	histogram	genome-skim	1.03	100591821	0.76	3.41	0.0043	150
moss_0.001_2x_1.hist	histogram	genome-skim	1.84	112910116	0.45	6.39	0.0049	150
moss_0.006_8x_1.hist	histogram	genome-skim	8.33	99600034	0.62	5.56	0.0046	150
moss_0.004_1x_1.hist	histogram	genome-skim	0.94	110229283	0.53	5.82	0.0052	150
moss_0.01_2x_1.hist	histogram	genome-skim	1.99	104395198	0.62	4.72	0.0043	150
moss_0.02_4x_1.hist	histogram	genome-skim	4.04	102527389	0.74	3.39	0.0039	150
moss_0.002_4x_1.hist	histogram	genome-skim	4.06	102026067	0.54	6.31	0.0050	150
