sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
nematode_0.01_2x_1.hist	histogram	genome-skim	2.04	206431277	0.82	19.39	0.0037	150
nematode_0.004_1x_1.hist	histogram	genome-skim	1.02	206268019	0.79	23.38	0.0039	150
nematode_0.008_1x_1.hist	histogram	genome-skim	1.04	202805633	0.83	21.18	0.0039	150
nematode_0.0_1x_1.hist	histogram	genome-skim	1.03	203677002	0.77	27.18	0.0042	150
nematode_0.006_1x_1.hist	histogram	genome-skim	1.02	206888007	0.81	22.36	0.0039	150
nematode_0.02_4x_1.hist	histogram	genome-skim	4.05	207729855	0.88	14.39	0.0035	150
nematode_0.006_2x_1.hist	histogram	genome-skim	2.04	205828782	0.79	22.00	0.0038	150
nematode_0.001_4x_1.hist	histogram	genome-skim	4.12	204105019	0.75	26.45	0.0040	150
nematode_0.001_8x_1.hist	histogram	genome-skim	8.23	204285804	0.74	26.40	0.0040	150
nematode_0.02_2x_1.hist	histogram	genome-skim	2.02	208358262	0.88	14.36	0.0035	150
nematode_0.01_8x_1.hist	histogram	genome-skim	8.14	206556247	0.82	19.59	0.0037	150
nematode_0.01_1x_1.hist	histogram	genome-skim	1.04	202212943	0.85	19.69	0.0039	150
nematode_0.02_8x_1.hist	histogram	genome-skim	8.10	207752463	0.88	14.32	0.0035	150
nematode_0.0_4x_1.hist	histogram	genome-skim	4.14	203306665	0.74	27.27	0.0040	150
nematode_0.008_8x_1.hist	histogram	genome-skim	8.16	206076539	0.80	20.69	0.0037	150
nematode_0.002_2x_1.hist	histogram	genome-skim	2.06	204242920	0.76	25.54	0.0039	150
nematode_0.006_4x_1.hist	histogram	genome-skim	4.07	206800783	0.79	22.07	0.0038	150
nematode_0.001_1x_1.hist	histogram	genome-skim	1.05	200529551	0.78	26.46	0.0041	150
nematode_0.002_8x_1.hist	histogram	genome-skim	8.21	204937254	0.75	25.01	0.0040	150
nematode_0.004_8x_1.hist	histogram	genome-skim	8.20	205153405	0.77	23.97	0.0039	150
nematode_0.0_8x_1.hist	histogram	genome-skim	8.24	204168140	0.73	27.09	0.0041	150
nematode_0.004_2x_1.hist	histogram	genome-skim	2.05	205473250	0.77	23.67	0.0039	150
nematode_0.01_4x_1.hist	histogram	genome-skim	4.05	207693773	0.81	19.56	0.0037	150
nematode_0.02_1x_1.hist	histogram	genome-skim	1.02	206002819	0.90	13.79	0.0036	150
nematode_0.001_2x_1.hist	histogram	genome-skim	2.06	203776902	0.75	25.72	0.0039	150
nematode_0.008_2x_1.hist	histogram	genome-skim	2.04	206022081	0.81	20.66	0.0037	150
nematode_0.004_4x_1.hist	histogram	genome-skim	4.10	205003336	0.77	23.69	0.0039	150
nematode_0.008_4x_1.hist	histogram	genome-skim	4.06	206980042	0.80	20.95	0.0037	150
nematode_0.002_1x_1.hist	histogram	genome-skim	1.01	207891641	0.78	24.77	0.0040	150
nematode_0.0_2x_1.hist	histogram	genome-skim	2.07	203411901	0.74	27.34	0.0040	150
nematode_0.002_4x_1.hist	histogram	genome-skim	4.12	204100308	0.76	25.33	0.0039	150
nematode_0.006_8x_1.hist	histogram	genome-skim	8.18	205733095	0.79	21.93	0.0038	150
