sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.02_8x_1.hist	histogram	genome-skim	8.20	101193802	0.75	3.43	0.0039	150
moss_0.004_1x_1.hist	histogram	genome-skim	0.94	110478168	0.57	6.03	0.0051	150
moss_0.01_1x_1.hist	histogram	genome-skim	0.96	108182056	0.62	4.98	0.0046	150
moss_0.008_8x_1.hist	histogram	genome-skim	8.31	99791943	0.64	5.04	0.0045	150
moss_0.02_2x_1.hist	histogram	genome-skim	2.00	103472539	0.73	3.45	0.0039	150
moss_0.01_2x_1.hist	histogram	genome-skim	1.98	104935154	0.62	5.05	0.0043	150
moss_0.008_1x_1.hist	histogram	genome-skim	0.93	111470870	0.57	5.28	0.0048	150
moss_0.001_4x_1.hist	histogram	genome-skim	4.08	101687607	0.53	6.39	0.0051	150
moss_0.0_2x_1.hist	histogram	genome-skim	1.86	111320852	0.45	6.52	0.0050	150
moss_0.02_1x_1.hist	histogram	genome-skim	1.02	101839783	0.76	3.61	0.0042	150
moss_0.01_4x_1.hist	histogram	genome-skim	4.07	101873005	0.65	4.80	0.0043	150
moss_0.001_1x_1.hist	histogram	genome-skim	0.99	105004685	0.51	6.68	0.0054	150
moss_0.0_8x_1.hist	histogram	genome-skim	8.42	98493894	0.54	6.58	0.0052	150
moss_0.008_4x_1.hist	histogram	genome-skim	4.07	101858599	0.62	4.90	0.0045	150
moss_0.004_8x_1.hist	histogram	genome-skim	8.36	99221680	0.59	5.81	0.0048	150
moss_0.0_1x_1.hist	histogram	genome-skim	1.00	104072626	0.50	7.02	0.0055	150
moss_0.0_4x_1.hist	histogram	genome-skim	4.06	102107015	0.51	6.73	0.0052	150
moss_0.001_2x_1.hist	histogram	genome-skim	1.84	112681092	0.46	6.32	0.0049	150
moss_0.006_4x_1.hist	histogram	genome-skim	4.10	101198071	0.61	5.38	0.0046	150
moss_0.006_2x_1.hist	histogram	genome-skim	1.93	107188826	0.56	5.60	0.0045	150
moss_0.002_1x_1.hist	histogram	genome-skim	0.93	111932230	0.51	6.25	0.0053	150
moss_0.002_2x_1.hist	histogram	genome-skim	1.86	111678797	0.47	6.28	0.0049	150
moss_0.01_8x_1.hist	histogram	genome-skim	8.27	100227985	0.66	4.81	0.0044	150
moss_0.006_1x_1.hist	histogram	genome-skim	0.92	113129160	0.54	5.70	0.0050	150
moss_0.02_4x_1.hist	histogram	genome-skim	4.04	102514757	0.74	3.43	0.0039	150
moss_0.001_8x_1.hist	histogram	genome-skim	8.41	98650906	0.55	6.48	0.0051	150
moss_0.002_4x_1.hist	histogram	genome-skim	4.09	101361991	0.54	6.02	0.0050	150
moss_0.006_8x_1.hist	histogram	genome-skim	8.34	99501893	0.62	5.48	0.0046	150
moss_0.004_4x_1.hist	histogram	genome-skim	4.09	101501854	0.57	5.67	0.0048	150
moss_0.002_8x_1.hist	histogram	genome-skim	8.40	98746407	0.57	6.26	0.0050	150
moss_0.004_2x_1.hist	histogram	genome-skim	1.88	110280275	0.51	5.88	0.0047	150
moss_0.008_2x_1.hist	histogram	genome-skim	1.93	107653628	0.58	5.11	0.0044	150
