sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.0_2x_1.hist	histogram	genome-skim	2.42	171966277	0.59	39.73	0.0046	150
club-moss_0.001_1x_1.hist	histogram	genome-skim	1.22	170623853	0.63	36.53	0.0046	150
club-moss_0.008_1x_1.hist	histogram	genome-skim	1.15	179886918	0.73	30.64	0.0044	150
club-moss_0.0_4x_1.hist	histogram	genome-skim	4.17	199206691	0.45	40.49	0.0050	150
club-moss_0.002_4x_1.hist	histogram	genome-skim	4.12	201564518	0.48	37.07	0.0048	150
club-moss_0.004_2x_1.hist	histogram	genome-skim	2.25	184703768	0.61	35.47	0.0044	150
club-moss_0.008_2x_1.hist	histogram	genome-skim	2.19	189446377	0.67	30.53	0.0042	150
club-moss_0.006_4x_1.hist	histogram	genome-skim	4.31	192707268	0.61	31.54	0.0046	150
club-moss_0.002_8x_1.hist	histogram	genome-skim	8.55	194213356	0.51	37.58	0.0054	150
club-moss_0.01_4x_1.hist	histogram	genome-skim	4.23	196162182	0.66	27.65	0.0043	150
club-moss_0.002_1x_1.hist	histogram	genome-skim	1.26	164267103	0.69	36.69	0.0045	150
club-moss_0.01_2x_1.hist	histogram	genome-skim	2.17	191035973	0.70	27.63	0.0041	150
club-moss_0.01_8x_1.hist	histogram	genome-skim	8.33	199419118	0.64	28.06	0.0044	150
club-moss_0.001_8x_1.hist	histogram	genome-skim	8.61	193029055	0.48	39.62	0.0055	150
club-moss_0.008_4x_1.hist	histogram	genome-skim	4.27	194388542	0.64	30.68	0.0044	150
club-moss_0.001_2x_1.hist	histogram	genome-skim	2.38	174327006	0.60	36.63	0.0046	150
club-moss_0.004_8x_1.hist	histogram	genome-skim	8.47	196027413	0.54	35.08	0.0050	150
club-moss_0.004_4x_1.hist	histogram	genome-skim	4.12	201814140	0.53	34.37	0.0046	150
club-moss_0.004_1x_1.hist	histogram	genome-skim	1.22	170885093	0.70	35.90	0.0045	150
club-moss_0.0_1x_1.hist	histogram	genome-skim	1.24	167836615	0.63	37.95	0.0045	150
club-moss_0.01_1x_1.hist	histogram	genome-skim	1.14	182273319	0.74	29.43	0.0044	150
club-moss_0.006_2x_1.hist	histogram	genome-skim	2.22	187387231	0.64	31.97	0.0043	150
club-moss_0.006_8x_1.hist	histogram	genome-skim	8.43	196977811	0.58	32.27	0.0048	150
club-moss_0.02_1x_1.hist	histogram	genome-skim	1.03	201752512	0.80	20.33	0.0040	150
club-moss_0.02_2x_1.hist	histogram	genome-skim	2.08	199954443	0.77	21.09	0.0038	150
club-moss_0.008_8x_1.hist	histogram	genome-skim	8.36	198617480	0.61	30.68	0.0046	150
club-moss_0.0_8x_1.hist	histogram	genome-skim	8.65	192037967	0.46	40.60	0.0058	150
club-moss_0.002_2x_1.hist	histogram	genome-skim	2.35	176359249	0.61	36.33	0.0045	150
club-moss_0.006_1x_1.hist	histogram	genome-skim	1.18	175240190	0.72	32.34	0.0045	150
club-moss_0.02_4x_1.hist	histogram	genome-skim	4.12	201703302	0.76	20.30	0.0038	150
club-moss_0.02_8x_1.hist	histogram	genome-skim	8.18	203012601	0.75	20.87	0.0039	150
club-moss_0.001_4x_1.hist	histogram	genome-skim	4.14	200833360	0.46	38.44	0.0049	150
