sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
oyster_0.001_1x_1.hist	59396598	12374850	1586539	675835	378428	237083	345832	189964	74797	38145	18468	20550	28570	47173	58528	60611	34939	14557	2314	1259	1896	3103	14741	28662	6554	3640	821	263	86	42	11	2	40544	4676	1486	91	25	12	1	0	0	0	0	0	0	0	0	0	0	26042	106563783
oyster_0.02_2x_1.hist	80750606	4126162	711509	294200	147159	88276	54302	48506	73269	37945	18371	9059	7365	12161	15088	16195	9334	3888	617	1501	2835	4641	10415	3046	178	98	21	5	4734	5489	1625	482	191	21	5	0	0	648	5340	295	97	38	19	6	0	0	0	0	0	4517	98044460
oyster_0.001_8x_1.hist	64278910	5946944	1313107	508422	253369	158976	135265	120829	78701	70481	50575	57148	23502	26296	32626	17770	11518	15375	16258	8850	6640	10871	10091	2951	3452	11048	3995	1285	751	10521	3116	924	1661	4982	3743	232	65	7936	1586	87	883	795	421	2678	2694	897	401	132	43	5634	94930588
oyster_0.006_1x_1.hist	68126414	5466799	996264	419396	222028	134256	103656	50926	74500	37994	22610	25549	35519	58648	33463	10646	6136	2555	405	926	1748	2861	13591	26426	7408	4114	928	297	98	48	13	2	0	0	5862	13033	3745	2042	407	21	6	1	0	0	0	0	0	0	0	12180	93556060
oyster_0.0_8x_1.hist	63272526	5990490	1341202	516104	260150	162658	125039	111695	111100	60777	46472	52512	42358	23414	26399	15113	23971	14265	5911	14549	17060	5330	4638	9017	6270	3482	3494	9318	3105	1551	1698	3396	9055	1043	331	1399	5861	3196	638	34	204	4849	2573	963	159	52	22	1985	3852	2310	94484336
oyster_0.008_2x_1.hist	71393161	5590196	1032604	428417	216692	129865	75423	67373	101768	89182	43178	21293	8174	12556	15578	22542	32425	13509	2148	1168	937	1533	7285	14164	9904	5501	1241	398	131	64	18	4	13539	4313	1371	84	23	11	1	4896	1631	667	353	131	20	5	1	0	0	9162	97512749
oyster_0.01_8x_1.hist	73658797	4736806	1021938	394691	197241	123581	96132	85872	71695	38014	44342	28575	16432	27131	15310	7585	12031	15226	2421	5781	10368	3239	2946	5728	6820	3787	854	880	7253	3625	1073	317	450	1351	6665	415	118	63	1662	3042	1013	414	218	1996	1167	388	172	56	17	3007	96130804
oyster_0.02_8x_1.hist	81059474	3404926	727529	278124	140830	87207	83241	53075	40355	35800	17332	19585	17480	9662	8466	11915	6867	2860	6014	6033	3912	1221	5509	1651	3451	1916	1107	2953	2013	1005	297	104	4954	570	180	10	4	2693	537	28	8	2	1815	784	129	42	17	4	432	1919	96782120
oyster_0.006_4x_1.hist	69439606	5646058	1107355	452452	217364	135947	142366	127173	50073	48495	56567	44959	17260	16791	20832	23183	13363	6977	14688	8782	5696	1779	4977	9676	7945	4413	995	319	3347	9872	2924	867	346	38	11	8779	2522	1375	274	14	3	1161	4284	1605	266	87	38	11	2	6815	96698976
oyster_0.002_8x_1.hist	65612206	5720985	1268151	489152	245023	153621	130848	116884	88299	50983	59470	53411	20505	22717	28185	21793	12562	8066	16980	14278	9260	2893	6786	13194	775	2049	4877	9296	3097	1547	1966	3932	5989	689	624	6369	1830	997	198	10	4820	2048	1086	406	66	2255	1010	335	110	5315	95091304
oyster_0.004_8x_1.hist	67644673	5474305	1200440	464925	231491	145196	119578	106817	87234	46000	53657	41530	26281	28050	17688	14178	22489	12508	5345	13158	8534	6484	7279	2129	3097	9910	4057	5056	1684	841	3441	6881	2751	316	99	3427	3920	2137	426	22	2087	854	452	4522	776	257	114	37	11	5607	95372213
oyster_0.008_8x_1.hist	71710088	4991413	1084380	418281	208995	130934	101291	90481	77710	41902	48877	29814	16117	26610	17023	10476	16617	11093	8065	4390	6745	11042	4949	1447	2870	9184	2197	706	4859	2630	4448	1320	527	59	5161	2555	733	399	78	2428	3414	1398	741	277	45	14	2196	731	242	2076	95892790
oyster_0.01_2x_1.hist	72999761	5302139	947525	395136	203155	121229	66836	59703	90181	80890	39164	19314	7741	12781	15857	22945	23740	9890	1572	1150	2172	3556	16892	5409	317	393	935	2494	11453	5725	1695	502	200	22	6	0	0	1574	10418	577	191	77	40	14	1	0	0	0	0	7167	97112061
oyster_0.001_4x_1.hist	63763140	6569104	1332293	542548	257612	162835	191629	122896	55434	63416	73972	61480	23602	18633	23118	32590	18786	7826	5911	14549	20089	6276	2718	2233	4772	15269	6245	2010	669	333	8956	2660	1063	121	12281	766	219	118	22	2205	6224	2550	1352	506	83	26	11	2	0	8842	96356832
oyster_0.02_4x_1.hist	80798685	3765379	715612	290378	136739	86225	95163	67341	26514	27480	32053	21333	8189	9279	11513	12949	7463	3108	2118	5213	8353	2609	1129	1585	3386	6699	1511	485	160	79	1437	2873	3850	443	140	7	1	0	342	2868	955	390	206	76	11	2	0	308	2025	1214	97317380
oyster_0.008_4x_1.hist	71374253	5442028	1068847	434782	205630	129992	145229	113415	44656	46594	54349	41539	15947	13047	16187	16267	14151	18890	4791	2607	4924	8061	12794	3742	436	1396	3321	8856	4034	2016	596	176	1169	3507	6941	432	123	66	12	1957	4476	1833	972	363	59	18	7	1	0	5804	96914233
oyster_0.004_1x_1.hist	67937765	6083979	1231795	504511	244405	147092	61865	55262	83473	95492	111388	54933	21089	11657	6031	3409	5406	7216	15192	34280	22235	6947	3009	879	1878	6010	3231	1039	345	171	49	13	21091	7603	2418	150	42	22	3	0	0	0	0	0	0	0	0	0	0	18226	96450001
oyster_0.004_4x_1.hist	67405067	5939152	1193732	485965	230458	145423	160803	127809	51810	59270	69136	34095	20170	33304	19030	10775	17091	22816	12424	6763	4386	3245	15415	5114	758	2424	5769	9932	3309	1653	489	144	3832	8369	2661	165	46	3033	605	32	9	3428	3599	1348	223	73	31	9	2	7437	96578427
