sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
leech_0.006_4x_1.hist	histogram	genome-skim	4.02	151773962	0.95	212.33	0.0033	150
leech_0.02_8x_1.hist	histogram	genome-skim	8.02	152121380	0.96	137.48	0.0033	150
leech_0.008_8x_1.hist	histogram	genome-skim	8.05	151585128	0.95	201.18	0.0033	150
leech_0.002_4x_1.hist	histogram	genome-skim	4.02	151608459	0.94	239.80	0.0033	150
leech_0.004_4x_1.hist	histogram	genome-skim	4.02	151732900	0.94	225.54	0.0033	150
leech_0.004_1x_1.hist	histogram	genome-skim	1.00	152022215	0.95	225.86	0.0033	150
leech_0.006_8x_1.hist	histogram	genome-skim	8.05	151544222	0.94	212.10	0.0033	150
leech_0.008_4x_1.hist	histogram	genome-skim	4.02	151827930	0.95	200.02	0.0033	150
leech_0.0_2x_1.hist	histogram	genome-skim	2.02	151397787	0.94	261.34	0.0033	150
leech_0.01_4x_1.hist	histogram	genome-skim	4.02	151907539	0.95	184.51	0.0033	150
leech_0.004_8x_1.hist	histogram	genome-skim	8.06	151483624	0.94	226.02	0.0033	150
leech_0.006_1x_1.hist	histogram	genome-skim	0.99	154809966	0.95	212.58	0.0032	150
leech_0.02_4x_1.hist	histogram	genome-skim	4.01	152384954	0.96	138.91	0.0033	150
leech_0.01_8x_1.hist	histogram	genome-skim	8.05	151708286	0.95	185.46	0.0033	150
leech_0.004_2x_1.hist	histogram	genome-skim	2.01	151637714	0.95	227.52	0.0033	150
leech_0.001_1x_1.hist	histogram	genome-skim	1.01	150452309	0.95	250.94	0.0034	150
leech_0.001_2x_1.hist	histogram	genome-skim	2.01	151610247	0.94	248.76	0.0033	150
leech_0.008_1x_1.hist	histogram	genome-skim	0.98	155273292	0.96	197.25	0.0032	150
leech_0.01_1x_1.hist	histogram	genome-skim	0.98	155260378	0.96	183.38	0.0031	150
leech_0.01_2x_1.hist	histogram	genome-skim	2.00	152404924	0.95	186.81	0.0033	150
leech_0.002_8x_1.hist	histogram	genome-skim	8.06	151318543	0.94	241.59	0.0033	150
leech_0.002_1x_1.hist	histogram	genome-skim	1.00	153239239	0.95	242.52	0.0033	150
leech_0.008_2x_1.hist	histogram	genome-skim	2.00	152420564	0.95	201.39	0.0032	150
leech_0.002_2x_1.hist	histogram	genome-skim	2.01	151889529	0.94	238.03	0.0033	150
leech_0.001_8x_1.hist	histogram	genome-skim	8.06	151342070	0.93	245.72	0.0033	150
leech_0.006_2x_1.hist	histogram	genome-skim	2.00	152498522	0.95	210.80	0.0032	150
leech_0.0_8x_1.hist	histogram	genome-skim	8.07	151273149	0.93	256.78	0.0033	150
leech_0.02_2x_1.hist	histogram	genome-skim	2.00	152822817	0.96	138.72	0.0032	150
leech_0.02_1x_1.hist	histogram	genome-skim	0.98	155356367	0.97	139.99	0.0031	150
leech_0.0_1x_1.hist	histogram	genome-skim	0.99	153555097	0.95	253.98	0.0033	150
leech_0.001_4x_1.hist	histogram	genome-skim	4.03	151445469	0.94	245.71	0.0033	150
leech_0.0_4x_1.hist	histogram	genome-skim	4.04	151223593	0.93	255.18	0.0033	150
