sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
leech_0.006_4x_1.hist	143629324	1651814	331683	124872	64870	40454	28052	13781	20816	19286	9336	4603	5418	8945	5283	1680	1732	2312	4867	2648	1717	535	505	981	2096	1885	424	135	44	21	1844	547	217	24	6	1214	348	188	36	453	798	326	172	63	9	2	0	0	0	1767	151773962
leech_0.02_8x_1.hist	146264862	1360190	222964	90496	43248	27173	24364	11969	12123	7261	6400	6452	2476	3843	2717	1629	2583	2132	338	810	1529	1458	630	209	446	1427	330	105	60	846	876	259	102	194	60	661	438	238	46	1	0	662	469	174	28	8	323	188	61	601	152121380
leech_0.008_8x_1.hist	143466075	1617731	316664	119621	62166	38272	32256	24462	11819	13520	12382	6106	4161	6870	4469	2628	4168	2116	1117	2750	1881	587	907	1764	872	483	215	574	1569	783	231	67	41	124	1919	118	123	66	12	0	615	629	333	124	341	112	49	15	4	1238	151585128
leech_0.002_4x_1.hist	142121590	1895871	366002	139926	70048	43904	36978	18166	23474	20131	9746	4805	6650	10980	6488	2063	1935	2582	5436	2958	1918	598	473	920	1965	3502	789	253	83	40	856	1712	969	110	34	1	0	0	1277	991	329	134	70	25	3	0	0	239	1016	608	151608459
leech_0.004_4x_1.hist	142874977	1792737	347825	132821	66208	41455	39945	29737	11928	13644	15915	9495	3644	3900	4838	7000	4766	1985	757	1862	3517	2656	1150	335	465	674	1604	1858	618	308	90	25	205	616	2319	143	40	21	3	0	0	1085	575	214	34	10	3	0	0	1751	151732900
leech_0.004_1x_1.hist	143962393	1671967	277927	110695	62100	38946	57868	38324	15089	7694	3724	3454	4802	7928	9835	9026	5202	2166	343	186	119	115	545	1060	2265	6233	1406	451	149	73	20	5	1	0	1046	1756	503	273	53	1	0	0	0	0	0	0	0	0	0	3979	152022215
leech_0.006_8x_1.hist	142948512	1717759	334375	125906	65875	40529	34717	22027	16859	14385	7819	8834	8247	4558	2889	4180	5147	2143	1566	2255	2015	628	2986	1327	129	413	984	1551	516	257	75	21	1998	229	72	3	0	891	742	40	12	69	888	332	54	17	6	1	578	601	151544222
leech_0.008_4x_1.hist	144014970	1584128	304212	118790	57065	36034	35740	26008	10245	11720	12909	6365	4227	6979	6120	1946	1894	2527	3395	1847	1197	373	1153	2241	1269	704	158	49	1420	709	209	61	206	617	1601	99	27	13	1	0	871	754	399	148	23	6	2	0	0	1458	151827930
leech_0.0_2x_1.hist	141830174	1813756	398635	143715	80477	50480	47858	23512	15608	17855	15091	15594	5985	3308	2517	3642	5777	7711	3828	2083	1350	421	612	1190	2542	3934	887	284	93	45	12	2	583	1749	2525	156	44	23	3	0	0	0	0	1246	592	196	87	28	8	1407	151397787
leech_0.01_4x_1.hist	144574448	1527825	282274	112750	53308	33687	32669	28096	11062	8160	9518	10039	3853	3488	4326	5158	2972	1237	635	1564	2953	1345	581	287	613	1962	989	317	104	51	132	264	2211	254	79	3	0	0	0	829	929	380	200	74	11	2	0	0	198	1369	151907539
leech_0.004_8x_1.hist	142159617	1887570	348371	133311	67071	41993	29361	26227	20161	10304	12019	10296	4245	7008	5516	2233	3542	4727	2159	1174	1641	2686	2223	649	387	1239	1575	506	167	756	1136	336	187	560	1010	62	16	8	1246	68	21	7	558	658	108	35	14	3	0	1383	151483624
leech_0.006_1x_1.hist	146746215	1746374	388553	136842	73448	46876	27445	24515	37029	21441	10380	5118	1964	3161	3921	5673	8998	4476	711	386	249	236	1122	2181	4105	2280	513	164	53	25	6	0	0	0	1732	1861	534	290	57	2	0	0	0	0	0	0	0	0	0	3342	154809966
leech_0.02_4x_1.hist	146909293	1303633	220739	89991	42894	26944	23609	20840	8204	5261	6136	6933	5343	2952	1527	1441	2284	3049	484	515	973	1592	1919	560	31	24	56	149	1809	903	266	78	30	2	0	612	845	460	91	4	0	0	0	452	581	192	85	27	8	781	152384954
leech_0.01_8x_1.hist	144083122	1561325	302258	114160	59675	36573	28131	25128	10934	12508	10287	5072	5613	6414	3318	2470	3918	1631	1731	2380	1542	481	1807	527	555	1777	770	246	81	39	1465	599	238	26	7	1029	448	243	47	1	312	711	376	140	22	6	1	496	164	703	151708286
leech_0.004_2x_1.hist	143336543	1616270	315644	129400	62886	37719	18653	16661	25166	25680	12432	6130	2352	3134	3887	5624	8920	4533	720	391	349	570	2710	5269	308	170	37	11	5	80	3228	958	382	43	12	0	0	0	956	1175	390	159	83	30	4	0	0	0	0	2241	151637714
leech_0.001_1x_1.hist	141863314	1704719	283589	120609	65815	40613	42899	21076	8297	9383	10944	12366	17191	9502	4916	1563	900	422	888	2185	4126	6755	3503	1024	59	31	6	0	0	0	2177	3865	1545	177	55	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4543	150452309
leech_0.001_2x_1.hist	142296319	1811119	352356	136722	72502	43893	23327	20836	31473	16050	8839	9987	10022	5539	2865	3000	4758	6350	4602	2504	1623	506	334	648	1385	4431	1476	474	157	77	21	5	1566	1205	382	22	5	2	1002	885	294	119	62	22	2	0	0	0	0	2219	151610247
leech_0.008_1x_1.hist	147849274	1618220	366545	129255	69572	44213	30534	27274	26109	13314	7321	8272	11500	6356	3288	1045	601	579	1219	3001	5669	3728	1614	471	26	13	2	0	0	0	0	0	5188	607	192	11	2	0	0	0	0	0	0	0	0	0	0	0	0	3850	155273292
leech_0.01_1x_1.hist	148165169	1573671	238877	101551	55349	34129	33161	16291	6413	5795	6759	7637	10617	11482	5940	1889	1088	452	137	337	636	1041	4944	4711	276	152	33	9	2	0	0	0	1564	2366	752	46	12	5	0	0	0	0	0	0	0	0	0	0	0	3535	155260378
leech_0.01_2x_1.hist	145055943	1548410	275324	112119	53233	33205	27801	24834	21540	10984	5317	3608	5015	8280	7639	2429	1399	582	451	1111	2097	3433	2914	851	49	26	4	0	179	2507	741	219	86	9	1	608	1136	618	122	5	0	0	0	0	0	0	1524	507	168	379	152404924
leech_0.002_8x_1.hist	141585783	1915185	377472	140506	75619	46249	34873	31151	20085	11767	13725	10061	4814	7948	5679	2667	4230	4251	840	2067	3905	1671	723	1026	2191	1563	351	112	562	2133	631	186	73	7	70	1701	488	265	52	1	0	633	826	308	50	15	6	1	0	1432	151318543
leech_0.002_1x_1.hist	144534653	1796326	381888	137590	76976	48778	42020	37535	31383	16004	7748	3820	3793	6262	7769	9591	5528	2302	365	273	515	843	4006	7790	457	253	56	17	4	1	0	0	2313	2643	840	51	13	6	0	0	0	0	0	0	0	0	0	0	0	4398	153239239
leech_0.008_2x_1.hist	144812555	1561396	289266	117894	56138	34412	21618	19310	29167	14874	7200	3550	3920	6473	8030	4657	2684	1117	371	912	1723	2820	3819	1116	64	34	6	1	245	2687	795	235	93	9	2	0	0	0	2718	150	49	19	9	2	0	0	0	0	0	2469	152420564
leech_0.002_2x_1.hist	142638958	1806887	383673	138827	78084	49039	53814	26439	10409	11907	13888	15693	8269	4570	2364	2344	3718	4962	5212	2836	1839	573	247	430	919	2940	2721	875	290	144	41	11	3	0	915	2231	640	348	68	2	0	0	0	0	0	0	892	1322	439	262	151889529
leech_0.001_8x_1.hist	141136314	2025786	382501	145113	74511	46028	41300	26658	17448	17856	9730	10994	8689	4802	4148	6002	4883	2033	1574	3873	3404	1062	593	1153	2464	2275	512	164	53	688	1792	531	211	123	38	797	953	518	102	4	0	851	483	180	29	8	2	609	541	323	151342070
