sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.0_1x_30.hist	histogram	genome-skim	1.02	98639985	0.88	8.03	0.0016	150
rotifer_0.01_4x_30.hist	histogram	genome-skim	4.01	100176592	0.90	5.32	0.0011	150
rotifer_0.01_8x_17.hist	histogram	genome-skim	9.00	89255866	1.00	6.33	0.0238	150
rotifer_0.01_4x_17.hist	histogram	genome-skim	3.96	101416531	0.93	5.28	0.0204	150
rotifer_0.0_8x_30.hist	histogram	genome-skim	8.03	100056599	0.85	7.72	0.0012	150
rotifer_0.001_1x_17.hist	histogram	genome-skim	0.92	109730287	0.93	7.09	0.0207	150
rotifer_0.01_2x_30.hist	histogram	genome-skim	2.01	100141043	0.90	5.59	0.0012	150
rotifer_0.01_1x_17.hist	histogram	genome-skim	0.99	101889023	0.95	6.35	0.0206	150
rotifer_0.01_1x_30.hist	histogram	genome-skim	1.03	97608771	0.92	5.65	0.0016	150
rotifer_0.001_1x_30.hist	histogram	genome-skim	0.99	101134394	0.87	6.63	0.0016	150
rotifer_0.001_8x_17.hist	histogram	genome-skim	9.20	87296868	0.99	8.52	0.0246	150
rotifer_0.01_8x_30.hist	histogram	genome-skim	8.01	100230668	0.90	5.26	0.0011	150
rotifer_0.0_8x_17.hist	histogram	genome-skim	9.25	86842839	0.99	8.72	0.0248	150
rotifer_0.001_2x_30.hist	histogram	genome-skim	2.00	100243645	0.86	7.44	0.0012	150
rotifer_0.001_2x_17.hist	histogram	genome-skim	1.99	100950826	0.89	8.20	0.0209	150
rotifer_0.001_4x_30.hist	histogram	genome-skim	4.01	100177867	0.86	7.40	0.0012	150
rotifer_0.001_8x_30.hist	histogram	genome-skim	8.03	100011961	0.86	7.52	0.0012	150
rotifer_0.0_4x_17.hist	histogram	genome-skim	3.97	101057452	0.89	8.50	0.0208	150
rotifer_0.0_1x_17.hist	histogram	genome-skim	0.98	102255209	0.94	7.27	0.0212	150
rotifer_0.001_4x_17.hist	histogram	genome-skim	3.97	101227038	0.89	8.22	0.0208	150
rotifer_0.0_2x_17.hist	histogram	genome-skim	1.98	101412811	0.88	6.59	0.0209	150
rotifer_0.01_2x_17.hist	histogram	genome-skim	1.99	101074991	0.93	6.42	0.0205	150
rotifer_0.0_2x_30.hist	histogram	genome-skim	2.00	100513481	0.85	7.92	0.0012	150
rotifer_0.0_4x_30.hist	histogram	genome-skim	4.01	100224700	0.85	8.51	0.0012	150
