sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_4x_17.hist	histogram	genome-skim	3.56	116614509	0.56	7.31	0.0241	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.96	104747503	0.50	6.42	0.0018	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.61	114903023	0.62	5.12	0.0226	150
moss_0.001_2x_17.hist	histogram	genome-skim	1.85	112163783	0.59	6.76	0.0236	150
moss_0.01_4x_30.hist	histogram	genome-skim	4.01	103522796	0.64	4.77	0.0014	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.81	114351510	0.43	6.32	0.0019	150
moss_0.01_2x_17.hist	histogram	genome-skim	1.86	111714592	0.64	5.13	0.0225	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.08	102630567	0.65	4.77	0.0014	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.84	105769883	0.65	6.16	0.0291	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.91	114309358	0.69	5.34	0.0212	150
moss_0.001_1x_30.hist	histogram	genome-skim	0.98	106007003	0.49	6.67	0.0028	150
moss_0.001_4x_30.hist	histogram	genome-skim	3.98	104266753	0.51	6.22	0.0017	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.97	106784632	0.61	4.87	0.0024	150
moss_0.001_1x_17.hist	histogram	genome-skim	0.76	135683752	0.58	6.59	0.0220	150
moss_0.0_1x_17.hist	histogram	genome-skim	0.82	127214285	0.57	6.42	0.0223	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.96	105815633	0.61	4.75	0.0016	150
moss_0.001_8x_30.hist	histogram	genome-skim	8.12	102121747	0.53	6.27	0.0017	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.53	117392799	0.56	7.24	0.0239	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.14	101862887	0.52	6.51	0.0018	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.84	112887347	0.45	6.25	0.0018	150
