sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
leech_0.008_1x_1.hist	histogram	genome-skim	0.99	154434305	0.96	199.82	0.0032	150
leech_0.001_2x_1.hist	histogram	genome-skim	2.02	151180834	0.94	246.03	0.0033	150
leech_0.0_4x_1.hist	histogram	genome-skim	4.03	151363112	0.93	254.56	0.0033	150
leech_0.002_2x_1.hist	histogram	genome-skim	2.02	151205318	0.94	239.81	0.0033	150
leech_0.004_4x_1.hist	histogram	genome-skim	4.02	151696621	0.94	226.81	0.0033	150
leech_0.01_1x_1.hist	histogram	genome-skim	0.98	155111085	0.96	180.47	0.0031	150
leech_0.008_4x_1.hist	histogram	genome-skim	4.02	151870248	0.95	196.93	0.0033	150
leech_0.006_1x_1.hist	histogram	genome-skim	0.99	154167703	0.95	212.70	0.0032	150
leech_0.002_8x_1.hist	histogram	genome-skim	8.06	151369593	0.94	240.03	0.0033	150
leech_0.0_8x_1.hist	histogram	genome-skim	8.07	151184922	0.93	254.72	0.0033	150
leech_0.01_4x_1.hist	histogram	genome-skim	4.01	151981648	0.95	188.49	0.0033	150
leech_0.004_2x_1.hist	histogram	genome-skim	2.01	151811741	0.94	225.66	0.0033	150
leech_0.008_2x_1.hist	histogram	genome-skim	2.00	152401057	0.95	200.18	0.0033	150
leech_0.02_2x_1.hist	histogram	genome-skim	2.00	152938537	0.96	136.19	0.0032	150
leech_0.006_8x_1.hist	histogram	genome-skim	8.06	151474878	0.94	211.37	0.0033	150
leech_0.004_1x_1.hist	histogram	genome-skim	1.00	152484536	0.95	224.12	0.0033	150
leech_0.001_4x_1.hist	histogram	genome-skim	4.03	151463813	0.94	247.90	0.0033	150
leech_0.006_4x_1.hist	histogram	genome-skim	4.03	151605973	0.95	212.25	0.0033	150
leech_0.002_1x_1.hist	histogram	genome-skim	1.00	153099250	0.95	239.60	0.0033	150
leech_0.0_2x_1.hist	histogram	genome-skim	2.02	150811227	0.94	254.22	0.0033	150
leech_0.02_4x_1.hist	histogram	genome-skim	4.00	152530984	0.96	138.26	0.0033	150
leech_0.002_4x_1.hist	histogram	genome-skim	4.03	151406911	0.94	239.93	0.0033	150
leech_0.004_8x_1.hist	histogram	genome-skim	8.07	151317538	0.94	226.70	0.0033	150
leech_0.01_2x_1.hist	histogram	genome-skim	2.00	152505521	0.95	187.89	0.0032	150
leech_0.01_8x_1.hist	histogram	genome-skim	8.04	151746659	0.95	188.39	0.0033	150
leech_0.0_1x_1.hist	histogram	genome-skim	1.01	151080979	0.95	251.74	0.0034	150
leech_0.02_8x_1.hist	histogram	genome-skim	8.03	151948873	0.96	138.12	0.0033	150
leech_0.001_1x_1.hist	histogram	genome-skim	1.01	151453352	0.95	247.29	0.0033	150
leech_0.02_1x_1.hist	histogram	genome-skim	0.96	158252308	0.97	136.54	0.0030	150
leech_0.008_8x_1.hist	histogram	genome-skim	8.05	151620532	0.95	198.07	0.0033	150
leech_0.001_8x_1.hist	histogram	genome-skim	8.08	151111077	0.93	248.14	0.0033	150
leech_0.006_2x_1.hist	histogram	genome-skim	2.01	151781813	0.95	211.94	0.0033	150
