sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.01_8x_25.hist	histogram	genome-skim	8.05	99766853	0.91	5.90	0.0034	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.01	100135619	0.90	6.17	0.0027	150
rotifer_0.0_4x_25.hist	histogram	genome-skim	4.02	99826196	0.86	7.74	0.0036	150
rotifer_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.04	99508597	0.89	8.44	0.0168	150
rotifer_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.21	97868762	0.93	5.83	0.0166	150
rotifer_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.31	96664694	0.88	7.71	0.0117	150
rotifer_0.001_2x_23.hist	histogram	genome-skim	2.03	99006697	0.87	6.05	0.0056	150
rotifer_0.0_1x_25.hist	histogram	genome-skim	1.01	99163261	0.87	6.57	0.0039	150
rotifer_0.0_4x_20.hist	histogram	genome-skim	4.04	99344693	0.87	7.79	0.0109	150
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96586175	0.89	7.80	0.0171	150
rotifer_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.00	100225195	0.92	5.62	0.0163	150
rotifer_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.01	100274285	0.93	5.58	0.0163	150
rotifer_0.01_2x_25.hist	histogram	genome-skim	2.03	99061867	0.91	5.84	0.0035	150
rotifer_0.0_8x_23.hist	histogram	genome-skim	8.15	98586048	0.87	7.94	0.0056	150
rotifer_0.0_1x_20.hist	histogram	genome-skim	1.01	99757911	0.89	8.09	0.0105	150
rotifer_0.01_1x_25.hist	histogram	genome-skim	1.02	98454429	0.93	5.67	0.0037	150
rotifer_0.01_4x_25.hist	histogram	genome-skim	4.02	99846175	0.90	5.68	0.0034	150
rotifer_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.01	99583309	0.94	6.59	0.0162	150
rotifer_0.001_2x_25.hist	histogram	genome-skim	2.01	100070332	0.86	7.73	0.0036	150
rotifer_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.01	99282750	0.88	8.08	0.0031	150
rotifer_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.04	98230601	0.92	5.90	0.0111	150
rotifer_0.001_1x_23.hist	histogram	genome-skim	1.00	100305006	0.89	7.34	0.0055	150
rotifer_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.07	99520519	0.86	8.04	0.0028	150
rotifer_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.01	99997465	0.85	7.57	0.0028	150
rotifer_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.20	97970781	0.92	5.73	0.0113	150
rotifer_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.01	99983513	0.89	7.50	0.0166	150
rotifer_0.01_8x_23.hist	histogram	genome-skim	8.09	99270381	0.91	5.98	0.0054	150
rotifer_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	97974125	0.92	7.80	0.0167	150
rotifer_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.03	97487034	0.94	6.31	0.0111	150
rotifer_0.001_8x_25.hist	histogram	genome-skim	8.09	99248464	0.87	7.54	0.0036	150
rotifer_0.01_1x_20.hist	histogram	genome-skim	0.99	101413573	0.92	5.10	0.0103	150
rotifer_0.01_4x_23.hist	histogram	genome-skim	4.02	99929522	0.91	5.68	0.0054	150
rotifer_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.04	99888155	0.91	5.70	0.0027	150
rotifer_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96507510	0.89	8.08	0.0172	150
rotifer_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.03	99056607	0.88	7.79	0.0167	150
rotifer_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.03	99725036	0.86	7.93	0.0028	150
rotifer_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.01	99973220	0.91	5.65	0.0027	150
rotifer_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.30	96836949	0.89	7.73	0.0117	150
rotifer_0.01_8x_20.hist	histogram	genome-skim	8.14	98657195	0.92	5.69	0.0106	150
rotifer_0.0_8x_20.hist	histogram	genome-skim	8.23	97563068	0.88	7.98	0.0110	150
rotifer_0.001_4x_25.hist	histogram	genome-skim	4.03	99697856	0.86	7.25	0.0036	150
rotifer_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97710674	0.88	8.23	0.0116	150
rotifer_0.001_8x_20.hist	histogram	genome-skim	8.23	97617452	0.88	7.67	0.0110	150
rotifer_0.001_8x_23.hist	histogram	genome-skim	8.15	98635926	0.87	7.66	0.0056	150
rotifer_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.06	99623627	0.86	7.55	0.0028	150
rotifer_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.03	99133567	0.87	8.00	0.0029	150
rotifer_0.001_1x_20.hist	histogram	genome-skim	1.03	97454644	0.92	7.61	0.0108	150
rotifer_0.01_2x_23.hist	histogram	genome-skim	2.02	99585064	0.91	5.90	0.0054	150
rotifer_0.001_4x_23.hist	histogram	genome-skim	4.04	99325249	0.87	7.85	0.0056	150
rotifer_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97805847	0.88	7.89	0.0115	150
rotifer_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.03	99767685	0.86	7.56	0.0028	150
rotifer_0.01_2x_20.hist	histogram	genome-skim	2.02	99560856	0.92	6.16	0.0105	150
rotifer_0.0_1x_23.hist	histogram	genome-skim	1.01	99647956	0.87	8.61	0.0056	150
rotifer_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	99746846	0.90	7.91	0.0113	150
rotifer_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.03	99716432	0.89	8.21	0.0167	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.03	97743184	0.88	7.47	0.0032	150
rotifer_0.001_1x_25.hist	histogram	genome-skim	1.01	99570998	0.88	7.60	0.0039	150
rotifer_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.00	100538622	0.91	9.49	0.0164	150
rotifer_0.0_8x_25.hist	histogram	genome-skim	8.10	99157707	0.86	7.68	0.0036	150
rotifer_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	98100856	0.88	7.09	0.0115	150
rotifer_0.01_1x_novaseq_profR.hist	histogram	genome-skim	0.99	101342239	0.91	5.24	0.0029	150
rotifer_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.06	98942619	0.92	5.45	0.0112	150
rotifer_0.01_1x_23.hist	histogram	genome-skim	1.02	98489224	0.93	5.19	0.0056	150
rotifer_0.0_2x_20.hist	histogram	genome-skim	2.02	99227370	0.87	6.37	0.0108	150
rotifer_0.0_2x_25.hist	histogram	genome-skim	2.02	99559692	0.86	7.88	0.0036	150
rotifer_0.001_2x_20.hist	histogram	genome-skim	2.01	99808220	0.88	7.93	0.0108	150
rotifer_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.99	101880380	0.88	8.07	0.0110	150
rotifer_0.01_4x_20.hist	histogram	genome-skim	4.03	99632780	0.92	5.54	0.0106	150
rotifer_0.001_4x_20.hist	histogram	genome-skim	4.04	99341290	0.88	8.18	0.0109	150
rotifer_0.0_4x_23.hist	histogram	genome-skim	4.05	99246071	0.86	7.91	0.0056	150
rotifer_0.0_2x_23.hist	histogram	genome-skim	2.02	99478810	0.86	8.21	0.0056	150
rotifer_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.04	98274951	0.87	7.66	0.0115	150
