sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.0_4x_1.hist	histogram	genome-skim	4.03	99736208	0.86	7.95	0.0036	150
rotifer_0.002_1x_1.hist	histogram	genome-skim	1.03	97049342	0.90	6.35	0.0039	150
rotifer_0.0_8x_1.hist	histogram	genome-skim	8.10	99134879	0.86	7.48	0.0036	150
rotifer_0.008_1x_1.hist	histogram	genome-skim	1.03	97772790	0.93	5.43	0.0036	150
rotifer_0.008_4x_1.hist	histogram	genome-skim	4.02	99992352	0.90	5.64	0.0034	150
rotifer_0.004_8x_1.hist	histogram	genome-skim	8.08	99393114	0.88	7.09	0.0035	150
rotifer_0.008_8x_1.hist	histogram	genome-skim	8.06	99683137	0.90	5.81	0.0035	150
rotifer_0.0_2x_1.hist	histogram	genome-skim	2.01	99705328	0.86	7.88	0.0036	150
rotifer_0.0_1x_1.hist	histogram	genome-skim	1.00	100024576	0.88	7.02	0.0037	150
rotifer_0.002_4x_1.hist	histogram	genome-skim	4.03	99656709	0.87	7.16	0.0035	150
rotifer_0.001_2x_1.hist	histogram	genome-skim	2.02	99323566	0.87	7.73	0.0036	150
rotifer_0.001_8x_1.hist	histogram	genome-skim	8.09	99281958	0.87	7.54	0.0036	150
rotifer_0.01_4x_1.hist	histogram	genome-skim	4.02	99881463	0.91	5.76	0.0034	150
rotifer_0.006_8x_1.hist	histogram	genome-skim	8.07	99539357	0.89	6.43	0.0035	150
rotifer_0.001_1x_1.hist	histogram	genome-skim	1.02	98828290	0.89	8.33	0.0038	150
rotifer_0.01_1x_1.hist	histogram	genome-skim	1.00	99951246	0.92	6.40	0.0036	150
rotifer_0.006_2x_1.hist	histogram	genome-skim	2.01	99641291	0.89	6.92	0.0035	150
rotifer_0.002_2x_1.hist	histogram	genome-skim	2.02	99656054	0.87	6.95	0.0035	150
rotifer_0.02_2x_1.hist	histogram	genome-skim	2.01	100069240	0.94	4.15	0.0034	150
rotifer_0.006_1x_1.hist	histogram	genome-skim	1.02	98728137	0.91	6.05	0.0038	150
rotifer_0.004_1x_1.hist	histogram	genome-skim	1.02	98621745	0.91	6.33	0.0037	150
rotifer_0.02_8x_1.hist	histogram	genome-skim	8.04	99948152	0.94	3.93	0.0033	150
rotifer_0.01_8x_1.hist	histogram	genome-skim	8.06	99722490	0.90	5.95	0.0034	150
rotifer_0.02_1x_1.hist	histogram	genome-skim	1.03	97654306	0.96	4.52	0.0036	150
rotifer_0.008_2x_1.hist	histogram	genome-skim	2.02	99570506	0.90	6.51	0.0035	150
rotifer_0.004_4x_1.hist	histogram	genome-skim	4.03	99701833	0.88	7.25	0.0035	150
rotifer_0.002_8x_1.hist	histogram	genome-skim	8.08	99372177	0.87	7.31	0.0036	150
rotifer_0.01_2x_1.hist	histogram	genome-skim	2.00	100629670	0.90	4.85	0.0034	150
rotifer_0.004_2x_1.hist	histogram	genome-skim	2.01	99962843	0.88	7.45	0.0035	150
rotifer_0.006_4x_1.hist	histogram	genome-skim	4.03	99738699	0.89	6.62	0.0035	150
rotifer_0.02_4x_1.hist	histogram	genome-skim	4.02	99988395	0.94	4.15	0.0033	150
rotifer_0.001_4x_1.hist	histogram	genome-skim	4.03	99688526	0.86	7.08	0.0036	150
