sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
leech_0.008_2x_1.hist	histogram	genome-skim	2.00	152240946	0.95	197.15	0.0033	150
leech_0.004_4x_1.hist	histogram	genome-skim	4.02	151716061	0.94	225.86	0.0033	150
leech_0.001_8x_1.hist	histogram	genome-skim	8.07	151256612	0.93	248.46	0.0033	150
leech_0.004_1x_1.hist	histogram	genome-skim	1.00	152573520	0.95	228.75	0.0032	150
leech_0.008_8x_1.hist	histogram	genome-skim	8.06	151495659	0.95	197.50	0.0033	150
leech_0.002_2x_1.hist	histogram	genome-skim	2.01	151625012	0.94	239.42	0.0033	150
leech_0.006_1x_1.hist	histogram	genome-skim	1.00	153364401	0.96	215.02	0.0032	150
leech_0.02_4x_1.hist	histogram	genome-skim	4.00	152487891	0.96	137.31	0.0033	150
leech_0.002_1x_1.hist	histogram	genome-skim	1.00	152694192	0.95	245.32	0.0033	150
leech_0.001_1x_1.hist	histogram	genome-skim	0.99	154183993	0.95	244.32	0.0033	150
leech_0.006_2x_1.hist	histogram	genome-skim	2.00	152188281	0.95	211.12	0.0033	150
leech_0.008_1x_1.hist	histogram	genome-skim	1.00	152944392	0.96	201.13	0.0032	150
leech_0.002_4x_1.hist	histogram	genome-skim	4.03	151356557	0.94	239.90	0.0033	150
leech_0.004_2x_1.hist	histogram	genome-skim	2.01	151716198	0.94	227.40	0.0033	150
leech_0.01_8x_1.hist	histogram	genome-skim	8.04	151773945	0.95	187.66	0.0033	150
leech_0.006_4x_1.hist	histogram	genome-skim	4.02	151875069	0.94	210.91	0.0033	150
leech_0.01_4x_1.hist	histogram	genome-skim	4.02	151976444	0.95	188.91	0.0033	150
leech_0.001_4x_1.hist	histogram	genome-skim	4.03	151569572	0.93	247.98	0.0033	150
leech_0.01_2x_1.hist	histogram	genome-skim	2.00	152583930	0.95	189.95	0.0032	150
leech_0.02_8x_1.hist	histogram	genome-skim	8.03	151965240	0.96	137.98	0.0032	150
leech_0.01_1x_1.hist	histogram	genome-skim	0.99	154405424	0.96	189.57	0.0032	150
leech_0.002_8x_1.hist	histogram	genome-skim	8.07	151307068	0.94	240.04	0.0033	150
leech_0.02_1x_1.hist	histogram	genome-skim	0.97	157266983	0.97	141.90	0.0030	150
leech_0.0_4x_1.hist	histogram	genome-skim	4.03	151439895	0.93	258.13	0.0033	150
leech_0.0_8x_1.hist	histogram	genome-skim	8.07	151138048	0.93	256.01	0.0033	150
leech_0.006_8x_1.hist	histogram	genome-skim	8.06	151477127	0.94	214.50	0.0033	150
leech_0.02_2x_1.hist	histogram	genome-skim	2.00	152968215	0.96	136.95	0.0032	150
leech_0.0_1x_1.hist	histogram	genome-skim	1.00	152523287	0.95	251.93	0.0033	150
leech_0.0_2x_1.hist	histogram	genome-skim	2.02	151366527	0.94	254.16	0.0033	150
leech_0.008_4x_1.hist	histogram	genome-skim	4.02	151875442	0.95	199.26	0.0033	150
leech_0.004_8x_1.hist	histogram	genome-skim	8.07	151333462	0.94	225.54	0.0033	150
leech_0.001_2x_1.hist	histogram	genome-skim	2.01	151533336	0.94	247.19	0.0033	150
