sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.001_1x_23.hist	histogram	genome-skim	0.99	101619418	0.88	7.10	0.0055	150
rotifer_0.001_2x_25.hist	histogram	genome-skim	2.02	99600246	0.87	7.98	0.0035	150
rotifer_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.02	99781489	0.88	7.98	0.0168	150
rotifer_0.01_4x_20.hist	histogram	genome-skim	4.02	99784488	0.92	6.05	0.0106	150
rotifer_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.07	98720502	0.92	4.92	0.0112	150
rotifer_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.04	98590552	0.87	8.30	0.0115	150
rotifer_0.0_1x_23.hist	histogram	genome-skim	1.02	98290432	0.89	8.92	0.0056	150
rotifer_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.02	98800268	0.89	7.47	0.0112	150
rotifer_0.001_4x_23.hist	histogram	genome-skim	4.05	99288028	0.87	7.45	0.0056	150
rotifer_0.01_8x_23.hist	histogram	genome-skim	8.09	99313908	0.91	5.75	0.0054	150
rotifer_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.32	96599819	0.89	7.82	0.0117	150
rotifer_0.0_2x_25.hist	histogram	genome-skim	2.01	99716832	0.86	8.66	0.0036	150
rotifer_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.02	99582902	0.91	6.04	0.0027	150
rotifer_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.01	99948119	0.86	8.22	0.0028	150
rotifer_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	98061831	0.92	5.64	0.0112	150
rotifer_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	98762246	0.93	7.87	0.0168	150
rotifer_0.01_1x_20.hist	histogram	genome-skim	1.01	99692369	0.94	6.09	0.0106	150
rotifer_0.0_4x_20.hist	histogram	genome-skim	4.05	99263206	0.88	7.92	0.0109	150
rotifer_0.0_4x_23.hist	histogram	genome-skim	4.04	99446868	0.86	7.43	0.0056	150
rotifer_0.001_4x_20.hist	histogram	genome-skim	4.05	99094776	0.88	7.60	0.0109	150
rotifer_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.02	99408029	0.93	5.55	0.0163	150
rotifer_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.01	100157894	0.85	7.93	0.0028	150
rotifer_0.001_8x_23.hist	histogram	genome-skim	8.14	98733430	0.87	7.86	0.0056	150
rotifer_0.01_2x_20.hist	histogram	genome-skim	2.01	99978867	0.92	6.19	0.0105	150
rotifer_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.07	99555645	0.86	8.18	0.0028	150
rotifer_0.001_8x_25.hist	histogram	genome-skim	8.09	99265083	0.87	7.90	0.0036	150
rotifer_0.0_2x_20.hist	histogram	genome-skim	2.01	99859398	0.87	7.62	0.0108	150
rotifer_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.20	98021619	0.92	5.87	0.0113	150
rotifer_0.001_2x_23.hist	histogram	genome-skim	2.01	99709109	0.87	7.93	0.0056	150
rotifer_0.0_8x_20.hist	histogram	genome-skim	8.23	97653221	0.88	7.71	0.0110	150
rotifer_0.01_2x_25.hist	histogram	genome-skim	2.01	99796667	0.91	5.46	0.0035	150
rotifer_0.001_1x_25.hist	histogram	genome-skim	1.02	98667375	0.88	8.68	0.0039	150
rotifer_0.01_4x_23.hist	histogram	genome-skim	4.02	99847400	0.91	5.94	0.0054	150
rotifer_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.98	102441350	0.93	7.64	0.0165	150
rotifer_0.0_8x_25.hist	histogram	genome-skim	8.10	99222641	0.86	7.72	0.0036	150
rotifer_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99935734	0.86	7.89	0.0028	150
rotifer_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.00	100477663	0.92	5.84	0.0163	150
rotifer_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.02	99906115	0.89	7.81	0.0167	150
