sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
leech_0.004_8x_1.hist	histogram	genome-skim	8.05	151568494	0.94	226.02	0.0033	150
leech_0.01_2x_1.hist	histogram	genome-skim	1.99	152965846	0.95	187.22	0.0032	150
leech_0.02_1x_1.hist	histogram	genome-skim	0.97	158068462	0.97	136.67	0.0030	150
leech_0.006_1x_1.hist	histogram	genome-skim	1.01	151356427	0.96	213.01	0.0034	150
leech_0.01_1x_1.hist	histogram	genome-skim	0.99	154762686	0.96	186.45	0.0032	150
leech_0.004_1x_1.hist	histogram	genome-skim	1.00	153113385	0.95	228.89	0.0033	150
leech_0.008_2x_1.hist	histogram	genome-skim	2.00	152184139	0.95	198.97	0.0033	150
leech_0.008_4x_1.hist	histogram	genome-skim	4.02	151912863	0.95	200.25	0.0033	150
leech_0.002_4x_1.hist	histogram	genome-skim	4.03	151388262	0.94	238.76	0.0033	150
leech_0.004_2x_1.hist	histogram	genome-skim	2.01	151820975	0.94	225.26	0.0033	150
leech_0.02_8x_1.hist	histogram	genome-skim	8.03	151940623	0.96	136.98	0.0033	150
leech_0.006_8x_1.hist	histogram	genome-skim	8.05	151538803	0.94	211.04	0.0033	150
leech_0.001_2x_1.hist	histogram	genome-skim	2.02	151269123	0.94	246.34	0.0033	150
leech_0.001_8x_1.hist	histogram	genome-skim	8.08	151123759	0.93	247.16	0.0033	150
leech_0.0_8x_1.hist	histogram	genome-skim	8.08	151008957	0.93	254.52	0.0033	150
leech_0.006_2x_1.hist	histogram	genome-skim	2.00	152315599	0.95	213.40	0.0033	150
leech_0.0_4x_1.hist	histogram	genome-skim	4.03	151390754	0.93	256.09	0.0033	150
leech_0.01_8x_1.hist	histogram	genome-skim	8.05	151636038	0.95	189.36	0.0033	150
leech_0.002_1x_1.hist	histogram	genome-skim	1.01	151616843	0.95	241.39	0.0033	150
leech_0.0_2x_1.hist	histogram	genome-skim	2.01	151817760	0.94	257.76	0.0033	150
leech_0.008_8x_1.hist	histogram	genome-skim	8.05	151576268	0.95	199.41	0.0033	150
leech_0.001_4x_1.hist	histogram	genome-skim	4.03	151259082	0.94	247.98	0.0033	150
leech_0.02_2x_1.hist	histogram	genome-skim	1.99	153034422	0.96	136.01	0.0032	150
leech_0.0_1x_1.hist	histogram	genome-skim	1.00	152796980	0.95	250.06	0.0032	150
leech_0.006_4x_1.hist	histogram	genome-skim	4.02	151772665	0.95	209.28	0.0033	150
leech_0.01_4x_1.hist	histogram	genome-skim	4.01	152079573	0.95	188.39	0.0033	150
leech_0.008_1x_1.hist	histogram	genome-skim	1.00	152874458	0.96	198.89	0.0032	150
leech_0.002_8x_1.hist	histogram	genome-skim	8.07	151200144	0.94	239.67	0.0033	150
leech_0.001_1x_1.hist	histogram	genome-skim	1.00	152028543	0.95	241.71	0.0033	150
leech_0.002_2x_1.hist	histogram	genome-skim	2.01	152029958	0.94	237.73	0.0033	150
leech_0.004_4x_1.hist	histogram	genome-skim	4.02	151660640	0.94	225.95	0.0033	150
leech_0.02_4x_1.hist	histogram	genome-skim	4.00	152431001	0.96	136.26	0.0032	150
