sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.07	98707429	0.92	5.53	0.0112	150
rotifer_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.00	100183771	0.86	6.01	0.0028	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.01	100261908	0.90	5.69	0.0027	150
rotifer_0.01_8x_20.hist	histogram	genome-skim	8.13	98786798	0.91	5.45	0.0106	150
rotifer_0.001_2x_20.hist	histogram	genome-skim	2.02	99389654	0.88	8.68	0.0108	150
rotifer_0.001_2x_23.hist	histogram	genome-skim	2.01	99968128	0.87	7.43	0.0055	150
rotifer_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.07	99549764	0.86	7.78	0.0028	150
rotifer_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.08	99452582	0.86	7.99	0.0028	150
rotifer_0.001_4x_20.hist	histogram	genome-skim	4.05	99285218	0.88	8.15	0.0109	150
rotifer_0.0_8x_23.hist	histogram	genome-skim	8.14	98667574	0.87	7.85	0.0056	150
rotifer_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.02	98844910	0.92	4.82	0.0030	150
rotifer_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.20	97914129	0.93	5.49	0.0166	150
rotifer_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	97974125	0.92	7.80	0.0167	150
rotifer_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.03	97022243	0.90	7.67	0.0115	150
rotifer_0.0_1x_20.hist	histogram	genome-skim	1.03	97828774	0.91	8.73	0.0108	150
rotifer_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.04	97022338	0.95	5.10	0.0113	150
rotifer_0.01_8x_23.hist	histogram	genome-skim	8.09	99351383	0.91	5.75	0.0054	150
rotifer_0.01_1x_23.hist	histogram	genome-skim	0.98	102918262	0.92	5.72	0.0053	150
rotifer_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.10	98033914	0.88	7.71	0.0116	150
rotifer_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.99	100637981	0.92	5.71	0.0163	150
rotifer_0.001_4x_25.hist	histogram	genome-skim	4.03	99540134	0.86	7.78	0.0036	150
rotifer_0.001_1x_25.hist	histogram	genome-skim	1.03	97221770	0.88	7.92	0.0039	150
rotifer_0.01_2x_25.hist	histogram	genome-skim	2.01	99987457	0.91	6.23	0.0034	150
rotifer_0.001_8x_25.hist	histogram	genome-skim	8.09	99319732	0.87	7.55	0.0036	150
rotifer_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.05	95486842	0.95	9.53	0.0169	150
rotifer_0.01_1x_25.hist	histogram	genome-skim	1.02	98397046	0.93	5.15	0.0037	150
rotifer_0.01_4x_20.hist	histogram	genome-skim	4.03	99772295	0.92	5.53	0.0106	150
rotifer_0.01_1x_20.hist	histogram	genome-skim	1.04	96466168	0.95	5.90	0.0107	150
rotifer_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96507510	0.89	8.08	0.0172	150
rotifer_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.04	99508597	0.89	8.44	0.0168	150
rotifer_0.0_4x_23.hist	histogram	genome-skim	4.04	99369786	0.86	7.67	0.0056	150
rotifer_0.0_2x_23.hist	histogram	genome-skim	2.03	99042163	0.86	7.46	0.0056	150
rotifer_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.03	99056607	0.88	7.79	0.0167	150
rotifer_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.02	98885174	0.92	7.97	0.0113	150
rotifer_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.31	96648841	0.88	8.08	0.0118	150
rotifer_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.01	100122220	0.92	5.11	0.0163	150
rotifer_0.0_2x_25.hist	histogram	genome-skim	2.03	98827354	0.86	8.15	0.0036	150
rotifer_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.01	100158797	0.88	7.85	0.0166	150
