sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_1x_23.hist	histogram	genome-skim	1.01	102740612	0.53	6.78	0.0075	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.08	101519574	0.51	6.64	0.0052	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.99	104614056	0.66	5.03	0.0117	150
moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102467449	0.51	6.64	0.0041	150
moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.94	106722184	0.65	5.03	0.0183	150
moss_0.0_1x_20.hist	histogram	genome-skim	0.99	104858208	0.56	6.96	0.0129	150
moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.44	87870756	0.62	7.46	0.0163	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.30	96365423	0.55	7.17	0.0159	150
moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.25	100548252	0.56	9.48	0.0295	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.96	108213637	0.62	4.71	0.0066	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.58	96703708	0.55	6.93	0.0079	150
moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.92	113100425	0.61	5.12	0.0127	150
moss_0.001_1x_25.hist	histogram	genome-skim	0.97	107032897	0.51	6.05	0.0054	150
moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.30	96482009	0.68	5.18	0.0139	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.97	106899491	0.56	6.59	0.0127	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.90	106216596	0.51	6.97	0.0141	150
moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.24	100599894	0.56	9.69	0.0298	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.90	109358585	0.46	6.55	0.0050	150
moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.07	101809900	0.53	6.58	0.0040	150
moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.08	99716698	0.52	7.36	0.0153	150
moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.31	96303109	0.53	7.63	0.0161	150
moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.95	106390366	0.57	6.80	0.0198	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.09	101261004	0.65	4.84	0.0067	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.95	106527860	0.51	6.82	0.0135	150
moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.00	103620001	0.51	6.38	0.0047	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.68	65423484	0.85	9.97	0.0261	150
moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.09	99373728	0.66	4.99	0.0135	150
moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.91	113584102	0.65	4.86	0.0172	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.93	107607805	0.48	6.98	0.0075	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98519555	0.54	6.76	0.0052	150
moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	11.12	74573452	0.91	6.58	0.0268	150
moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.23	100807059	0.66	4.79	0.0034	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.27	100228628	0.66	4.77	0.0044	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.73	111057000	0.46	7.04	0.0143	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.07	101879793	0.65	4.90	0.0044	150
moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.33	99610272	0.55	6.51	0.0040	150
moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.60	115190381	0.49	7.14	0.0203	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.77	64955253	0.83	10.35	0.0265	150
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.98	105547536	0.66	6.50	0.0183	150
moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	0.96	108086265	0.61	4.84	0.0039	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.98	104719974	0.63	4.89	0.0065	150
moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.92	93021103	0.72	5.13	0.0142	150
moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	1.85	111837072	0.45	6.65	0.0041	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.87	110971235	0.47	6.70	0.0050	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.97	106860996	0.62	4.98	0.0048	150
moss_0.01_2x_20.hist	histogram	genome-skim	2.00	103738067	0.64	4.83	0.0122	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.11	100911537	0.67	5.03	0.0127	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98771029	0.67	4.85	0.0068	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.06	102233044	0.51	6.82	0.0080	150
moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.75	110608933	0.51	7.21	0.0205	150
moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	0.99	104398012	0.50	6.69	0.0047	150
moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.76	136680323	0.55	7.00	0.0185	150
moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.98	106234867	0.56	7.25	0.0140	150
moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	1.85	112148061	0.46	6.44	0.0040	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.06	102128434	0.53	6.62	0.0078	150
moss_0.0_1x_25.hist	histogram	genome-skim	1.00	103917608	0.51	6.60	0.0055	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.95	106385370	0.52	6.75	0.0134	150
moss_0.0_1x_23.hist	histogram	genome-skim	0.97	106728161	0.50	7.01	0.0077	150
moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.91	108706401	0.55	6.75	0.0196	150
moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.02	101968052	0.59	7.37	0.0141	150
moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.43	87944258	0.61	7.67	0.0166	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.05	102306265	0.52	6.59	0.0051	150
moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.34	99384553	0.53	6.57	0.0042	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.98	104915978	0.62	4.74	0.0043	150
moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	1.96	105787933	0.62	4.84	0.0034	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.62	96244854	0.69	4.98	0.0129	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.92	108020158	0.49	6.63	0.0074	150
moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.06	100431466	0.53	6.79	0.0151	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.57	96719357	0.57	6.69	0.0078	150
moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.94	105247343	0.66	5.04	0.0187	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.42	98545791	0.56	6.44	0.0051	150
moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.07	102010989	0.65	4.69	0.0034	150
