sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.0_4x_20.hist	histogram	genome-skim	4.36	190597907	0.49	43.49	0.0143	150
club-moss_0.01_8x_25.hist	histogram	genome-skim	8.33	199509684	0.64	28.95	0.0044	150
club-moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.29	193662425	0.51	42.44	0.0204	150
club-moss_0.001_8x_25.hist	histogram	genome-skim	8.60	193118356	0.48	39.33	0.0055	150
club-moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.20	197541723	0.66	28.18	0.0033	150
club-moss_0.0_1x_23.hist	histogram	genome-skim	1.27	163324246	0.65	39.71	0.0064	150
club-moss_0.001_2x_20.hist	histogram	genome-skim	2.47	168380845	0.63	40.01	0.0123	150
club-moss_0.001_8x_23.hist	histogram	genome-skim	8.73	190325723	0.49	40.21	0.0083	150
club-moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.08	199871026	0.52	39.09	0.0183	150
club-moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.35	176815995	0.59	38.34	0.0037	150
club-moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.17	199164951	0.68	29.90	0.0184	150
club-moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.36	152717433	0.73	39.55	0.0121	150
club-moss_0.001_4x_20.hist	histogram	genome-skim	4.21	197098360	0.48	41.72	0.0140	150
club-moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.45	196610900	0.47	38.69	0.0043	150
club-moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.12	195861594	0.51	40.97	0.0184	150
club-moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.50	195499083	0.45	40.02	0.0045	150
club-moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.58	181305054	0.53	42.51	0.0154	150
club-moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.26	201226883	0.64	28.85	0.0034	150
club-moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.16	192199265	0.72	29.66	0.0176	150
club-moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.17	191564386	0.69	28.80	0.0033	150
club-moss_0.0_4x_23.hist	histogram	genome-skim	4.28	194052713	0.47	40.71	0.0080	150
club-moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.13	183836951	0.79	28.51	0.0116	150
club-moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.41	188319966	0.70	30.28	0.0135	150
club-moss_0.01_8x_23.hist	histogram	genome-skim	8.42	197277586	0.65	29.31	0.0068	150
club-moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.57	161427522	0.65	40.40	0.0137	150
club-moss_0.0_8x_20.hist	histogram	genome-skim	9.47	175426877	0.52	45.83	0.0159	150
club-moss_0.001_2x_23.hist	histogram	genome-skim	2.44	170376972	0.62	40.21	0.0068	150
club-moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.74	170578807	0.55	44.94	0.0171	150
club-moss_0.0_2x_25.hist	histogram	genome-skim	2.42	171777696	0.59	39.12	0.0047	150
club-moss_0.001_4x_23.hist	histogram	genome-skim	4.21	197421880	0.47	39.64	0.0078	150
club-moss_0.01_1x_23.hist	histogram	genome-skim	1.12	184835670	0.75	29.37	0.0061	150
club-moss_0.01_1x_20.hist	histogram	genome-skim	1.01	205609163	0.70	29.63	0.0108	150
club-moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.65	156865105	0.65	42.20	0.0138	150
club-moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.90	230092366	0.55	36.40	0.0162	150
club-moss_0.001_1x_25.hist	histogram	genome-skim	1.28	161800551	0.68	38.00	0.0046	150
club-moss_0.001_2x_25.hist	histogram	genome-skim	2.39	173665858	0.60	38.77	0.0046	150
club-moss_0.01_2x_20.hist	histogram	genome-skim	2.17	191017523	0.71	29.11	0.0116	150
club-moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.38	174320874	0.57	38.59	0.0038	150
club-moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.69	121336387	0.75	65.99	0.0336	150
club-moss_0.01_4x_20.hist	histogram	genome-skim	4.27	194313690	0.69	30.52	0.0124	150
club-moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.08	126998892	0.75	61.31	0.0327	150
club-moss_0.01_8x_20.hist	histogram	genome-skim	8.73	190225726	0.68	30.30	0.0130	150
club-moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.92	167428930	0.54	46.82	0.0176	150
club-moss_0.0_8x_25.hist	histogram	genome-skim	8.66	191827546	0.46	41.28	0.0058	150
club-moss_0.01_2x_25.hist	histogram	genome-skim	2.18	190798413	0.69	28.04	0.0041	150
club-moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.16	179355545	0.66	38.85	0.0162	150
club-moss_0.001_4x_25.hist	histogram	genome-skim	4.13	201229667	0.46	39.19	0.0049	150
club-moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.82	252582875	0.54	28.02	0.0160	150
club-moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	9.19	180665717	0.69	38.68	0.0269	150
club-moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.23	196275026	0.52	42.02	0.0201	150
club-moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.15	200115410	0.45	39.17	0.0041	150
club-moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.25	165814959	0.63	39.43	0.0039	150
