sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
oyster_0.02_2x_1.hist	histogram	genome-skim	2.02	97292106	0.83	76.64	0.0036	150
oyster_0.006_4x_1.hist	histogram	genome-skim	4.07	96608988	0.72	121.00	0.0040	150
oyster_0.002_1x_1.hist	histogram	genome-skim	0.99	99516569	0.68	143.34	0.0047	150
oyster_0.008_4x_1.hist	histogram	genome-skim	4.05	96931313	0.74	114.70	0.0040	150
oyster_0.001_4x_1.hist	histogram	genome-skim	4.07	96451674	0.66	143.21	0.0043	150
oyster_0.004_4x_1.hist	histogram	genome-skim	4.07	96575852	0.70	125.45	0.0041	150
oyster_0.0_1x_1.hist	histogram	genome-skim	0.91	107703913	0.55	153.24	0.0048	150
oyster_0.01_8x_1.hist	histogram	genome-skim	8.19	95974203	0.77	107.02	0.0039	150
oyster_0.004_8x_1.hist	histogram	genome-skim	8.25	95309806	0.71	126.53	0.0042	150
oyster_0.002_2x_1.hist	histogram	genome-skim	2.01	97641809	0.66	139.53	0.0042	150
oyster_0.01_4x_1.hist	histogram	genome-skim	4.05	97002055	0.76	107.18	0.0039	150
oyster_0.02_8x_1.hist	histogram	genome-skim	8.12	96773082	0.84	78.45	0.0036	150
oyster_0.001_2x_1.hist	histogram	genome-skim	2.01	97714189	0.65	140.74	0.0043	150
oyster_0.001_8x_1.hist	histogram	genome-skim	8.29	94846323	0.68	144.09	0.0044	150
oyster_0.02_1x_1.hist	histogram	genome-skim	1.03	95754475	0.85	77.72	0.0039	150
oyster_0.001_1x_1.hist	histogram	genome-skim	0.88	111196404	0.55	145.12	0.0047	150
oyster_0.0_8x_1.hist	histogram	genome-skim	8.33	94379438	0.67	148.12	0.0044	150
oyster_0.008_8x_1.hist	histogram	genome-skim	8.19	96017100	0.75	113.42	0.0040	150
oyster_0.002_8x_1.hist	histogram	genome-skim	8.27	94985005	0.69	138.59	0.0043	150
oyster_0.01_2x_1.hist	histogram	genome-skim	2.02	97349449	0.75	107.28	0.0039	150
oyster_0.0_2x_1.hist	histogram	genome-skim	1.99	98695340	0.63	149.80	0.0043	150
oyster_0.006_2x_1.hist	histogram	genome-skim	2.02	97183444	0.71	119.46	0.0040	150
oyster_0.01_1x_1.hist	histogram	genome-skim	1.01	97256247	0.78	108.24	0.0042	150
oyster_0.002_4x_1.hist	histogram	genome-skim	4.08	96425253	0.68	139.65	0.0043	150
oyster_0.008_2x_1.hist	histogram	genome-skim	2.02	97299292	0.73	113.75	0.0040	150
oyster_0.02_4x_1.hist	histogram	genome-skim	4.05	97147937	0.83	78.35	0.0036	150
oyster_0.004_2x_1.hist	histogram	genome-skim	2.02	97098630	0.69	125.87	0.0041	150
oyster_0.004_1x_1.hist	histogram	genome-skim	0.98	100635991	0.70	126.80	0.0045	150
oyster_0.0_4x_1.hist	histogram	genome-skim	4.09	96050408	0.65	149.52	0.0044	150
oyster_0.006_8x_1.hist	histogram	genome-skim	8.22	95593950	0.73	120.44	0.0041	150
oyster_0.006_1x_1.hist	histogram	genome-skim	1.03	95460846	0.75	123.80	0.0044	150
oyster_0.008_1x_1.hist	histogram	genome-skim	1.03	95767332	0.76	112.64	0.0042	150
