sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_1x_20.hist	histogram	genome-skim	1.04	99416209	0.57	6.81	0.0129	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.07	101873048	0.53	6.88	0.0078	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.97	105029950	0.62	4.78	0.0043	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.57	96772463	0.55	6.85	0.0080	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.07	101789894	0.51	6.71	0.0052	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.10	101058489	0.65	4.87	0.0067	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.75	65053045	0.83	10.45	0.0265	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.85	112284197	0.46	6.62	0.0049	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98480344	0.54	6.75	0.0052	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.07	101845690	0.65	4.94	0.0043	150
moss_0.01_2x_20.hist	histogram	genome-skim	2.00	103859994	0.64	5.04	0.0122	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.94	107039938	0.51	7.05	0.0136	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.99	104822124	0.66	4.79	0.0117	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.55	96996295	0.57	6.60	0.0078	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.06	102214765	0.51	6.93	0.0080	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.28	100215487	0.66	4.75	0.0044	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.93	105591121	0.52	7.00	0.0141	150
moss_0.001_1x_23.hist	histogram	genome-skim	0.97	107206900	0.51	6.44	0.0075	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.70	65326799	0.85	10.24	0.0261	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.72	111439624	0.46	7.16	0.0143	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.89	109418907	0.48	6.49	0.0074	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.97	105415098	0.53	6.77	0.0133	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.63	96062005	0.70	5.06	0.0129	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101110071	0.67	5.12	0.0127	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.40	98758105	0.55	6.43	0.0051	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98691924	0.67	5.01	0.0067	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.90	114617224	0.59	4.87	0.0066	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.07	101819371	0.53	6.63	0.0051	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.98	104870855	0.62	4.96	0.0065	150
moss_0.001_1x_25.hist	histogram	genome-skim	0.99	104640344	0.51	6.58	0.0054	150
moss_0.001_1x_20.hist	histogram	genome-skim	1.03	100824304	0.63	6.34	0.0127	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.92	108126335	0.48	6.76	0.0075	150
moss_0.0_1x_23.hist	histogram	genome-skim	1.02	101630126	0.53	6.99	0.0076	150
moss_0.0_1x_25.hist	histogram	genome-skim	0.96	108103069	0.48	6.69	0.0056	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.89	109708228	0.46	6.41	0.0051	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.94	110003194	0.61	5.21	0.0047	150
moss_0.0_4x_17.hist	histogram	genome-skim	3.56	116614509	0.56	7.31	0.0241	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.96	104747503	0.50	6.42	0.0018	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.61	114903023	0.62	5.12	0.0226	150
moss_0.001_2x_17.hist	histogram	genome-skim	1.85	112163783	0.59	6.76	0.0236	150
moss_0.01_4x_30.hist	histogram	genome-skim	4.01	103522796	0.64	4.77	0.0014	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.81	114351510	0.43	6.32	0.0019	150
moss_0.01_2x_17.hist	histogram	genome-skim	1.86	111714592	0.64	5.13	0.0225	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.08	102630567	0.65	4.77	0.0014	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.84	105769883	0.65	6.16	0.0291	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.91	114309358	0.69	5.34	0.0212	150
moss_0.001_1x_30.hist	histogram	genome-skim	0.98	106007003	0.49	6.67	0.0028	150
moss_0.001_4x_30.hist	histogram	genome-skim	3.98	104266753	0.51	6.22	0.0017	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.97	106784632	0.61	4.87	0.0024	150
moss_0.001_1x_17.hist	histogram	genome-skim	0.76	135683752	0.58	6.59	0.0220	150
moss_0.0_1x_17.hist	histogram	genome-skim	0.82	127214285	0.57	6.42	0.0223	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.96	105815633	0.61	4.75	0.0016	150
moss_0.001_8x_30.hist	histogram	genome-skim	8.12	102121747	0.53	6.27	0.0017	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.53	117392799	0.56	7.24	0.0239	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.14	101862887	0.52	6.51	0.0018	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.84	112887347	0.45	6.25	0.0018	150
moss_0.06_8x_20.hist	histogram	genome-skim	8.09	102541388	0.94	1.16	0.0103	150
moss_0.06_2x_25.hist	histogram	genome-skim	2.00	103891404	0.94	1.08	0.0033	150
moss_0.06_4x_30.hist	histogram	genome-skim	4.00	103566977	0.94	1.09	0.0011	150
moss_0.06_1x_30.hist	histogram	genome-skim	1.00	103375535	0.95	1.13	0.0014	150
moss_0.06_4x_20.hist	histogram	genome-skim	4.01	103457862	0.95	1.26	0.0103	150
moss_0.06_1x_23.hist	histogram	genome-skim	1.01	102290722	0.96	1.00	0.0052	150
