sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.006_4x_1.hist	histogram	genome-skim	4.02	99898780	0.89	6.52	0.0035	150
rotifer_0.02_8x_1.hist	histogram	genome-skim	8.04	99971014	0.94	4.36	0.0033	150
rotifer_0.01_2x_1.hist	histogram	genome-skim	2.01	100042855	0.91	6.46	0.0034	150
rotifer_0.008_4x_1.hist	histogram	genome-skim	4.02	99826578	0.90	6.06	0.0035	150
rotifer_0.006_2x_1.hist	histogram	genome-skim	2.01	99780443	0.89	6.80	0.0035	150
rotifer_0.02_4x_1.hist	histogram	genome-skim	4.01	100104611	0.94	4.46	0.0033	150
rotifer_0.004_4x_1.hist	histogram	genome-skim	4.02	99820806	0.88	6.79	0.0035	150
rotifer_0.006_1x_1.hist	histogram	genome-skim	0.98	102228000	0.91	6.44	0.0035	150
rotifer_0.02_1x_1.hist	histogram	genome-skim	1.01	99787760	0.95	4.36	0.0035	150
rotifer_0.0_2x_1.hist	histogram	genome-skim	2.02	99319984	0.86	7.71	0.0036	150
rotifer_0.01_1x_1.hist	histogram	genome-skim	1.02	98249093	0.93	4.78	0.0037	150
rotifer_0.001_2x_1.hist	histogram	genome-skim	2.02	99651018	0.87	7.62	0.0036	150
rotifer_0.002_8x_1.hist	histogram	genome-skim	8.09	99324291	0.87	8.14	0.0035	150
rotifer_0.004_2x_1.hist	histogram	genome-skim	2.02	99301285	0.88	6.80	0.0036	150
rotifer_0.001_4x_1.hist	histogram	genome-skim	4.03	99765653	0.86	7.31	0.0036	150
rotifer_0.008_2x_1.hist	histogram	genome-skim	2.02	99625313	0.90	5.76	0.0035	150
rotifer_0.01_8x_1.hist	histogram	genome-skim	8.07	99539047	0.91	5.65	0.0034	150
rotifer_0.01_4x_1.hist	histogram	genome-skim	4.02	99932518	0.91	5.22	0.0034	150
rotifer_0.001_1x_1.hist	histogram	genome-skim	1.04	96307386	0.89	6.07	0.0039	150
rotifer_0.002_1x_1.hist	histogram	genome-skim	1.01	99677668	0.89	7.00	0.0038	150
rotifer_0.004_1x_1.hist	histogram	genome-skim	1.01	99903724	0.90	7.85	0.0038	150
rotifer_0.004_8x_1.hist	histogram	genome-skim	8.08	99491220	0.88	6.37	0.0035	150
rotifer_0.008_1x_1.hist	histogram	genome-skim	1.01	99184132	0.91	5.72	0.0038	150
rotifer_0.0_4x_1.hist	histogram	genome-skim	4.03	99662523	0.86	8.00	0.0036	150
rotifer_0.0_8x_1.hist	histogram	genome-skim	8.10	99186710	0.86	8.02	0.0036	150
rotifer_0.002_2x_1.hist	histogram	genome-skim	2.02	99493087	0.87	7.69	0.0036	150
rotifer_0.006_8x_1.hist	histogram	genome-skim	8.07	99566435	0.89	6.55	0.0035	150
rotifer_0.0_1x_1.hist	histogram	genome-skim	1.02	98738107	0.88	8.12	0.0039	150
rotifer_0.001_8x_1.hist	histogram	genome-skim	8.10	99234850	0.87	7.38	0.0036	150
rotifer_0.008_8x_1.hist	histogram	genome-skim	8.07	99572659	0.90	6.10	0.0035	150
rotifer_0.002_4x_1.hist	histogram	genome-skim	4.03	99697285	0.87	7.52	0.0036	150
rotifer_0.02_2x_1.hist	histogram	genome-skim	2.01	100036688	0.94	4.43	0.0034	150
