sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.001_1x_1.hist	histogram	genome-skim	1.02	98050173	0.89	7.88	0.0039	150
rotifer_0.001_8x_1.hist	histogram	genome-skim	8.10	99187296	0.87	7.71	0.0036	150
rotifer_0.01_8x_1.hist	histogram	genome-skim	8.06	99648063	0.91	5.62	0.0034	150
rotifer_0.002_8x_1.hist	histogram	genome-skim	8.09	99271171	0.87	7.15	0.0036	150
rotifer_0.02_1x_1.hist	histogram	genome-skim	1.00	100147853	0.95	3.18	0.0035	150
rotifer_0.006_8x_1.hist	histogram	genome-skim	8.07	99556618	0.89	6.56	0.0035	150
rotifer_0.004_4x_1.hist	histogram	genome-skim	4.03	99714444	0.88	6.44	0.0035	150
rotifer_0.02_8x_1.hist	histogram	genome-skim	8.04	99921298	0.94	4.20	0.0033	150
rotifer_0.0_1x_1.hist	histogram	genome-skim	1.05	95665120	0.89	7.18	0.0040	150
rotifer_0.004_1x_1.hist	histogram	genome-skim	1.02	98615155	0.90	7.00	0.0037	150
rotifer_0.004_8x_1.hist	histogram	genome-skim	8.08	99382727	0.88	6.95	0.0035	150
rotifer_0.02_4x_1.hist	histogram	genome-skim	4.01	100247692	0.94	4.16	0.0033	150
rotifer_0.001_2x_1.hist	histogram	genome-skim	2.01	99999512	0.86	7.53	0.0036	150
rotifer_0.006_2x_1.hist	histogram	genome-skim	2.01	99728812	0.89	6.10	0.0035	150
rotifer_0.002_2x_1.hist	histogram	genome-skim	2.02	99305222	0.87	7.93	0.0036	150
rotifer_0.01_2x_1.hist	histogram	genome-skim	2.02	99528403	0.91	6.44	0.0034	150
rotifer_0.006_4x_1.hist	histogram	genome-skim	4.02	99813169	0.89	6.55	0.0035	150
rotifer_0.004_2x_1.hist	histogram	genome-skim	2.01	99936392	0.88	7.65	0.0035	150
rotifer_0.01_4x_1.hist	histogram	genome-skim	4.01	100209973	0.90	5.82	0.0034	150
rotifer_0.008_1x_1.hist	histogram	genome-skim	1.03	97954812	0.92	6.19	0.0038	150
rotifer_0.0_4x_1.hist	histogram	genome-skim	4.03	99686937	0.86	7.94	0.0036	150
rotifer_0.01_1x_1.hist	histogram	genome-skim	1.03	97086365	0.93	5.40	0.0037	150
rotifer_0.02_2x_1.hist	histogram	genome-skim	2.01	99805028	0.94	4.40	0.0034	150
rotifer_0.008_2x_1.hist	histogram	genome-skim	2.02	99304575	0.90	5.79	0.0035	150
rotifer_0.006_1x_1.hist	histogram	genome-skim	1.01	99172673	0.91	6.86	0.0038	150
rotifer_0.001_4x_1.hist	histogram	genome-skim	4.02	99808115	0.86	7.40	0.0036	150
rotifer_0.008_8x_1.hist	histogram	genome-skim	8.07	99546691	0.90	5.83	0.0035	150
rotifer_0.008_4x_1.hist	histogram	genome-skim	4.02	99884213	0.90	6.17	0.0034	150
rotifer_0.002_4x_1.hist	histogram	genome-skim	4.03	99760076	0.87	7.56	0.0035	150
rotifer_0.0_8x_1.hist	histogram	genome-skim	8.09	99296679	0.86	7.56	0.0036	150
rotifer_0.0_2x_1.hist	histogram	genome-skim	2.01	99944907	0.86	8.43	0.0036	150
rotifer_0.002_1x_1.hist	histogram	genome-skim	0.99	101447487	0.88	7.88	0.0037	150
