sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.004_1x_1.hist	histogram	genome-skim	0.99	101585301	0.89	5.81	0.0036	150
rotifer_0.004_8x_1.hist	histogram	genome-skim	8.07	99483579	0.88	7.19	0.0035	150
rotifer_0.02_2x_1.hist	histogram	genome-skim	2.02	99616960	0.94	3.65	0.0034	150
rotifer_0.008_1x_1.hist	histogram	genome-skim	1.02	98285042	0.92	6.74	0.0038	150
rotifer_0.02_1x_1.hist	histogram	genome-skim	1.02	98825559	0.96	3.56	0.0035	150
rotifer_0.0_8x_1.hist	histogram	genome-skim	8.11	99118748	0.86	7.88	0.0036	150
rotifer_0.008_2x_1.hist	histogram	genome-skim	2.01	99753335	0.90	6.62	0.0035	150
rotifer_0.006_4x_1.hist	histogram	genome-skim	4.03	99758172	0.89	6.51	0.0035	150
rotifer_0.02_8x_1.hist	histogram	genome-skim	8.03	100000477	0.94	3.94	0.0033	150
rotifer_0.01_1x_1.hist	histogram	genome-skim	1.00	100576856	0.92	6.43	0.0036	150
rotifer_0.001_1x_1.hist	histogram	genome-skim	1.03	97097366	0.89	5.94	0.0038	150
rotifer_0.004_2x_1.hist	histogram	genome-skim	2.02	99586020	0.88	7.09	0.0035	150
rotifer_0.0_2x_1.hist	histogram	genome-skim	2.02	99640811	0.86	8.40	0.0036	150
rotifer_0.01_2x_1.hist	histogram	genome-skim	2.00	100243923	0.91	6.02	0.0034	150
rotifer_0.006_2x_1.hist	histogram	genome-skim	2.02	99447954	0.89	6.35	0.0035	150
rotifer_0.02_4x_1.hist	histogram	genome-skim	4.01	100298031	0.94	3.97	0.0033	150
rotifer_0.002_2x_1.hist	histogram	genome-skim	2.02	99326202	0.87	7.65	0.0036	150
rotifer_0.008_4x_1.hist	histogram	genome-skim	4.01	100080361	0.89	5.78	0.0034	150
rotifer_0.002_4x_1.hist	histogram	genome-skim	4.02	99818951	0.87	7.67	0.0035	150
rotifer_0.006_8x_1.hist	histogram	genome-skim	8.07	99553977	0.89	7.25	0.0035	150
rotifer_0.001_4x_1.hist	histogram	genome-skim	4.04	99540862	0.86	7.48	0.0036	150
rotifer_0.01_8x_1.hist	histogram	genome-skim	8.06	99667672	0.91	6.13	0.0034	150
rotifer_0.002_8x_1.hist	histogram	genome-skim	8.08	99359678	0.87	7.42	0.0036	150
rotifer_0.006_1x_1.hist	histogram	genome-skim	1.02	98961641	0.91	7.27	0.0038	150
rotifer_0.001_2x_1.hist	histogram	genome-skim	2.02	99641775	0.86	7.17	0.0036	150
rotifer_0.008_8x_1.hist	histogram	genome-skim	8.07	99535457	0.90	6.28	0.0035	150
rotifer_0.01_4x_1.hist	histogram	genome-skim	4.03	99753608	0.91	5.76	0.0034	150
rotifer_0.001_8x_1.hist	histogram	genome-skim	8.09	99290143	0.87	7.14	0.0036	150
rotifer_0.004_4x_1.hist	histogram	genome-skim	4.03	99590541	0.88	6.85	0.0035	150
rotifer_0.0_4x_1.hist	histogram	genome-skim	4.03	99657370	0.86	8.28	0.0036	150
rotifer_0.002_1x_1.hist	histogram	genome-skim	0.99	101548411	0.89	6.70	0.0037	150
rotifer_0.0_1x_1.hist	histogram	genome-skim	0.98	102632406	0.87	6.78	0.0037	150
