sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.86	120570308	0.60	6.67	0.0184	150
moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.87	119361854	0.60	6.95	0.0185	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.40	98704021	0.55	6.46	0.0051	150
moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.93	105414367	0.56	7.44	0.0205	150
moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	103009765	0.66	4.81	0.0127	150
moss_0.0_1x_25.hist	histogram	genome-skim	0.98	105325200	0.50	6.72	0.0055	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.05	102261475	0.52	6.38	0.0051	150
moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	102639902	0.57	6.82	0.0140	150
moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.28	96916630	0.68	5.33	0.0139	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.56	96904622	0.57	6.64	0.0078	150
moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.34	99497069	0.55	6.42	0.0040	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98705212	0.67	4.90	0.0067	150
moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.04	102677535	0.51	6.50	0.0041	150
moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	1.98	104498741	0.63	4.76	0.0034	150
moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.09	99071560	0.66	5.08	0.0135	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.86	111370033	0.45	7.04	0.0050	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.07	101909050	0.51	6.75	0.0052	150
moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	1.85	112010112	0.44	6.62	0.0041	150
moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.88	106799108	0.64	5.35	0.0187	150
moss_0.0_1x_20.hist	histogram	genome-skim	1.06	97827257	0.63	7.11	0.0128	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.62	96221149	0.69	4.96	0.0129	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.86	111227349	0.47	6.48	0.0049	150
moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.96	105569465	0.65	5.08	0.0184	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.93	105552734	0.52	6.67	0.0141	150
moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.01	102695053	0.54	6.68	0.0047	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.90	109309889	0.48	6.62	0.0074	150
moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.44	87848934	0.62	7.31	0.0164	150
moss_0.001_1x_23.hist	histogram	genome-skim	1.01	102796606	0.53	6.56	0.0076	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.97	105412470	0.62	4.92	0.0043	150
moss_0.01_2x_23.hist	histogram	genome-skim	2.00	103816284	0.63	4.94	0.0066	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.31	96137725	0.56	7.17	0.0158	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.06	102178156	0.53	6.64	0.0078	150
moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.49	87409781	0.61	7.61	0.0167	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.68	65386683	0.85	10.05	0.0261	150
moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.96	108038990	0.69	5.19	0.0173	150
moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.07	100324892	0.53	6.95	0.0151	150
moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.92	92927082	0.71	5.25	0.0142	150
moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.16	96092631	0.55	7.05	0.0153	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101027329	0.67	4.97	0.0127	150
moss_0.01_2x_20.hist	histogram	genome-skim	2.01	103187813	0.65	4.80	0.0122	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.05	102314922	0.51	6.87	0.0080	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.08	101747817	0.65	4.79	0.0043	150
moss_0.0_1x_23.hist	histogram	genome-skim	0.99	105179898	0.51	7.15	0.0076	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.96	105586092	0.53	6.78	0.0134	150
moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	0.98	106166772	0.50	6.55	0.0046	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.28	100126313	0.66	4.78	0.0044	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.72	111559193	0.46	7.24	0.0144	150
moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.00	104139713	0.62	4.78	0.0040	150
moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.24	100661488	0.56	9.51	0.0295	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.90	115819524	0.57	6.39	0.0126	150
moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.23	100801530	0.66	4.73	0.0034	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98473626	0.54	6.75	0.0052	150
moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.96	105530427	0.57	7.28	0.0198	150
moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.06	102176896	0.64	4.73	0.0034	150
moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.24	100697270	0.55	9.87	0.0299	150
moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.90	109182477	0.54	6.74	0.0196	150
moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.35	99295850	0.54	6.56	0.0041	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.97	106467626	0.67	4.99	0.0067	150
moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.52	97385724	0.65	6.68	0.0268	150
moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	1.84	112406021	0.46	6.38	0.0039	150
moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.32	96025518	0.54	7.56	0.0161	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.92	112795441	0.60	4.59	0.0046	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.78	64914982	0.83	10.55	0.0265	150
moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102436546	0.53	6.41	0.0040	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.93	107212975	0.51	7.08	0.0135	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.10	101153082	0.65	4.88	0.0067	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.96	108230130	0.69	4.69	0.0117	150
moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.97	107063655	0.57	7.04	0.0142	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.93	107685371	0.48	6.74	0.0075	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.59	96599831	0.55	6.84	0.0079	150
moss_0.001_1x_25.hist	histogram	genome-skim	0.98	105647242	0.51	6.40	0.0055	150
moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.73	111066999	0.52	7.12	0.0203	150
